"","draw","date","s","e","i","r","d"
"1",1,2020-04-01,10624766.1729317,1008.4216329416,2921.98429026264,1241.77820432372,1.64294075963845
"2",1,2020-04-02,10623368.7480723,1693.69526336441,3497.80900103913,1377.85442842957,1.89323483662512
"3",1,2020-04-03,10621651.2613571,2347.53534429048,4393.88073269587,1545.12166528087,2.20090062418577
"4",1,2020-04-04,10619471.1281246,3100.87702182492,5607.91803556028,1757.48530283288,2.59151523005009
"5",1,2020-04-05,10616077.145291,4548.90195980832,7231.35769798537,2079.59621014919,2.99884100885238
"6",1,2020-04-06,10609165.5109657,7906.55046428675,10156.4113723973,2708.34310861262,3.18408895678328
"7",1,2020-04-07,10599244.2616635,12140.6761388376,14939.4431102962,3612.15569448304,3.46339286557013
"8",1,2020-04-08,10584569.9115993,18214.2266483956,22201.466021933,4950.5187451362,3.876985282037
"9",1,2020-04-09,10562766.8597419,27164.3275615656,33061.8333375312,6942.48679864094,4.49256031630873
"10",1,2020-04-10,10530395.9085319,40399.6976621482,49305.4472944273,9833.53543761703,5.4110739287649
"11",1,2020-04-11,10483877.5052804,56502.6524463747,54142.2485214035,35411.5026024668,6.09114934704592
"12",1,2020-04-12,10430746.370702,70200.612730135,63842.4642133599,65143.6921711365,6.86018338178811
"13",1,2020-04-13,10367743.2828015,84997.6751493149,76594.1383319607,100597.12651771,7.77719952007288
"14",1,2020-04-14,10292536.7314065,102105.809947532,92087.6622333642,143200.917250372,8.87916226004465
"15",1,2020-04-15,10202921.3626896,122112.257091893,110528.654837727,194367.522589404,10.2027914080078
"16",2,2020-04-01,10624387.7737596,1239.18943678664,3096.15509936343,1215.19000324469,1.69170102337106
"17",2,2020-04-02,10622895.5765285,1907.05710181135,3774.10043372484,1361.30555955317,1.96037645387611
"18",2,2020-04-03,10621041.9372032,2581.5248572392,4771.40171686651,1542.84203927321,2.29418342880342
"19",2,2020-04-04,10618680.1434667,3384.1889842879,6098.75739963664,1774.1905651864,2.7195841620779
"20",2,2020-04-05,10615399.7707318,4612.08194286878,7833.09133892229,2091.82976268486,3.22622373741758
"21",2,2020-04-06,10607992.9511696,8317.42066939647,10858.9722456269,2767.22796334096,3.42795199831333
"22",2,2020-04-07,10597418.4327439,12883.4752275917,15901.6564908105,3732.7099237493,3.72561393021093
"23",2,2020-04-08,10581815.7316356,19362.2247149767,23598.8366231829,5159.04166857886,4.16535768525041
"24",2,2020-04-09,10558659.7228235,28872.8548628626,35122.8624967722,7279.74063921022,4.819177620223
"25",2,2020-04-10,10524242.1307519,42960.7611222353,52131.8150559574,10599.504234545,5.78883533273289
"26",2,2020-04-11,10475162.3831696,59771.733671236,57149.3329894297,37850.0509394708,6.49923030825646
"27",2,2020-04-12,10419108.2996694,74153.0578210339,67462.4741367675,69208.8561165395,7.31225625537706
"28",2,2020-04-13,10352624.8002568,89736.7309756753,80948.4632297227,106621.723294569,8.2822432048211
"29",2,2020-04-14,10273295.2158422,107750.75865081,97305.3352802623,151579.242389697,9.44783702563533
"30",2,2020-04-15,10180203.1457627,128655.058312985,116876.068489154,204194.901625998,10.825809192675
"31",3,2020-04-01,10624387.6742383,1239.45444367377,3096.95405466325,1214.22526469478,1.69199867852182
"32",3,2020-04-02,10622895.1563864,1907.65029348741,3774.97257923734,1360.26012948883,1.96061135454684
"33",3,2020-04-03,10621041.1557265,2582.4223288051,4772.4348641811,1541.69274681077,2.29433372232386
"34",3,2020-04-04,10618678.9262362,3385.40941916737,6100.03821375293,1772.90650869334,2.71962221353911
"35",3,2020-04-05,10615398.0845137,4613.52156438555,7834.7835786125,2090.38417899975,3.22616430579405
"36",3,2020-04-06,10607987.6365438,8320.40509636105,10862.4796097751,2766.05091487729,3.42783519876392
"37",3,2020-04-07,10597406.8373786,12889.0129442996,15908.410787998,3732.01344638266,3.72544271346529
"38",3,2020-04-08,10581793.346181,19372.176361405,23611.1168079992,5159.19550026864,4.16514931722093
"39",3,2020-04-09,10558619.1764787,28890.2460687742,35144.4001911712,7281.35828582614,4.81897549763941
"40",3,2020-04-10,10524170.509537,42991.1433261737,52164.6172923477,10607.9412098648,5.78863458256562
"41",3,2020-04-11,10475061.9267715,59819.4773266476,57191.3628219212,37860.7339516851,6.49912821814236
"42",3,2020-04-12,10418968.0825298,74221.6900202436,67521.0057352869,69221.9092199197,7.31249472307913
"43",3,2020-04-13,10352429.2109291,89831.1918954826,81028.9169230688,106642.397240008,8.2830122911741
"44",3,2020-04-14,10273024.0912288,107877.491768199,97414.2428585016,151614.724754182,9.44939028996443
"45",3,2020-04-15,10179825.2580748,128822.500768404,117020.215138199,204261.197383378,10.8286352273054
"46",4,2020-04-01,10624763.6913023,1009.73238371083,2922.75004970033,1242.18373468456,1.64252965364263
"47",4,2020-04-02,10623364.9866943,1695.17898507226,3499.66393994429,1378.27728988768,1.89309081763138
"48",4,2020-04-03,10621645.5184374,2349.51571991156,4397.15905749905,1545.6056270156,2.20115818244158
"49",4,2020-04-04,10619462.435698,3103.77153743184,5613.11125687231,1758.08914714233,2.59236052888571
"50",4,2020-04-05,10616054.1906788,4561.88456626157,7239.73252151036,2081.19323938151,2.9989939972996
"51",4,2020-04-06,10609131.0202148,7924.13528845018,10171.1557688063,2710.5038479522,3.18487998655321
"52",4,2020-04-07,10599191.7951292,12166.8708427496,14962.609755556,3615.25905921062,3.46521330522939
"53",4,2020-04-08,10584489.8280492,18253.9056678711,22237.2712938862,4955.11462905747,3.88036002532346
"54",4,2020-04-09,10562644.6319474,27224.6053999339,33116.8524318885,6949.41193893782,4.49828184146658
"55",4,2020-04-10,10530202.2323893,40495.8987954224,49364.801372684,9871.64770528849,5.41973730833852
"56",4,2020-04-11,10483677.0407806,56572.0114497391,54115.0508315461,35569.7989293681,6.09800879038103
"57",4,2020-04-12,10430586.9175524,70234.1140129406,63776.3600713144,65335.74179619,6.86656718875124
"58",4,2020-04-13,10367668.0803329,84985.2866201242,76469.7186438826,100809.131910902,7.78249221129481
"59",4,2020-04-14,10292605.9451263,102030.317291239,91883.3063892016,143411.548704115,8.88248912265716
"60",4,2020-04-15,10203263.8738697,121946.505785164,110223.031446164,194496.386717158,10.2021818398693
"61",5,2020-04-01,10624762.517403,1010.75364275643,2926.99419420278,1238.09233664562,1.64242343499296
"62",5,2020-04-02,10623362.4388001,1697.52787416655,3504.41199303964,1373.72996445294,1.89136825341747
"63",5,2020-04-03,10621641.4315041,2353.09805941727,4402.78979650111,1540.48321830616,2.19742166332493
"64",5,2020-04-04,10619456.5321151,3108.63892992817,5620.01972714659,1752.22318564687,2.58604220008133
"65",5,2020-04-05,10616041.9471202,4571.77079700559,7247.9185385794,2075.37387745808,2.98966677140077
"66",5,2020-04-06,10609105.7418499,7942.41563613185,10181.015874058,2707.6523896713,3.17425024511218
"67",5,2020-04-07,10599149.0258616,12195.1000826269,14975.9184208822,3616.50304069883,3.45259417952075
"68",5,2020-04-08,10584422.1521886,18295.7124421481,22255.9325925735,4962.3380081075,3.86476861045684
"69",5,2020-04-09,10562541.0487498,27285.8637378057,33143.1691608734,6965.44011432263,4.4782371937006
"70",5,2020-04-10,10530036.3995974,40591.990244122,49365.5898072157,9940.62821608477,5.39213513666184
"71",5,2020-04-11,10483553.4585099,56581.3659747759,54039.5838693187,35759.5217877767,6.06985822900213
"72",5,2020-04-12,10430555.4922105,70165.8986126681,63649.4586583499,65562.3108963029,6.839622195669
"73",5,2020-04-13,10367789.1887836,84828.7779009635,76259.5749632315,101054.702011643,7.75634054950992
"74",5,2020-04-14,10292966.1624816,101760.222331777,91558.1539670186,143646.604790373,8.85642926642351
"75",5,2020-04-15,10203910.0169302,121535.164991357,109739.323242214,194745.318585377,10.1762508678921
"76",6,2020-04-01,10624766.2647265,1007.93655363417,2919.93093427193,1244.22529996188,1.64248559195647
"77",6,2020-04-02,10623370.4857685,1692.14002084572,3495.34092000081,1380.14072433834,1.89256632915133
"78",6,2020-04-03,10621655.0971368,2344.98525502475,4390.51470241069,1547.20294944273,2.19995634469361
"79",6,2020-04-04,10619477.7818426,3097.18625686493,5603.15052182784,1759.2911856471,2.59019301359028
"80",6,2020-04-05,10616088.1610862,4542.84117043745,7225.11635511769,2080.88408941995,2.99729878173178
"81",6,2020-04-06,10609183.9036452,7895.13578637466,10149.3500625026,2708.42700749314,3.18349845254982
"82",6,2020-04-07,10599271.9912335,12123.3446168249,14930.5707685969,3610.6292008875,3.46418015726094
"83",6,2020-04-08,10584610.1495481,18189.2229696835,22190.0228102906,4946.72482263869,3.87984928278065
"84",6,2020-04-09,10562824.0233898,27128.8299593166,33047.1812395912,6935.46684985278,4.49856148112831
"85",6,2020-04-10,10530240.7356275,40496.6608808204,48436.2143613752,10760.9885560272,5.40057427249922
"86",6,2020-04-11,10484557.4977703,55909.0887010933,53200.0351100196,36267.3218420809,6.05657655103602
"87",6,2020-04-12,10432278.8292579,69261.319401408,62854.1683162778,65538.8705763731,6.81244804304453
"88",6,2020-04-13,10370224.3576725,83800.3502404693,75432.5549048525,100475.022587064,7.71459509324213
"89",6,2020-04-14,10296135.8083197,100645.735209441,90688.5713775415,142461.086303149,8.79879015626121
"90",6,2020-04-15,10207961.7625259,120347.351445763,108852.333997813,192768.452849927,10.0991806353862
"91",7,2020-04-01,10624387.079591,1239.72775768459,3095.3712659864,1216.13048482808,1.69090052594891
"92",7,2020-04-02,10622895.1840278,1907.75523389713,3773.68004960277,1361.42091532296,1.95977342372967
"93",7,2020-04-03,10621041.7006817,2582.68724123169,4771.3646639983,1541.95354792686,2.29386515920646
"94",7,2020-04-04,10618679.8714752,3386.05348734643,6099.3097708284,1772.04559564163,2.71967101176441
"95",7,2020-04-05,10615408.6162656,4606.08790236812,7834.48016559066,2087.58734858254,3.22831783485694
"96",7,2020-04-06,10608005.8341356,8307.42646880721,10859.0223852775,2764.28572365784,3.43128661848406
"97",7,2020-04-07,10597438.3349007,12866.7495999921,15899.7224570605,3731.46238592915,3.73065628842211
"98",7,2020-04-08,10581847.9257509,19334.6437706558,23593.1384656029,5160.11914516582,4.17286764354627
"99",7,2020-04-09,10558712.9395392,28828.1337217163,35110.0801266713,7284.01633597259,4.83027639398179
"100",7,2020-04-10,10524330.6834954,42889.1576821997,52106.37296492,10607.9807343517,5.80512316344757
"101",7,2020-04-11,10475315.3027459,59663.1532060795,57025.6124620737,37929.4175731639,6.51401277582198
"102",7,2020-04-12,10419410.3621295,73956.1931215077,67238.8775353443,69327.2430438683,7.32416975572123
"103",7,2020-04-13,10353173.4353931,89413.8127642216,80597.8818887595,106746.580254299,8.28969959002522
"104",7,2020-04-14,10274214.6841625,107260.471043597,96788.4698040399,151666.926212218,9.44877768768687
"105",7,2020-04-15,10180981.2771432,128011.964832018,116086.207704939,204849.722039243,10.8282806058429
"106",8,2020-04-01,10624764.6798637,1009.98616902761,2917.71008882245,1245.98476482605,1.63911365882928
"107",8,2020-04-02,10623365.6490258,1696.82270938357,3494.56555524188,1381.07558722064,1.88712237286982
"108",8,2020-04-03,10621645.2428294,2353.05642439728,4392.28568480013,1547.2229147654,2.19214668403499
"109",8,2020-04-04,10619460.1534459,3109.89258979637,5609.08878584517,1758.28554891998,2.57962950152639
"110",8,2020-04-05,10616058.2157916,4562.72985564474,7236.15673647748,2079.91346110435,2.98415514976068
"111",8,2020-04-06,10609137.8727078,7925.00424199962,10162.0947091568,2711.85858221703,3.16975880026207
"112",8,2020-04-07,10599205.6167333,12165.857996208,14945.0450447006,3620.03081113638,3.44941468763224
"113",8,2020-04-08,10584517.8354958,18248.2756395589,22205.4350278083,4964.59038830279,3.86344849058388
"114",8,2020-04-09,10562699.1385202,27209.7519279451,33061.241317966,6965.38867428207,4.47955962269817
"115",8,2020-04-10,10530079.850007,40602.6136669275,48443.6577171552,10808.5007280542,5.37788082527005
"116",8,2020-04-11,10484479.0755615,55928.48023246,53006.8285138533,36519.5825448523,6.03314735844071
"117",8,2020-04-12,10432469.6523446,69102.8078820016,62433.8918515937,65926.8623200733,6.7856017475939
"118",8,2020-04-13,10370913.7488483,83381.8308250929,74714.7741130096,100921.965179908,7.68103372726099
"119",8,2020-04-14,10297622.1247404,99872.0912283057,89576.2032949152,142860.826598306,8.75413809432833
"120",8,2020-04-15,10210941.1134389,119070.552362431,107254.465308025,192663.836094241,10.0327964499067
"121",9,2020-04-01,10624387.9661211,1238.9780240082,3094.90871668233,1216.45591558377,1.69122258860704
"122",9,2020-04-02,10622896.1519206,1906.65814211195,3772.79829943893,1362.43167508797,1.95996271842299
"123",9,2020-04-03,10621042.8933926,2581.02696190581,4769.98201758477,1543.80376070303,2.29386718310078
"124",9,2020-04-04,10618681.4787533,3383.64429055774,6097.20438402277,1774.95316087185,2.71941125986554
"125",9,2020-04-05,10615396.8042347,4616.10161472387,7831.13659994124,2092.73196267744,3.22558793750831
"126",9,2020-04-06,10607988.5835401,8326.08127258708,10854.0133538593,2767.8941346834,3.42769879088858
"127",9,2020-04-07,10597413.8389277,12897.1473326831,15892.4119692948,3732.8759026057,3.72586769433219
"128",9,2020-04-08,10581812.3777288,19382.0754444693,23583.0556625423,5158.32484819951,4.16631596304681
"129",9,2020-04-09,10558660.0258279,28900.8060137469,35096.8025350852,7277.54449136365,4.82113185508062
"130",9,2020-04-10,10524251.0377399,42998.7368005008,52091.652877643,10592.7803515336,5.7922304105327
"131",9,2020-04-11,10475210.2213756,59763.7917876179,57103.2741534607,37856.2114616438,6.50122167710024
"132",9,2020-04-12,10419211.8013507,74107.1695486073,67387.8746440596,69225.8420674919,7.31238914351826
"133",9,2020-04-13,10352816.1241632,89646.22531129,80830.2915713871,106639.07911967,8.27983441220607
"134",9,2020-04-14,10273619.0615043,107602.758492713,97127.9165785055,151580.821469959,9.44195454478739
"135",9,2020-04-15,10180601.8755817,128442.577144582,116613.753356844,204270.976851295,10.8170656258573
"136",10,2020-04-01,10624763.2682357,1010.8633333414,2921.7366208557,1242.49112067643,1.64068941718346
"137",10,2020-04-02,10623362.990267,1698.43482868265,3498.76138883816,1377.92472440276,1.88879109909182
"138",10,2020-04-03,10621641.3444759,2355.15458576634,4396.84184581536,1544.4652147869,2.19387768494122
"139",10,2020-04-04,10619455.0219168,3112.3362189525,5614.0661782328,1755.99430683083,2.58137917692466
"140",10,2020-04-05,10616045.5982001,4570.73285345757,7242.42169819405,2078.26185062403,2.98539763192199
"141",10,2020-04-06,10609111.6941894,7940.39544922517,10175.1198415179,2709.6185260325,3.17199381347106
"142",10,2020-04-07,10599156.3068715,12193.2587926376,14969.6619512391,3617.31919550626,3.45318912256525
"143",10,2020-04-08,10584429.109643,18295.4471842308,22249.9134060238,4961.66011614048,3.869650598709
"144",10,2020-04-09,10562544.3054068,27289.3470341878,33139.0243232961,6962.83364442596,4.48959132119804
"145",10,2020-04-10,10530040.1900732,40596.1151242433,49404.2762948445,9894.00433184519,5.41417586313025
"146",10,2020-04-11,10483538.8340573,56621.8217928776,54006.5619129025,35766.6886833235,6.09355357570991
"147",10,2020-04-12,10430610.3714587,70159.0677177117,63502.5413536343,65661.1581158499,6.86135405824091
"148",10,2020-04-13,10368018.9564444,84723.3978329039,75980.1355849531,101209.735764778,7.77437294067139
"149",10,2020-04-14,10293500.1166896,101511.065959721,91106.5937294254,143813.355029893,8.8685913713799
"150",10,2020-04-15,10205007.1978503,121081.839569742,109071.773731674,194769.010608847,10.1782394619632
"151",11,2020-04-01,10624766.4343659,1007.84977579954,2921.14768216462,1242.92548589683,1.64269020184356
"152",11,2020-04-02,10623370.5381664,1692.20331757423,3496.56889253328,1378.79667290474,1.8929505419213
"153",11,2020-04-03,10621655.1077193,2345.09450160503,4391.8026681848,1545.79456795453,2.20054298243626
"154",11,2020-04-04,10619477.8596192,3097.24592885569,5604.51401127569,1757.78942556804,2.59101506359943
"155",11,2020-04-05,10616090.8044006,4540.81932891193,7226.1887050345,2079.18906379152,2.99850162904591
"156",11,2020-04-06,10609188.5911594,7892.38168213882,10148.7375905282,2707.10577953031,3.18378838176117
"157",11,2020-04-07,10599281.2466725,12118.1478694078,14927.4574986535,3609.68484237553,3.46311706916375
"158",11,2020-04-08,10584628.1771539,18179.3531324888,22182.4390474377,4946.15394082813,3.8767253328521
"159",11,2020-04-09,10562857.8911786,27110.7804169378,33031.6428483894,6935.19326609912,4.49228995958811
"160",11,2020-04-10,10530308.2582307,40461.1655286645,48431.4046230862,10733.7812950586,5.39032244280135
