date,region,param_a,param_c,param_b,param_d,latent_S,latent_E,latent_I,latent_R,latent_D,observed_I,observed_R,observed_D,data_I,data_R,data_D
2020-07-06,SE332,0.1558276693725705,0.2,0.04842964351477703,0.04925182130786608,0.9708700788159147,45.09454030478747,64.33275742577976,20.03191776021077,1.037717932141595,65.24332509117048,21.041373088712188,1.9918967115625081,110.0,,3.0
2020-07-13,SE332,0.1558276693725705,0.2,0.04842964351477703,0.04925182130786608,0.954465928126661,34.85738399814792,53.603888210693306,80.31057834209645,4.160346916548891,54.27538881539874,81.12013755160531,5.086173167172456,101.0,,6.0
2020-07-20,SE332,0.1558276693725705,0.2,0.04842964351477703,0.04925182130786608,0.9342264405748597,30.843589914305095,48.28526653419492,176.76032251248483,9.156754663134208,49.43548395392503,177.3371986040676,10.12569569765675,45.0,,3.0
2020-07-27,SE332,0.1558276693725705,0.2,0.04842964351477703,0.04925182130786608,0.909839800218007,32.99661831502435,52.4928440139723,317.54563333125617,16.44988772046747,53.160627538476206,317.4601025965459,17.42896834185159,39.0,,5.0
2020-08-03,SE332,0.003753816836072621,0.2,0.062469567098875765,0.0012277772381408371,0.9015579176696942,12.859691877224138,56.600230065397874,553.8973346436836,20.92558455689538,57.1486165652242,555.0144290839133,21.71960627774466,25.0,,0.0
2020-08-10,SE332,0.003753816836072621,0.2,0.062469567098875765,0.0012277772381408371,0.9009170773858919,3.983353445029573,46.26807561543212,837.239642113107,23.71578718364015,46.873984965311266,836.8312989217252,24.621088883642926,24.0,,1.0
2020-08-17,SE332,0.003753816836072621,0.2,0.062469567098875765,0.0012277772381408371,0.900448400852465,1.3374228850693723,29.60089420190788,1093.9025896496817,26.268876565308553,30.79531623993644,1093.6169405283185,27.504043665208805,24.0,,2.0
2020-08-24,SE332,0.003753816836072621,0.2,0.062469567098875765,0.0012277772381408371,0.9001275856142021,0.8049188280469086,25.586918516225502,1352.7048284190976,29.45488171051598,26.513424975256488,1352.735267803751,30.811884968171157,7.0,,0.0
2020-08-31,SE332,0.003048929670932704,0.2,0.000508786093158553,0.09592917226151061,0.8999484530798194,0.43924191875937724,15.868613189810395,1538.5966683286197,32.87261968268195,16.86938083887939,1540.4871050278275,33.90472106681629,10.0,,0.0
2020-09-07,SE332,0.003048929670932704,0.2,0.000508786093158553,0.09592917226151061,0.8998596041800506,0.2536547447370427,9.626186376110319,1718.3025818604467,36.74730206739072,10.49396261834738,1718.9778631953275,37.6826931896393,5.0,,0.0
2020-09-14,SE332,0.003048929670932704,0.2,0.000508786093158553,0.09592917226151061,0.8998126663996115,0.1768860792840984,6.868899399338903,1960.9093535653656,41.95686492536319,7.995393043150874,1962.8541842734442,42.61464617784711,7.0,,0.0
2020-09-21,SE332,0.003048929670932704,0.2,0.000508786093158553,0.09592917226151061,0.8997878910495273,0.0922660942307192,3.621038316691283,2203.198703820648,47.153624260356196,4.616014030653094,2202.1599464805936,48.174502461324,15.0,,0.0
2020-09-28,SE332,0.023246621257332963,0.2,0.00016637235500086274,0.0073695001571141274,0.8997026557841794,0.19821359493278856,2.65731273412816,2413.0618774580435,51.647410247710006,3.633967549865117,2415.3101620525154,52.72567701064373,28.0,,0.0
2020-10-05,SE332,0.023246621257332963,0.2,0.00016637235500086274,0.0073695001571141274,0.8995846554977075,0.2658628754505216,2.8357068655878144,2622.1748150911644,56.12255621669677,3.7736853669216845,2622.22647526203,57.20920230822395,74.0,,0.0
2020-10-12,SE332,0.023246621257332963,0.2,0.00016637235500086274,0.0073695001571141274,0.8994572273612995,0.32704405810293935,3.3507532545863863,2849.8454069263735,60.99475218055119,4.393245859621411,2850.955650305576,61.76746043122641,96.0,,0.0
2020-10-19,SE332,0.023246621257332963,0.2,0.00016637235500086274,0.0073695001571141274,0.8993187097364381,0.3865002046704794,3.9297192804665486,3095.213340827855,66.24555174210543,4.90172537559077,3094.8462929040084,67.13409534927312,92.0,,0.0
2020-10-26,SE332,0.1298625459319688,0.2,0.00202047968009691,0.0005225512123185561,0.8986215991594444,1.7851151333888837,5.01956704217446,3335.184631214486,71.36849850812031,6.108421951575927,3336.991421227606,72.75019014697521,125.0,,0.0
2020-11-02,SE332,0.1298625459319688,0.2,0.00202047968009691,0.0005225512123185561,0.8972359280161544,3.2331955801346677,7.872757909737677,3556.84782063575,76.08289576202358,8.847858302326493,3556.2601297709843,76.96252684389641,225.0,,0.0
2020-11-09,SE332,0.1298625459319688,0.2,0.00202047968009691,0.0005225512123185561,0.8948303028737106,9.323414682267991,22.494806081859277,3918.778903449521,83.76946306538701,23.31256176236298,3918.410930468768,84.84276467867927,538.0,,1.0
2020-11-16,SE332,0.1298625459319688,0.2,0.00202047968009691,0.0005225512123185561,0.8906256584426977,17.14120997686234,41.44489889505569,4301.479613538384,91.84387926319428,42.33950441549194,4299.797936813865,92.56220028795498,589.0,,4.0
2020-11-23,SE332,0.21921003778158218,0.2,0.016242818561533267,0.015274483451488054,0.8796547985344062,53.7795022273254,86.98124516267433,4820.391031045441,102.53161603195886,87.82649304952055,4817.222668417987,103.63995517198373,736.0,,5.0
2020-11-30,SE332,0.21921003778158218,0.2,0.016242818561533267,0.015274483451488054,0.8574273060528429,116.88712188668744,183.07113441854014,5479.032838061539,115.62671960008551,183.8490387722502,5482.157144140278,116.43544697852057,904.0,,7.0
2020-12-07,SE332,0.21921003778158218,0.2,0.016242818561533267,0.015274483451488054,0.8156119615034552,163.22273052771854,262.3828995893127,6190.723473312964,128.79088484732983,262.9448759775745,6190.724715794414,130.4129218005738,678.0,,12.0
2020-12-14,SE332,0.21921003778158218,0.2,0.016242818561533267,0.015274483451488054,0.7413634160730371,307.23510078887307,521.4677985578749,7292.657965687308,148.13367665560335,521.9639780510321,7291.441686617889,149.49078477804727,715.0,,8.0
