date,week,region,deaths,tests
2020-09-20,38,PL84,1.0,0.0
2020-09-20,38,PL9,1.0,0.0
2020-09-21,39,PL21,2.0,12242.0
2020-09-21,39,PL41,1.0,12350.0
2020-09-21,39,PL62,2.0,2905.0
2020-09-22,39,PL21,4.0,0.0
2020-09-22,39,PL22,2.0,0.0
2020-09-22,39,PL41,3.0,0.0
2020-09-22,39,PL52,1.0,0.0
2020-09-22,39,PL61,3.0,0.0
2020-09-22,39,PL63,1.0,0.0
2020-09-22,39,PL81,1.0,0.0
2020-09-22,39,PL82,3.0,0.0
2020-09-23,39,PL21,4.0,0.0
2020-09-23,39,PL22,3.0,0.0
2020-09-23,39,PL41,1.0,0.0
2020-09-23,39,PL52,1.0,0.0
2020-09-23,39,PL61,2.0,0.0
2020-09-23,39,PL63,3.0,0.0
2020-09-23,39,PL71,6.0,0.0
2020-09-23,39,PL72,1.0,0.0
2020-09-23,39,PL82,2.0,0.0
2020-09-23,39,PL84,1.0,0.0
2020-09-23,39,PL9,4.0,0.0
2020-09-24,39,PL21,1.0,0.0
2020-09-24,39,PL22,4.0,0.0
2020-09-24,39,PL41,5.0,0.0
2020-09-24,39,PL52,1.0,0.0
2020-09-24,39,PL61,2.0,0.0
2020-09-24,39,PL63,1.0,0.0
2020-09-24,39,PL71,3.0,0.0
2020-09-24,39,PL81,1.0,0.0
2020-09-24,39,PL82,5.0,0.0
2020-09-24,39,PL84,1.0,0.0
2020-09-24,39,PL9,1.0,0.0
2020-09-25,39,PL21,1.0,0.0
2020-09-25,39,PL22,3.0,0.0
2020-09-25,39,PL41,5.0,0.0
2020-09-25,39,PL52,1.0,0.0
2020-09-25,39,PL62,2.0,0.0
2020-09-25,39,PL63,1.0,0.0
2020-09-25,39,PL71,7.0,0.0
2020-09-25,39,PL81,2.0,0.0
2020-09-25,39,PL9,1.0,0.0
2020-09-26,39,PL21,4.0,0.0
2020-09-26,39,PL22,4.0,0.0
2020-09-26,39,PL41,5.0,0.0
2020-09-26,39,PL42,1.0,0.0
2020-09-26,39,PL51,3.0,0.0
2020-09-26,39,PL52,2.0,0.0
2020-09-26,39,PL61,1.0,0.0
2020-09-26,39,PL63,3.0,0.0
2020-09-26,39,PL71,3.0,0.0
2020-09-26,39,PL82,1.0,0.0
2020-09-26,39,PL84,1.0,0.0
2020-09-26,39,PL9,4.0,0.0
2020-09-27,39,PL21,1.0,0.0
2020-09-27,39,PL52,1.0,0.0
2020-09-27,39,PL63,2.0,0.0
2020-09-27,39,PL82,3.0,0.0
2020-09-27,39,PL84,1.0,0.0
2020-09-28,40,PL21,2.0,12403.0
2020-09-28,40,PL22,2.0,16439.0
2020-09-28,40,PL41,4.0,13649.0
2020-09-28,40,PL61,1.0,10262.0
2020-09-28,40,PL63,5.0,13652.0
2020-09-28,40,PL9,1.0,29155.0
2020-09-29,40,PL21,3.0,0.0
2020-09-29,40,PL22,5.0,0.0
2020-09-29,40,PL41,4.0,0.0
2020-09-29,40,PL42,1.0,0.0
2020-09-29,40,PL43,1.0,0.0
2020-09-29,40,PL51,1.0,0.0
2020-09-29,40,PL52,2.0,0.0
2020-09-29,40,PL61,3.0,0.0
2020-09-29,40,PL62,2.0,0.0
2020-09-29,40,PL63,5.0,0.0
2020-09-29,40,PL71,2.0,0.0
2020-09-29,40,PL72,1.0,0.0
2020-09-29,40,PL81,1.0,0.0
2020-09-29,40,PL82,3.0,0.0
2020-09-29,40,PL84,2.0,0.0
2020-09-30,40,PL21,1.0,0.0
2020-09-30,40,PL22,4.0,0.0
2020-09-30,40,PL41,4.0,0.0
2020-09-30,40,PL42,3.0,0.0
2020-09-30,40,PL51,3.0,0.0
2020-09-30,40,PL52,1.0,0.0
2020-09-30,40,PL61,4.0,0.0
2020-09-30,40,PL62,2.0,0.0
2020-09-30,40,PL81,1.0,0.0
2020-09-30,40,PL82,2.0,0.0
2020-09-30,40,PL84,1.0,0.0
2020-09-30,40,PL9,4.0,0.0
2020-10-01,40,PL21,2.0,0.0
2020-10-01,40,PL22,6.0,0.0
2020-10-01,40,PL41,7.0,0.0
2020-10-01,40,PL42,2.0,0.0
2020-10-01,40,PL43,1.0,0.0
2020-10-01,40,PL51,1.0,0.0
2020-10-01,40,PL62,1.0,0.0
2020-10-01,40,PL71,1.0,0.0
2020-10-01,40,PL72,1.0,0.0
2020-10-01,40,PL81,2.0,0.0
2020-10-01,40,PL82,4.0,0.0
2020-10-01,40,PL84,1.0,0.0
2020-10-01,40,PL9,1.0,0.0
2020-10-02,40,PL21,1.0,0.0
2020-10-02,40,PL22,3.0,0.0
2020-10-02,40,PL41,5.0,0.0
2020-10-02,40,PL43,1.0,0.0
2020-10-02,40,PL51,1.0,0.0
2020-10-02,40,PL62,2.0,0.0
2020-10-02,40,PL63,3.0,0.0
2020-10-02,40,PL71,2.0,0.0
2020-10-02,40,PL81,6.0,0.0
2020-10-02,40,PL82,1.0,0.0
2020-10-02,40,PL9,2.0,0.0
2020-10-03,40,PL21,2.0,0.0
2020-10-03,40,PL22,3.0,0.0
2020-10-03,40,PL41,11.0,0.0
2020-10-03,40,PL51,2.0,0.0
2020-10-03,40,PL52,1.0,0.0
2020-10-03,40,PL61,2.0,0.0
2020-10-03,40,PL63,2.0,0.0
2020-10-03,40,PL71,3.0,0.0
2020-10-03,40,PL72,3.0,0.0
2020-10-03,40,PL82,2.0,0.0
2020-10-03,40,PL84,1.0,0.0
2020-10-03,40,PL9,2.0,0.0
2020-10-04,40,PL21,5.0,0.0
2020-10-04,40,PL41,9.0,0.0
2020-10-04,40,PL62,2.0,0.0
2020-10-04,40,PL63,3.0,0.0
2020-10-04,40,PL81,2.0,0.0
2020-10-04,40,PL82,2.0,0.0
2020-10-04,40,PL9,3.0,0.0
2020-10-05,41,PL22,1.0,0.0
2020-10-05,41,PL41,9.0,0.0
2020-10-05,41,PL62,2.0,0.0
2020-10-05,41,PL63,5.0,0.0
2020-10-05,41,PL81,4.0,0.0
2020-10-05,41,PL82,7.0,0.0
2020-10-05,41,PL9,1.0,0.0
2020-10-06,41,PL21,11.0,15334.0
2020-10-06,41,PL22,3.0,22448.0
2020-10-06,41,PL41,7.0,17611.0
2020-10-06,41,PL52,4.0,1766.0
2020-10-06,41,PL61,1.0,14137.0
2020-10-06,41,PL62,2.0,4160.0
2020-10-06,41,PL63,8.0,14895.0
2020-10-06,41,PL71,2.0,12604.0
2020-10-06,41,PL72,6.0,5944.0
2020-10-06,41,PL81,3.0,8558.0
2020-10-06,41,PL82,7.0,1486.0
2020-10-06,41,PL9,4.0,34271.0
2020-10-07,41,PL21,6.0,0.0
2020-10-07,41,PL22,7.0,0.0
2020-10-07,41,PL41,12.0,0.0
2020-10-07,41,PL42,1.0,0.0
2020-10-07,41,PL51,1.0,0.0
2020-10-07,41,PL52,4.0,0.0
2020-10-07,41,PL61,9.0,0.0
2020-10-07,41,PL63,7.0,0.0
2020-10-07,41,PL71,9.0,0.0
2020-10-07,41,PL72,2.0,0.0
2020-10-07,41,PL81,4.0,0.0
2020-10-07,41,PL82,7.0,0.0
2020-10-07,41,PL84,3.0,0.0
2020-10-07,41,PL9,3.0,0.0
2020-10-08,41,PL21,12.0,0.0
2020-10-08,41,PL22,5.0,0.0
2020-10-08,41,PL41,7.0,0.0
2020-10-08,41,PL43,2.0,0.0
2020-10-08,41,PL51,5.0,0.0
2020-10-08,41,PL52,3.0,0.0
2020-10-08,41,PL61,2.0,0.0
2020-10-08,41,PL62,2.0,0.0
2020-10-08,41,PL63,1.0,0.0
2020-10-08,41,PL71,2.0,0.0
2020-10-08,41,PL72,2.0,0.0
2020-10-08,41,PL81,1.0,0.0
2020-10-08,41,PL82,8.0,0.0
2020-10-08,41,PL84,8.0,0.0
2020-10-08,41,PL9,14.0,0.0
2020-10-09,41,PL21,4.0,0.0
2020-10-09,41,PL22,7.0,0.0
2020-10-09,41,PL41,4.0,0.0
2020-10-09,41,PL42,1.0,0.0
2020-10-09,41,PL51,3.0,0.0
2020-10-09,41,PL52,1.0,0.0
2020-10-09,41,PL61,5.0,0.0
2020-10-09,41,PL62,2.0,0.0
2020-10-09,41,PL63,4.0,0.0
2020-10-09,41,PL71,6.0,0.0
2020-10-09,41,PL72,2.0,0.0
2020-10-09,41,PL81,4.0,0.0
2020-10-09,41,PL84,2.0,0.0
2020-10-09,41,PL9,4.0,0.0
