date,region,confirmed,tests,deaths,recovered
2020-03-04,ITF1,1.0,33.0,0.0,0.0
2020-03-04,ITG1,11.0,60.0,0.0,0.0
2020-03-04,ITF5,0.0,6.0,0.0,0.0
2020-03-04,ITI3,23.0,88.0,2.0,0.0
2020-03-04,ITH3,53.0,339.0,3.0,2.0
2020-03-04,ITI1,19.0,79.0,0.0,0.0
2020-03-04,ITF4,3.0,24.0,1.0,1.0
2020-03-04,ITF2,0.0,6.0,0.0,0.0
2020-03-04,ITC1,26.0,85.0,0.0,0.0
2020-03-04,ITC3,2.0,12.0,0.0,0.0
2020-03-04,ITG2,1.0,13.0,0.0,0.0
2020-03-04,ITC4,300.0,2561.0,18.0,111.0
2020-03-04,ITI4,16.0,118.0,0.0,0.0
2020-03-04,ITH5,124.0,488.0,4.0,2.0
2020-03-04,ITC2,0.0,3.0,0.0,0.0
2020-03-04,ITH20,1.0,0.0,0.0,0.0
2020-03-04,ITF6,0.0,7.0,0.0,0.0
2020-03-04,ITH10,0.0,0.0,0.0,0.0
2020-03-04,ITI2,1.0,13.0,0.0,0.0
2020-03-04,ITH4,5.0,22.0,0.0,0.0
2020-03-05,ITF4,5.0,37.0,0.0,0.0
2020-03-05,ITC3,2.0,13.0,2.0,0.0
2020-03-05,ITH10,0.0,0.0,0.0,0.0
2020-03-05,ITF2,4.0,5.0,0.0,0.0
2020-03-05,ITI1,23.0,0.0,0.0,0.0
2020-03-05,ITH5,154.0,384.0,8.0,4.0
2020-03-05,ITI3,40.0,125.0,0.0,0.0
2020-03-05,ITC1,26.0,0.0,2.0,0.0
2020-03-05,ITH3,47.0,1434.0,4.0,8.0
2020-03-05,ITI2,0.0,30.0,0.0,0.0
2020-03-05,ITF5,0.0,6.0,0.0,0.0
2020-03-05,ITF1,1.0,11.0,0.0,0.0
2020-03-05,ITH4,3.0,21.0,0.0,0.0
2020-03-05,ITG2,0.0,8.0,0.0,0.0
2020-03-05,ITC4,431.0,216.0,25.0,126.0
2020-03-05,ITH20,2.0,0.0,0.0,0.0
2020-03-05,ITF3,14.0,42.0,0.0,0.0
2020-03-05,ITG1,0.0,0.0,0.0,0.0
2020-03-05,ITC2,2.0,6.0,0.0,0.0
2020-03-05,ITI4,14.0,180.0,0.0,0.0
2020-03-05,ITF6,1.0,7.0,0.0,0.0
2020-03-06,ITI4,10.0,198.0,1.0,0.0
2020-03-06,ITF5,2.0,9.0,0.0,0.0
2020-03-06,ITF4,3.0,36.0,0.0,0.0
2020-03-06,ITC3,4.0,83.0,0.0,1.0
2020-03-06,ITC4,361.0,1202.0,37.0,93.0
2020-03-06,ITF1,1.0,0.0,0.0,0.0
2020-03-06,ITH5,172.0,252.0,7.0,7.0
2020-03-06,ITI2,7.0,22.0,0.0,0.0
2020-03-06,ITC1,35.0,250.0,2.0,0.0
2020-03-06,ITI1,18.0,321.0,0.0,0.0
2020-03-06,ITF6,2.0,46.0,0.0,0.0
2020-03-06,ITF3,12.0,0.0,0.0,0.0
2020-03-06,ITH10,3.0,16.0,0.0,0.0
2020-03-06,ITF2,5.0,80.0,0.0,0.0
2020-03-06,ITG1,6.0,0.0,0.0,0.0
2020-03-06,ITC2,5.0,7.0,0.0,0.0
2020-03-06,ITH20,3.0,0.0,0.0,0.0
2020-03-06,ITH4,10.0,180.0,0.0,3.0
2020-03-06,ITG2,3.0,49.0,0.0,0.0
2020-03-06,ITH3,81.0,1074.0,2.0,5.0
2020-03-06,ITI3,35.0,172.0,0.0,0.0
2020-03-07,ITF3,4.0,141.0,0.0,0.0
2020-03-07,ITG2,0.0,0.0,0.0,0.0
2020-03-07,ITH20,4.0,72.0,0.0,0.0
2020-03-07,ITF1,2.0,27.0,0.0,0.0
2020-03-07,ITI4,22.0,209.0,0.0,0.0
2020-03-07,ITF5,0.0,12.0,0.0,0.0
2020-03-07,ITI2,8.0,24.0,0.0,0.0
2020-03-07,ITH4,11.0,0.0,0.0,0.0
2020-03-07,ITC2,1.0,4.0,0.0,0.0
2020-03-07,ITH10,5.0,0.0,0.0,0.0
2020-03-07,ITH5,140.0,468.0,11.0,8.0
2020-03-07,ITC4,808.0,2222.0,19.0,55.0
2020-03-07,ITH3,55.0,1406.0,1.0,3.0
2020-03-07,ITG1,11.0,276.0,0.0,0.0
2020-03-07,ITI1,34.0,234.0,0.0,0.0
2020-03-07,ITI3,48.0,231.0,2.0,0.0
2020-03-07,ITF6,0.0,14.0,0.0,0.0
2020-03-07,ITF2,2.0,8.0,0.0,0.0
2020-03-07,ITF4,9.0,0.0,1.0,0.0
2020-03-07,ITC1,64.0,253.0,1.0,0.0
2020-03-07,ITC3,19.0,102.0,1.0,0.0
2020-03-08,ITH3,127.0,1489.0,5.0,4.0
2020-03-08,ITI2,2.0,34.0,0.0,0.0
2020-03-08,ITH4,15.0,420.0,1.0,0.0
2020-03-08,ITF4,14.0,232.0,1.0,0.0
2020-03-08,ITF2,0.0,4.0,0.0,0.0
2020-03-08,ITC2,1.0,9.0,0.0,0.0
2020-03-08,ITF3,40.0,368.0,0.0,1.0
2020-03-08,ITH5,170.0,740.0,8.0,2.0
2020-03-08,ITI3,65.0,209.0,1.0,0.0
2020-03-08,ITI4,11.0,347.0,2.0,0.0
2020-03-08,ITC4,769.0,2756.0,113.0,26.0
2020-03-08,ITH10,0.0,0.0,0.0,0.0
2020-03-08,ITF1,6.0,40.0,0.0,0.0
2020-03-08,ITC3,27.0,70.0,2.0,0.0
2020-03-08,ITH20,9.0,34.0,0.0,0.0
2020-03-08,ITF5,1.0,48.0,0.0,0.0
2020-03-08,ITI1,53.0,287.0,0.0,0.0
2020-03-08,ITG2,6.0,50.0,0.0,0.0
2020-03-08,ITC1,153.0,590.0,0.0,0.0
2020-03-08,ITF6,5.0,0.0,0.0,0.0
2020-03-08,ITG1,18.0,148.0,0.0,0.0
2020-03-09,ITF5,1.0,12.0,0.0,0.0
2020-03-09,ITH5,206.0,562.0,14.0,3.0
2020-03-09,ITI3,51.0,225.0,3.0,0.0
2020-03-09,ITC1,-10.0,45.0,8.0,0.0
2020-03-09,ITC3,31.0,210.0,1.0,0.0
2020-03-09,ITH20,10.0,39.0,0.0,0.0
2020-03-09,ITI4,15.0,0.0,2.0,0.0
2020-03-09,ITC4,1280.0,1601.0,66.0,96.0
2020-03-09,ITF6,2.0,60.0,0.0,2.0
2020-03-09,ITG2,8.0,36.0,0.0,0.0
2020-03-09,ITH10,0.0,0.0,0.0,0.0
2020-03-09,ITF4,10.0,58.0,0.0,0.0
2020-03-09,ITC2,6.0,26.0,0.0,0.0
2020-03-09,ITH4,36.0,347.0,0.0,0.0
2020-03-09,ITI1,42.0,400.0,1.0,0.0
2020-03-09,ITF1,13.0,74.0,0.0,0.0
2020-03-09,ITG1,1.0,45.0,0.0,0.0
2020-03-09,ITI2,2.0,15.0,0.0,0.0
2020-03-09,ITH3,74.0,38.0,2.0,1.0
2020-03-09,ITF2,0.0,96.0,0.0,0.0
2020-03-09,ITF3,19.0,0.0,0.0,0.0
2020-03-10,ITF5,2.0,13.0,0.0,0.0
2020-03-10,ITC1,103.0,693.0,4.0,0.0
2020-03-10,ITI1,56.0,555.0,0.0,2.0
2020-03-10,ITC3,32.0,83.0,1.0,0.0
2020-03-10,ITF4,9.0,62.0,0.0,0.0
2020-03-10,ITF6,2.0,187.0,0.0,0.0
2020-03-10,ITF2,1.0,13.0,0.0,0.0
2020-03-10,ITF3,7.0,161.0,0.0,0.0
2020-03-10,ITG1,8.0,119.0,0.0,0.0
2020-03-10,ITG2,1.0,19.0,0.0,0.0
2020-03-10,ITH10,29.0,0.0,0.0,0.0
2020-03-10,ITH20,19.0,132.0,0.0,2.0
2020-03-10,ITH4,23.0,258.0,2.0,0.0
2020-03-10,ITC2,2.0,22.0,0.0,0.0
2020-03-10,ITI3,71.0,187.0,3.0,0.0
2020-03-10,ITH3,112.0,687.0,6.0,17.0
2020-03-10,ITH5,147.0,588.0,15.0,1.0
2020-03-10,ITF1,8.0,73.0,1.0,0.0
2020-03-10,ITI4,14.0,1662.0,1.0,8.0
2020-03-10,ITI2,9.0,77.0,0.0,0.0
2020-03-10,ITC4,322.0,1344.0,135.0,250.0
2020-03-11,ITH5,206.0,1146.0,28.0,7.0
2020-03-11,ITI3,85.0,219.0,5.0,0.0
2020-03-11,ITF4,18.0,162.0,2.0,0.0
2020-03-11,ITC4,1489.0,4150.0,149.0,4.0
2020-03-11,ITC3,53.0,331.0,0.0,0.0
2020-03-11,ITI2,9.0,80.0,0.0,2.0
2020-03-11,ITG1,21.0,239.0,0.0,0.0
2020-03-11,ITF3,27.0,234.0,1.0,3.0
2020-03-11,ITI1,56.0,231.0,0.0,2.0
2020-03-11,ITG2,17.0,79.0,0.0,0.0
2020-03-11,ITF6,6.0,45.0,0.0,0.0
2020-03-11,ITC1,48.0,57.0,4.0,0.0
2020-03-11,ITI4,34.0,0.0,0.0,8.0
2020-03-11,ITH3,167.0,4757.0,3.0,7.0
2020-03-11,ITH10,37.0,39.0,0.0,0.0
2020-03-11,ITF5,1.0,7.0,0.0,0.0
2020-03-11,ITF1,0.0,0.0,0.0,0.0
2020-03-11,ITC2,3.0,10.0,1.0,0.0
2020-03-11,ITH20,25.0,128.0,0.0,1.0
2020-03-11,ITF2,1.0,8.0,0.0,0.0
2020-03-11,ITH4,10.0,471.0,3.0,7.0
2020-03-12,ITI3,113.0,251.0,4.0,0.0
2020-03-12,ITC2,7.0,19.0,0.0,0.0
2020-03-12,ITI4,50.0,2001.0,3.0,0.0
2020-03-12,ITF2,0.0,5.0,0.0,0.0
2020-03-12,ITH4,41.0,531.0,2.0,1.0
2020-03-12,ITF3,25.0,176.0,0.0,0.0
2020-03-12,ITG1,32.0,283.0,2.0,0.0
2020-03-12,ITH20,30.0,66.0,1.0,1.0
2020-03-12,ITG2,2.0,19.0,0.0,0.0
2020-03-12,ITH10,29.0,532.0,1.0,0.0
2020-03-12,ITF1,46.0,557.0,1.0,4.0
2020-03-12,ITF6,14.0,78.0,0.0,-1.0
2020-03-12,ITC4,1445.0,3905.0,127.0,185.0
2020-03-12,ITH5,208.0,960.0,33.0,5.0
2020-03-12,ITC1,79.0,448.0,5.0,0.0
2020-03-12,ITF4,27.0,360.0,0.0,0.0
2020-03-12,ITH3,361.0,2038.0,3.0,1.0
2020-03-12,ITC3,80.0,149.0,3.0,15.0
2020-03-12,ITI1,44.0,361.0,4.0,2.0
2020-03-12,ITI2,18.0,118.0,0.0,0.0
2020-03-12,ITF5,0.0,0.0,0.0,0.0
2020-03-13,ITI1,106.0,884.0,0.0,3.0
2020-03-13,ITF6,5.0,21.0,0.0,0.0
2020-03-13,ITH4,90.0,545.0,2.0,0.0
2020-03-13,ITH10,21.0,204.0,1.0,0.0
2020-03-13,ITF5,2.0,0.0,0.0,0.0
2020-03-13,ITH20,56.0,253.0,1.0,0.0
2020-03-13,ITH3,211.0,2253.0,10.0,45.0
2020-03-13,ITF1,5.0,91.0,0.0,0.0
2020-03-13,ITF2,1.0,5.0,0.0,0.0
2020-03-13,ITH5,316.0,1187.0,55.0,8.0
2020-03-13,ITC4,1095.0,3166.0,146.0,113.0
2020-03-13,ITC2,1.0,71.0,0.0,0.0
2020-03-13,ITI2,12.0,118.0,1.0,0.0
2020-03-13,ITG2,4.0,202.0,0.0,0.0
2020-03-13,ITF3,41.0,120.0,1.0,1.0
2020-03-13,ITI4,77.0,899.0,2.0,5.0
2020-03-13,ITC1,260.0,226.0,20.0,0.0
2020-03-13,ITI3,133.0,311.0,5.0,0.0
2020-03-13,ITF4,25.0,180.0,0.0,2.0
2020-03-13,ITG1,15.0,473.0,0.0,0.0
2020-03-13,ITC3,71.0,268.0,6.0,4.0
2020-03-14,ITH10,48.0,324.0,1.0,0.0
2020-03-14,ITC2,14.0,42.0,0.0,0.0
2020-03-14,ITC4,1865.0,4438.0,76.0,462.0
2020-03-14,ITI3,174.0,343.0,9.0,0.0
2020-03-14,ITH5,381.0,1256.0,40.0,3.0
2020-03-14,ITH3,342.0,1289.0,13.0,7.0
2020-03-14,ITF2,0.0,4.0,0.0,0.0
2020-03-14,ITF1,23.0,274.0,0.0,0.0
2020-03-14,ITI4,80.0,844.0,2.0,0.0
2020-03-14,ITC3,118.0,308.0,10.0,28.0
2020-03-14,ITI2,31.0,172.0,0.0,1.0
2020-03-14,ITH20,43.0,160.0,0.0,1.0
2020-03-14,ITG1,26.0,150.0,0.0,2.0
2020-03-14,ITF5,0.0,0.0,0.0,0.0
2020-03-14,ITC1,33.0,575.0,13.0,0.0
2020-03-14,ITH4,44.0,227.0,3.0,6.0
2020-03-14,ITF3,52.0,265.0,4.0,18.0
2020-03-14,ITF4,37.0,232.0,3.0,-1.0
2020-03-14,ITI1,160.0,546.0,1.0,0.0
2020-03-14,ITG2,4.0,26.0,0.0,0.0
2020-03-14,ITF6,22.0,207.0,0.0,0.0
2020-03-15,ITC1,238.0,695.0,22.0,0.0
2020-03-15,ITF1,25.0,187.0,1.0,2.0
2020-03-15,ITH4,46.0,31.0,1.0,0.0
2020-03-15,ITH3,235.0,5566.0,8.0,13.0
2020-03-15,ITF6,8.0,173.0,1.0,0.0
2020-03-15,ITH10,31.0,362.0,2.0,0.0
2020-03-15,ITF5,1.0,53.0,0.0,0.0
2020-03-15,ITH5,449.0,2011.0,43.0,14.0
2020-03-15,ITF4,64.0,336.0,8.0,0.0
2020-03-15,ITI3,234.0,385.0,10.0,0.0
2020-03-15,ITI1,151.0,537.0,2.0,0.0
2020-03-15,ITH20,172.0,0.0,4.0,0.0
2020-03-15,ITI4,79.0,1010.0,3.0,0.0
2020-03-15,ITC4,1587.0,3231.0,252.0,351.0
2020-03-15,ITG1,32.0,352.0,0.0,3.0
2020-03-15,ITF2,0.0,1.0,0.0,0.0
2020-03-15,ITG2,30.0,83.0,2.0,0.0
2020-03-15,ITC2,15.0,-1.0,0.0,0.0
2020-03-15,ITC3,96.0,223.0,6.0,-19.0
2020-03-15,ITF3,61.0,277.0,3.0,5.0
2020-03-15,ITI2,36.0,217.0,0.0,0.0
2020-03-16,ITF1,39.0,114.0,1.0,1.0
2020-03-16,ITC1,405.0,1213.0,30.0,0.0
2020-03-16,ITH5,429.0,1042.0,62.0,20.0
2020-03-16,ITF4,0.0,0.0,0.0,0.0
2020-03-16,ITC4,1377.0,3196.0,202.0,357.0
2020-03-16,ITH3,301.0,2506.0,6.0,10.0
2020-03-16,ITI4,87.0,985.0,3.0,8.0
2020-03-16,ITI1,85.0,778.0,6.0,1.0
2020-03-16,ITG1,25.0,201.0,0.0,1.0
2020-03-16,ITH4,39.0,1444.0,8.0,1.0
2020-03-16,ITF3,67.0,304.0,0.0,0.0
2020-03-16,ITF2,4.0,5.0,1.0,5.0
2020-03-16,ITC2,48.0,57.0,1.0,0.0
2020-03-16,ITI2,21.0,128.0,0.0,1.0
2020-03-16,ITF5,1.0,22.0,0.0,0.0
2020-03-16,ITH20,0.0,0.0,0.0,0.0
2020-03-16,ITF6,21.0,146.0,0.0,0.0
2020-03-16,ITG2,30.0,184.0,0.0,0.0
2020-03-16,ITH10,37.0,243.0,1.0,0.0
2020-03-16,ITC3,108.0,216.0,17.0,9.0
2020-03-16,ITI3,109.0,279.0,11.0,0.0
2020-03-17,ITH3,231.0,426.0,11.0,6.0
2020-03-17,ITI3,129.0,0.0,12.0,0.0
2020-03-17,ITF5,8.0,32.0,0.0,0.0
2020-03-17,ITI1,187.0,817.0,3.0,1.0
2020-03-17,ITG1,24.0,263.0,1.0,0.0
2020-03-17,ITC4,1571.0,2884.0,220.0,117.0
2020-03-17,ITI2,33.0,230.0,0.0,0.0
2020-03-17,ITH10,50.0,409.0,2.0,1.0
2020-03-17,ITF3,60.0,168.0,0.0,0.0
2020-03-17,ITF2,4.0,48.0,0.0,0.0
2020-03-17,ITH20,7.0,721.0,1.0,5.0
2020-03-17,ITH4,8.0,107.0,8.0,-1.0
2020-03-17,ITG2,10.0,206.0,0.0,0.0
2020-03-17,ITC2,31.0,111.0,0.0,0.0
2020-03-17,ITF1,53.0,155.0,2.0,0.0
2020-03-17,ITC3,111.0,320.0,10.0,15.0
2020-03-17,ITC1,381.0,955.0,22.0,0.0
2020-03-17,ITH5,409.0,1414.0,47.0,46.0
2020-03-17,ITF4,110.0,1060.0,2.0,0.0
2020-03-17,ITF6,25.0,263.0,0.0,0.0
2020-03-17,ITI4,84.0,106.0,4.0,2.0
2020-03-18,ITI4,117.0,1709.0,9.0,8.0
2020-03-18,ITF2,3.0,60.0,0.0,1.0
2020-03-18,ITH4,68.0,0.0,1.0,-2.0
2020-03-18,ITH20,70.0,460.0,0.0,2.0
2020-03-18,ITC1,444.0,973.0,21.0,0.0
2020-03-18,ITH10,85.0,695.0,1.0,0.0
2020-03-18,ITG2,17.0,132.0,0.0,0.0
2020-03-18,ITF1,34.0,366.0,1.0,0.0
2020-03-18,ITC2,29.0,88.0,1.0,0.0
2020-03-18,ITF3,0.0,0.0,0.0,0.0
2020-03-18,ITF5,7.0,0.0,0.0,0.0
2020-03-18,ITF4,43.0,356.0,1.0,0.0
