"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",1.83723398510681,1.83723398510681,1.83723398510681,1.83723398510681,7.5877047419595,7.5877047419595,7.5877047419595,7.5877047419595,7.5877047419595,2.43598908943191,2.43598908943191,2.43598908943191,2.43598908943191,2.43598908943191,6.05177409808458,6.05177409808458,6.05177409808458,6.05177409808458,6.05177409808458,14.3079981795646,14.3079981795646,14.3079981795646,14.3079981795646,14.3079981795646,18.0070786445029,18.0070786445029,18.0070786445029,18.0070786445029,18.0070786445029
"2",1.39539503175381,1.39539503175381,1.39539503175381,1.39539503175381,3.50868935596958,3.50868935596958,3.50868935596958,3.50868935596958,3.50868935596958,8.10259161531826,8.10259161531826,8.10259161531826,8.10259161531826,8.10259161531826,11.7462202156337,11.7462202156337,11.7462202156337,11.7462202156337,11.7462202156337,5.7407145828556,5.7407145828556,5.7407145828556,5.7407145828556,5.7407145828556,4.53568829171889,4.53568829171889,4.53568829171889,4.53568829171889,4.53568829171889
"3",1.68262340171652,1.68262340171652,1.68262340171652,1.68262340171652,2.790110758465,2.790110758465,2.790110758465,2.790110758465,2.790110758465,9.11422581263864,9.11422581263864,9.11422581263864,9.11422581263864,9.11422581263864,14.000812875034,14.000812875034,14.000812875034,14.000812875034,14.000812875034,9.16657945991976,9.16657945991976,9.16657945991976,9.16657945991976,9.16657945991976,11.9785960202123,11.9785960202123,11.9785960202123,11.9785960202123,11.9785960202123
"4",1.5631406994055,1.5631406994055,1.5631406994055,1.5631406994055,4.19443554706511,4.19443554706511,4.19443554706511,4.19443554706511,4.19443554706511,4.80768119323655,4.80768119323655,4.80768119323655,4.80768119323655,4.80768119323655,8.04891498987349,8.04891498987349,8.04891498987349,8.04891498987349,8.04891498987349,9.52862491977139,9.52862491977139,9.52862491977139,9.52862491977139,9.52862491977139,3.58617230892818,3.58617230892818,3.58617230892818,3.58617230892818,3.58617230892818
"5",1.69676575007211,1.69676575007211,1.69676575007211,1.69676575007211,9.34603710213911,9.34603710213911,9.34603710213911,9.34603710213911,9.34603710213911,7.74481680563827,7.74481680563827,7.74481680563827,7.74481680563827,7.74481680563827,3.97839664364476,3.97839664364476,3.97839664364476,3.97839664364476,3.97839664364476,4.58825715255728,4.58825715255728,4.58825715255728,4.58825715255728,4.58825715255728,17.576133669781,17.576133669781,17.576133669781,17.576133669781,17.576133669781
"6",1.62445689084799,1.62445689084799,1.62445689084799,1.62445689084799,4.22242685000079,4.22242685000079,4.22242685000079,4.22242685000079,4.22242685000079,4.82269579122851,4.82269579122851,4.82269579122851,4.82269579122851,4.82269579122851,7.80657001943253,7.80657001943253,7.80657001943253,7.80657001943253,7.80657001943253,7.20764171505462,7.20764171505462,7.20764171505462,7.20764171505462,7.20764171505462,5.32362147261662,5.32362147261662,5.32362147261662,5.32362147261662,5.32362147261662
"7",1.42450008466781,1.42450008466781,1.42450008466781,1.42450008466781,3.69620658845462,3.69620658845462,3.69620658845462,3.69620658845462,3.69620658845462,9.60110629686046,9.60110629686046,9.60110629686046,9.60110629686046,9.60110629686046,9.42703890343163,9.42703890343163,9.42703890343163,9.42703890343163,9.42703890343163,6.25142826602267,6.25142826602267,6.25142826602267,6.25142826602267,6.25142826602267,15.9991248143197,15.9991248143197,15.9991248143197,15.9991248143197,15.9991248143197
"8",1.90891744903978,1.90891744903978,1.90891744903978,1.90891744903978,2.6096275848845,2.6096275848845,2.6096275848845,2.6096275848845,2.6096275848845,3.40624344429361,3.40624344429361,3.40624344429361,3.40624344429361,3.40624344429361,4.73493799889361,4.73493799889361,4.73493799889361,4.73493799889361,4.73493799889361,5.13394921597048,5.13394921597048,5.13394921597048,5.13394921597048,5.13394921597048,9.21583268867917,9.21583268867917,9.21583268867917,9.21583268867917,9.21583268867917
"9",1.88048749020984,1.88048749020984,1.88048749020984,1.88048749020984,3.64303690612959,3.64303690612959,3.64303690612959,3.64303690612959,3.64303690612959,5.97269974802595,5.97269974802595,5.97269974802595,5.97269974802595,5.97269974802595,8.38170429580784,8.38170429580784,8.38170429580784,8.38170429580784,8.38170429580784,7.28290319041737,7.28290319041737,7.28290319041737,7.28290319041737,7.28290319041737,16.5416109538472,16.5416109538472,16.5416109538472,16.5416109538472,16.5416109538472
"10",1.51646052815133,1.51646052815133,1.51646052815133,1.51646052815133,7.55676176382579,7.55676176382579,7.55676176382579,7.55676176382579,7.55676176382579,3.50980545676506,3.50980545676506,3.50980545676506,3.50980545676506,3.50980545676506,18.1441947072185,18.1441947072185,18.1441947072185,18.1441947072185,18.1441947072185,6.43161174012345,6.43161174012345,6.43161174012345,6.43161174012345,6.43161174012345,7.23912271522388,7.23912271522388,7.23912271522388,7.23912271522388,7.23912271522388
"11",2.13526207417606,2.13526207417606,2.13526207417606,2.13526207417606,3.53659795993135,3.53659795993135,3.53659795993135,3.53659795993135,3.53659795993135,3.54286610951677,3.54286610951677,3.54286610951677,3.54286610951677,3.54286610951677,12.3835949350029,12.3835949350029,12.3835949350029,12.3835949350029,12.3835949350029,6.75768311134531,6.75768311134531,6.75768311134531,6.75768311134531,6.75768311134531,9.42185999154999,9.42185999154999,9.42185999154999,9.42185999154999,9.42185999154999
"12",1.5036145217609,1.5036145217609,1.5036145217609,1.5036145217609,5.65386280680439,5.65386280680439,5.65386280680439,5.65386280680439,5.65386280680439,5.5690621515358,5.5690621515358,5.5690621515358,5.5690621515358,5.5690621515358,10.8239825118651,10.8239825118651,10.8239825118651,10.8239825118651,10.8239825118651,4.59913573754926,4.59913573754926,4.59913573754926,4.59913573754926,4.59913573754926,4.82663849866083,4.82663849866083,4.82663849866083,4.82663849866083,4.82663849866083
"13",1.6527940982665,1.6527940982665,1.6527940982665,1.6527940982665,2.39381063584974,2.39381063584974,2.39381063584974,2.39381063584974,2.39381063584974,5.91174151240276,5.91174151240276,5.91174151240276,5.91174151240276,5.91174151240276,3.96452551746552,3.96452551746552,3.96452551746552,3.96452551746552,3.96452551746552,5.18566675206434,5.18566675206434,5.18566675206434,5.18566675206434,5.18566675206434,14.0711067900811,14.0711067900811,14.0711067900811,14.0711067900811,14.0711067900811
"14",1.53553358448216,1.53553358448216,1.53553358448216,1.53553358448216,4.30544978428056,4.30544978428056,4.30544978428056,4.30544978428056,4.30544978428056,5.26771639873504,5.26771639873504,5.26771639873504,5.26771639873504,5.26771639873504,3.40048491798843,3.40048491798843,3.40048491798843,3.40048491798843,3.40048491798843,4.12630001021679,4.12630001021679,4.12630001021679,4.12630001021679,4.12630001021679,3.55017264777931,3.55017264777931,3.55017264777931,3.55017264777931,3.55017264777931
