"","draw","date","s","e","i","r","d"
"1",1,2020-03-22,10627514.8461819,749.573633427084,650.41357115247,743.613931049367,376.851962490792
"2",1,2020-03-23,10627464.7280005,677.709982066835,323.638459587926,1025.89659957881,543.32623821823
"3",1,2020-03-24,10627437.5952204,596.36202461375,189.172516465984,1178.71793910201,633.451579406753
"4",1,2020-03-25,10627420.2747213,518.879706860422,128.887408110741,1276.27327269685,690.984171075079
"5",1,2020-03-26,10627408.0268484,448.81241331351,101.534831977065,1345.25783866102,731.667347676329
"6",1,2020-03-27,10627397.8503113,387.909442424551,81.4933074414345,1402.57592265717,765.470296220971
"7",1,2020-03-28,10627389.6812388,334.64982762594,69.7758013859126,1448.58724994141,792.605162221796
"8",1,2020-03-29,10627382.7193663,290.436777594298,56.9960335819467,1488.93861268092,816.208489807601
"9",1,2020-03-30,10627375.6914994,252.655728135711,43.736433431687,1525.09974998369,838.115869020244
"10",1,2020-03-31,10627363.2217218,200.646976477805,58.0372432018176,1552.03489366378,861.358444902392
"11",1,2020-04-01,10627341.2908957,155.092018803443,61.2781377845357,1582.50004668155,895.138181047383
"12",1,2020-04-02,10627319.3242101,126.78155187543,45.4253044007214,1614.26867921113,929.499534458585
"13",1,2020-04-03,10627303.6575026,101.133346454371,39.5760204105797,1636.92620768731,954.006202873403
"14",1,2020-04-04,10627288.6577034,83.6383735623451,26.9142383423217,1658.61927103114,977.469693643271
"15",1,2020-04-05,10627279.3507166,65.7192243194638,26.1218783039038,1672.07926645107,992.028194362707
"16",1,2020-04-06,10627270.1533196,53.5532282079146,19.7966597198907,1685.38078644692,1006.41528606576
"17",1,2020-04-07,10627261.8375396,44.9506186805101,11.680502930066,1697.40730193504,1019.42331682087
"18",1,2020-04-08,10627259.3120564,32.3100088373955,19.2436690573424,1701.05972357425,1023.37382210733
"19",1,2020-04-09,10627249.9839366,32.3637874931359,8.1805697650236,1710.34224394542,1034.42874217744
"20",1,2020-04-10,10627255.2810463,13.527171957575,15.8028081461057,1714.5611954143,1036.1270582279
"21",1,2020-04-11,10627244.3369123,15.9601060649034,5.77142536275734,1722.56224332598,1046.66859290756
"22",1,2020-04-12,10627240.2101472,9.83949897355605,9.45076982874249,1725.34890306383,1050.44996090755
"23",1,2020-04-13,10627233.0134344,10.6986515823631,4.33426460391316,1730.2085937185,1057.04433570037
"24",1,2020-04-14,10627228.8901225,8.51638247879281,4.07730411912475,1732.9929257736,1060.82254514284
"25",1,2020-04-15,10627225.8747635,6.07493371159808,4.73493364839909,1735.02910426015,1063.58554489727
"26",1,2020-04-16,10627223.0741518,4.52428823595862,4.62884105858122,1736.92025294781,1066.15174594205
"27",1,2020-04-17,10627222.1182827,1.09321993175257,7.49440916352645,1737.56573419147,1067.02763404788
"28",1,2020-04-18,10627216.9756734,5.08430635933967,0.461102681897668,1741.03836483076,1071.73983274113
"29",1,2020-04-19,10627217.0200052,1.75666816452778,3.90296715487428,1740.98501385289,1071.63462560042
"30",1,2020-04-20,10627214.5091776,3.02215459631173,1.1034809567011,1742.693441526,1073.97102533358
"31",1,2020-04-21,10627213.7993391,0.990019396116194,3.3386726808126,1743.0070072536,1074.16424155932
"32",1,2020-04-22,10627211.2530271,3.03798431362942,2.05824903945509,1744.12139348568,1074.82862602618
"33",1,2020-04-23,10627210.5016855,0.0529098037067327,5.2698025520481,1744.45021591192,1075.02466623743
"34",1,2020-04-24,10627204.0139566,10.8363415052328,3.55802909935093,1747.28955997015,1076.71745104943
"35",1,2020-04-25,10627204.0648214,4.56186421440029,2.70111908078046,1747.26729712917,1076.70417819546
"36",1,2020-04-26,10627206.4778014,8.39138534225839,14.9270346872774,1746.21125279288,1076.07457650696
"37",1,2020-04-27,10627199.3610679,1.67455905663311,7.00630237951636,1749.32587289519,1077.93147778282
"38",1,2020-04-28,10627195.5923508,2.10479405613466,7.22326413122467,1750.91967533162,1079.45919565546
"39",1,2020-04-29,10627190.782666,3.44801621327049,6.0475529508563,1752.87884742211,1082.14219737954
"40",1,2020-04-30,10627186.0993115,9.45503468533785,8.94413689575612,1755.78022597297,1075.02057095772
"41",1,2020-05-01,10627180.3682442,11.8272166314599,1.70005554858528,1757.53816415975,1083.86559950413
"42",1,2020-05-02,10627179.7187044,7.32518987072517,5.63961744108603,1757.73623139524,1084.87953687215
