"","draw","date","s","e","i","r","d"
"1",1,2020-03-22,10628765.218187,313.249586306604,329.896798509391,613.99808600305,12.9366221927107
"2",1,2020-03-23,10628759.5879184,251.691628584021,168.190179814462,837.634953680765,18.1945994939496
"3",1,2020-03-24,10628756.4615801,201.057274897338,94.8516574060691,961.814553227218,21.1142143252266
"4",1,2020-03-25,10628754.6030017,160.041747107895,62.1664706106849,1035.63816257159,22.8498980085968
"5",1,2020-03-26,10628753.2973927,127.254430273946,43.1807093721731,1087.49757130015,24.0691763716948
"6",1,2020-03-27,10628752.4135685,101.029392869049,34.3582675635507,1122.60349141047,24.894559650382
"7",1,2020-03-28,10628751.6449418,80.2837397429126,24.6245210413939,1153.13371476107,25.6123626810099
"8",1,2020-03-29,10628751.1149746,63.7232796072606,20.1694705974977,1174.18426818893,26.1072870342775
"9",1,2020-03-30,10628750.7106292,50.5650062048012,17.1567224160501,1190.38536859169,26.4815535362787
"10",1,2020-03-31,10628750.3687493,40.2998635163819,12.5989925972199,1205.26173798046,26.769936579605
"11",1,2020-04-01,10628748.02699,30.0834302546732,11.9479852558802,1214.28308592848,30.9577885934677
"12",1,2020-04-02,10628745.7522143,21.5854287466085,12.6601210831236,1220.20804721062,35.0934686279071
"13",1,2020-04-03,10628744.1225704,15.1724666353535,13.3150932429118,1224.63728619521,38.0518635620521
"14",1,2020-04-04,10628741.0689304,13.0239525379568,4.67424184144946,1232.93682840125,43.5953268304622
"15",1,2020-04-05,10628738.3820919,11.9704611300553,3.76561792928098,1240.23943319497,48.4729116938988
"16",1,2020-04-06,10628738.5626848,7.96372639563106,0.879203511001116,1239.74859571607,48.1450695711082
"17",1,2020-04-07,10628738.0670958,5.84018586112574,1.25168590790828,1241.09556787896,49.0447445800665
"18",1,2020-04-08,10628738.0330712,3.74935516408729,3.22229723871462,1241.18804448438,49.1065119224767
"19",1,2020-04-09,10628737.1498242,3.40185648029752,0.449034449221914,1243.58863856876,50.7099262794105
"20",1,2020-04-10,10628736.7626995,2.6621343065329,0.0862404330821237,1244.57960963151,51.3810770161124
"21",1,2020-04-11,10628736.3707978,1.63526520526556,0.741090754255755,1244.8633410998,51.6887851276963
"22",1,2020-04-12,10628735.7290241,1.25890361987885,0.759539076060066,1245.34851638775,52.2032967805762
"23",1,2020-04-13,10628736.2795606,0.787696180914,3.10619926593352,1244.93691159974,51.7643047556391
"24",1,2020-04-14,10628738.3549307,5.10335779751781,8.54299606210548,1243.39187487037,50.112836188991
"25",1,2020-04-15,10628739.1095408,7.14097313249364,10.9882591141211,1242.83009539608,49.5123578148865
"26",1,2020-04-16,10628737.2772298,4.89230030141731,7.74975411814071,1244.19418349745,50.9704128751519
"27",1,2020-04-17,10628733.1335209,1.17881244189097,0.559830195522561,1247.27902218805,54.2677546366103
"28",1,2020-04-18,10628728.3356903,8.3945760473865,10.36742791146,1250.8508302534,58.0856112829409
"29",1,2020-04-19,10628725.7628356,12.1214100108201,15.4841417782246,1252.76622532983,60.1329508065389
"30",1,2020-04-20,10628729.3215022,6.04385137710597,7.53206088597735,1250.13242690038,57.3335603704454
"31",1,2020-04-21,10628732.1411653,0.866815441415751,2.72152012657286,1248.64466870636,56.368150709293
"32",1,2020-04-22,10628733.4669363,0.439149896263957,1.72969603846345,1247.99102885296,56.0101607459934
"33",1,2020-04-23,10628734.2834241,0.348033479848197,2.04975343934266,1247.59995312381,55.8136896543185
"34",1,2020-04-24,10628736.2089775,2.80229061431686,0.135416844520692,1246.67766512379,55.3503447911769
"35",1,2020-04-25,10628737.7438364,4.00576003226833,0.637681705371291,1245.94250930924,54.9810125757832
"36",1,2020-04-26,10628736.2240197,2.7665462182403,5.70846974810905,1246.67045921549,55.3467246415106
"37",1,2020-04-27,10628739.102625,1.18137660429518,2.56769921564896,1245.29168396467,54.6540468338397
"38",1,2020-04-28,10628740.2801667,0.4838463017291,3.59541056488444,1244.72767415661,54.3706960287518
"39",1,2020-04-29,10628742.7386792,1.92026708430167,2.35645610745954,1243.63376569062,53.2035583295385
"40",1,2020-04-30,10628744.9658559,3.17276524929412,1.51808584450792,1242.60278420572,52.4214909407209
"41",1,2020-05-01,10628744.342522,0.293314142391493,4.94389940063424,1242.77870616391,53.4152653956198
"42",1,2020-05-02,10628748.995504,6.07232668661298,4.01908687924652,1241.31340380045,47.043611984618
"43",1,2020-05-03,10628748.5955385,4.05460836163912,1.72885267250123,1241.43956203943,47.589935163009
"44",1,2020-05-04,10628743.999218,4.4279194148505,9.88528824934073,1242.88933071476,53.8681000852833
"45",1,2020-05-05,10628748.3737796,1.44223716805057,1.03458896899007,1241.50950523228,47.8928213457062
"46",1,2020-05-06,10628748.0382382,0.00786468957694236,2.71332355845394,1241.6153448983,48.3511557613218
"47",1,2020-05-07,10628748.7849163,0.37225509170136,1.82447658732806,1241.3798295102,47.3312658482936
"48",1,2020-05-08,10628750.4699263,2.3398880764667,1.29120631774303,1240.84834441947,45.0296910452744
"49",1,2020-05-09,10628748.3144102,1.68167221911204,4.19898551692262,1241.52823842069,47.9739446644509
"50",1,2020-05-10,10628749.531139,0.266219139153839,1.91569283532788,1241.12171926129,46.295895416249
"51",2,2020-03-22,10628765.2688945,313.239683271019,329.776186299479,613.883073635721,13.1314422815128
"52",2,2020-03-23,10628759.6629835,251.690799380972,168.083500604246,837.388686574572,18.4733099237799
"53",2,2020-03-24,10628756.5508141,201.066662922173,94.7731703300198,961.469739260697,21.4388934348472
"54",2,2020-03-25,10628754.7008194,160.059600986858,62.1087469603549,1035.22836058437,23.2017520378432
"55",2,2020-03-26,10628753.4014468,127.277210318369,43.1468151804053,1087.03388426123,24.4399234062546
"56",2,2020-03-27,10628752.5215996,101.055280138726,34.3309837901814,1122.1130870416,25.278329456935
"57",2,2020-03-28,10628751.75643,80.3100613374397,24.6051975527099,1152.62013189811,26.0074592252543
"58",2,2020-03-29,10628751.2290213,63.7488952785445,20.1636022791673,1173.64773437462,26.5100267795398
"59",2,2020-03-30,10628750.8265297,50.5900849331209,17.1441236744556,1189.8485777241,26.8899640072023
"60",2,2020-03-31,10628750.4834843,40.3194502549943,12.5958004567518,1204.71145350748,27.1890914558139
"61",2,2020-04-01,10628748.1363734,30.0925021475292,11.949157852292,1213.71560034021,31.4056462250279
"62",2,2020-04-02,10628745.8704883,21.5869175743138,12.6804288500039,1219.61988683576,35.5415584657121
"63",2,2020-04-03,10628744.2375782,15.1815287373197,13.3048712741028,1224.05747345935,38.5178282997772
"64",2,2020-04-04,10628741.1801311,13.0402703935258,4.62193632249302,1232.36637208995,44.0905700727594
"65",2,2020-04-05,10628738.505504,11.9703635995012,3.77706163681739,1239.6349205183,48.9655535400541
"66",2,2020-04-06,10628738.6912553,7.95841828562319,0.892495332206087,1239.1301229896,48.6269880574143
"67",2,2020-04-07,10628738.1955982,5.83664820294643,1.25950121434561,1240.47711962332,49.5304127762031
"68",2,2020-04-08,10628738.1603713,3.74912685343366,3.22230892348657,1240.57285250145,49.5946203965793
"69",2,2020-04-09,10628737.2732621,3.40806012086026,0.422765653403777,1242.98365623059,51.211535856151
"70",2,2020-04-10,10628736.8954437,2.6523543243139,0.0690504185575191,1243.95113780673,51.8693946212214
"71",2,2020-04-11,10628736.5021021,1.62606340753033,0.754315020698291,1244.2370897999,52.1797097137355
"72",2,2020-04-12,10628735.8459834,1.2746630677549,0.739635432008397,1244.73223347272,52.7067645833702
"73",2,2020-04-13,10628735.5775295,0.547190096504597,1.32416630052865,1244.93032099885,52.9200731178546
"74",2,2020-04-14,10628735.0290273,0.449772660663213,1.1244273827912,1245.33840713732,53.3576455235201
"75",2,2020-04-15,10628733.8454324,1.52539950974834,0.59242323704289,1246.21900272589,54.3018685533783
"76",2,2020-04-16,10628733.9541106,0.664394373251488,0.327459373369289,1246.13814604591,54.2151695733342
"77",2,2020-04-17,10628733.4151298,0.949944293411545,0.250089121149706,1246.53914851119,54.6451464749567
"78",2,2020-04-18,10628736.2411066,4.0561789960549,6.28702213281925,1244.43662506579,52.3907051812028
"79",2,2020-04-19,10628733.1050337,0.555303203528515,0.0234513733100525,1246.76986311069,54.8925313596806
"80",2,2020-04-20,10628730.1292576,4.90816152384911,6.06012386154122,1249.0069329925,57.3150517323662
"81",2,2020-04-21,10628732.8491699,0.472429935797216,0.992942950051055,1247.55919078441,56.3562921755769
"82",2,2020-04-22,10628732.8762983,0.960610256780108,2.42014454516604,1247.54187079741,56.3406452327748
"83",2,2020-04-23,10628734.1229518,0.592675533873807,1.21265866301687,1246.94345257532,56.0382097928165
"84",2,2020-04-24,10628734.7560041,0.427949774817821,1.55298293530962,1246.63957560147,55.8846329749916
"85",2,2020-04-25,10628737.1853957,4.58214585198163,1.92734088003808,1245.47342088639,55.2952683779683
"86",2,2020-04-26,10628735.2075679,2.55692598620745,4.66311465086567,1246.42281616458,55.7750846135942
"87",2,2020-04-27,10628737.5425609,0.901213215917856,1.85266065396944,1245.30197295334,55.2086200622115
"88",2,2020-04-28,10628738.6503392,1.00678008073142,2.05437423414321,1244.77021897478,54.939876159505
"89",2,2020-04-29,10628739.3591421,0.491978346308508,3.49219993308728,1244.47415458943,54.4662048684206
"90",2,2020-04-30,10628742.7404873,3.62713022763374,0.684223106900489,1243.02174924728,52.4799505342325
"91",2,2020-05-01,10628740.8092022,0.908657987752234,5.53708150527646,1243.56782025466,55.5506811149404
"92",2,2020-05-02,10628744.3453686,3.44154972916504,1.28046654707937,1242.46183234183,50.6531622123734
