date,region,param_a,param_c,param_b,param_d,latent_S,latent_E,latent_I,latent_R,latent_D,observed_I,observed_R,observed_D,data_I,data_R,data_D
2020-06-30,PL52,0.12223904216016027,0.2,0.02360684396361914,0.01774710008172826,0.40867615621668546,0.004428307553349695,0.016169600223601942,17267.520188025766,992.9108392813879,0.08620044186456181,17265.011675640333,993.5222249563186,1.0,,0.0
2020-07-01,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.407863957776997,0.004361887110915756,0.016375208942016127,17292.128781749103,993.3554612068693,0.08761523610176813,17289.725545761397,994.8133639306337,7.0,,0.0
2020-07-02,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.40688031901625543,0.004461732053052968,0.015354395083928435,17314.300889979957,995.7210624142298,0.08555722671801685,17308.21279076444,998.3244665691744,7.0,,0.0
2020-07-03,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.40595808715052256,0.004487951367096338,0.01446051465226765,17335.13757011811,997.9441832460055,0.08464674558375833,17334.341109488018,999.1404588744631,9.0,,0.0
2020-07-04,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.4050898688433198,0.004460566902628259,0.013667335894268842,17354.797181549984,1000.0417194863779,0.08496238131770349,17353.634206152394,1000.553059279468,3.0,,0.0
2020-07-05,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.40426977174148215,0.004394608634333588,0.012954883251070668,17373.405891948805,1002.0271323000703,0.0883821365114938,17376.420938698357,1003.0830733820759,5.0,,0.0
2020-07-06,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.40349303628694533,58.739599084486976,168.07626302818778,21032.97242671633,1214.142880381417,168.79144085148909,21032.865739376815,1214.4462980793571,1.0,,0.0
2020-07-07,PL52,0.15231269675898765,0.2,0.023735844794520913,0.09640676581264129,0.40275578819283514,0.004189291323589446,0.011714636534769455,21053.282507725038,1216.3098169512452,0.08508383073433912,21053.85295760523,1218.0268911189376,3.0,,0.0
2020-07-08,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.4020548064742159,0.004064691567258187,0.011166162273232446,21072.628021584424,1218.373841286152,0.08287794518579811,21078.577425053536,1218.470769712023,4.0,,0.0
2020-07-09,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.4018246178953292,0.003536412898856446,0.010819996520908311,21116.63684934414,1220.553221962874,0.08388112443422237,21104.42570766785,1221.0170753041632,6.0,,2.0
2020-07-10,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.4016024535070106,0.0030966009169096395,0.010415246256499177,21159.135478978496,1222.6578154484494,0.08459450384005765,21151.328855767853,1223.790817968122,9.0,,0.0
2020-07-11,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.40138929902451426,0.0027283275232266343,0.009972653861527226,21199.932677461515,1224.678151607415,0.08185177792682866,21198.74295748224,1225.096668214457,8.0,,0.0
2020-07-12,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.40118575587098343,0.002418097024724877,0.009508073563497952,21238.910519415113,1226.6083906048495,0.08530848477306892,21233.27535543748,1226.2123487469146,6.0,,0.0
2020-07-13,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.4009921376767807,32.063596934785714,134.4015771785351,25289.65465767651,1460.1876037651675,135.08181072644553,25286.055240699116,1459.772220097424,1.0,,0.0
2020-07-14,PL52,0.052067779337893805,0.2,0.05324538714766162,0.0471847848289255,0.40080853861142834,0.0019306899071610002,0.008558245977009535,25331.486193697892,1462.2591618121037,0.08390924750710663,25324.931678959303,1465.2305865796375,2.0,,1.0
2020-07-15,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.40063488170710565,0.001737989251081535,0.008088723008628614,25371.070112635392,1464.2194146167008,0.08523719236905536,25363.972355410267,1465.4047834249377,3.0,,0.0
2020-07-16,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.40053953312768137,0.0015092932288000944,0.007688018849436551,25391.41183377428,1465.5761611260766,0.08089553738491756,25391.943228713448,1467.5295342378413,4.0,,0.0
2020-07-17,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.4004490854755989,0.001317611545403001,0.007282492111771132,25410.712464328837,1466.8634692626272,0.0862673604809052,25413.756409596586,1467.1668682293673,4.0,,0.0
2020-07-18,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.4003635508774482,0.001156217865019811,0.0068789744139969725,25428.968708946377,1468.0811192339117,0.0858587571397352,25423.46205214749,1470.6606864577109,5.0,,0.0
2020-07-19,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.40028286951227854,0.0010196807473091842,0.006482525855383555,25446.19266917069,1469.2299181852184,0.08593410137352302,25444.874569719585,1470.1191011593367,8.0,,0.0
2020-07-20,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.4002069293758975,14.519058242143727,97.96383074245749,29826.69336960117,1722.3244752362202,98.4551339910534,29826.61728479321,1721.4050009777031,4.0,,0.0
2020-07-21,PL52,0.0301708764295322,0.2,0.02933943365291504,0.06252729600077593,0.4001355814485282,0.0008044029493280407,0.005724491266176602,29844.542278009412,1723.5149568091315,0.0820717240883743,29841.94287103226,1726.6289535193032,4.0,,0.0
2020-07-22,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.4000686508245939,0.0007191824920832184,0.005367282916366535,29861.289015371603,1724.631926081623,0.08929402173076802,29848.636451011826,1725.3572029581626,20.0,,0.0
2020-07-23,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.39997761131303405,0.0006712325981993443,0.005027920357954125,29881.163576421186,1725.79297755641,0.0812361946723537,29873.15282258587,1724.8345316149025,21.0,,0.0
2020-07-24,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.3998923625101585,0.000626754127531317,0.004709622495466805,29899.778118830385,1726.8804200344653,0.08342980522881993,29894.322054010787,1728.2866820017684,8.0,,0.0
2020-07-25,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.3998125243553975,0.0005854278124270219,0.00441111124143705,29917.214800241294,1727.8990530807632,0.08270629532225089,29911.30978902298,1725.7142538832254,20.0,,0.0
2020-07-26,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.39973776284354356,0.000546994435885522,0.004131240257711262,29933.545895881754,1728.853098940324,0.08426234574509348,29934.924116900398,1725.3472161324694,16.0,,0.0
2020-07-27,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.39966775953735234,8.840019558088846,66.9010535815693,34664.815228930755,2002.125794211624,68.08382846299084,34654.635625791656,2003.5836965961482,1.0,,0.0
2020-07-28,PL52,0.04379975107946829,0.2,0.036866206767429535,0.05519456462042715,0.39960221428174125,0.0004778943880888702,0.003623041702590966,34681.393516399854,2003.0942807642766,0.08604048308078666,34674.70029053082,2005.3608293057096,16.0,,0.0
