"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.88317820523053,0.86962133512238,0.867754682296121,0.792939584412851,0.992845124825774,0.234854810719548,0.584363070489588,0.57744065537,0.337406676746581,0.607108045599587
"2",0.883156932131303,0.869599026091902,0.867889625735971,0.792938923560469,0.992846609607749,0.234834995861409,0.584313360897499,0.577470272114712,0.337349985392188,0.607075448013095
"3",0.883155298498335,0.869598738811379,0.867884526008353,0.792935643462226,0.992846193963745,0.234836852857395,0.5843022036819,0.577479201075683,0.337361304954769,0.607084040824456
"4",0.883164600414277,0.869629915475333,0.867830121710264,0.792929137793694,0.992844931495231,0.234845056799699,0.584324433465691,0.577475104612283,0.337398277719966,0.607095907497098
"5",0.883204980960823,0.869685478215893,0.867755479083783,0.792920627344506,0.992844324081004,0.234789857651907,0.584381107939136,0.577368985914854,0.337389450384395,0.607054751318235
"6",0.883152151224255,0.869594790358629,0.867887915065815,0.792931670025438,0.992845787844498,0.234818684808311,0.584309996306561,0.57745502081454,0.337355158469785,0.60707236345688
"7",0.88317836489158,0.869639913615071,0.867764154222922,0.792913303845067,0.992846193777926,0.234785393443149,0.584360298218701,0.577394367226078,0.337380191791045,0.607101112309914
"8",0.883172564268165,0.86963445320583,0.867758239238985,0.792944387896189,0.992845221283035,0.234855304742011,0.584364079887058,0.577441092365891,0.337414773677899,0.607125546986118
"9",0.883177518793673,0.869640185390562,0.867765638380294,0.792906611435761,0.992845660590065,0.234787766555658,0.58435207074531,0.57739387557975,0.337360605236852,0.607095352207747
"10",0.883169529615059,0.869611919074921,0.867844863241812,0.79291518517202,0.992845901797497,0.234842193288351,0.584339917588561,0.577442302180025,0.337367214384934,0.607106011910105
"11",0.883160182464667,0.86961836170451,0.867837748475941,0.792925592217991,0.992845385895411,0.23485222431336,0.584322928540705,0.57745106631254,0.337398313955947,0.607120332026592
"12",0.883190792829912,0.869683119152547,0.867759786091354,0.792904194586259,0.992843460581608,0.23476176317466,0.584374061885351,0.577374778174266,0.337350393250525,0.607069713692856
"13",0.883197909536722,0.869668942528602,0.86776110046884,0.792915812759594,0.992844604993582,0.234756046121659,0.584367357258032,0.577375138280998,0.337390482506076,0.607055477073082
"14",0.883215530820932,0.869648142050131,0.867772095279044,0.792932390615598,0.992845629343148,0.234732318853846,0.584449522197358,0.577383213816978,0.337381993531564,0.607044872025026
"15",0.883164904677518,0.869592965000781,0.867884666752495,0.792937859834657,0.992846434865666,0.23483688427112,0.584302350296296,0.57745870848561,0.337334011936593,0.607077675391267
"16",0.883166592846457,0.869641590746091,0.867763664809683,0.792922385538104,0.992845880650017,0.234801434485037,0.584353587568812,0.577403558249718,0.337371778869513,0.607152157369496
"17",0.883192985415985,0.869678896001589,0.867762304738183,0.792910203937354,0.992844224781853,0.23474185650615,0.584353477275186,0.577387141250387,0.337383295740209,0.607067145179944
"18",0.883187327183804,0.869640465226556,0.867770627244745,0.792908019938296,0.992846616386631,0.234784227971161,0.584387429017808,0.577389927143441,0.33739490376398,0.607100969295483
"19",0.883166442454507,0.869644043747933,0.867754624970919,0.792922317815751,0.992846655148972,0.234790757883369,0.584362443487727,0.577382287804841,0.33736430324346,0.607153071165156
"20",0.88316817053281,0.869635301502856,0.867824135250704,0.792923991935558,0.992844981816942,0.234854958225736,0.584318307696917,0.57746307041003,0.33740686551746,0.607097673185926
"21",0.883189935878222,0.86967967657538,0.867771677698378,0.792905429607726,0.992843802687892,0.23474613627705,0.584352765000175,0.577370651078488,0.337364957689307,0.60706949463052
"22",0.88319045371443,0.869675471470996,0.867758953067655,0.792909230779055,0.992844151351956,0.234732855544037,0.58436496089381,0.577380330116563,0.337386997918409,0.607064104222409
"23",0.883164426880179,0.869629999876222,0.867817979121999,0.792912483726732,0.992844906494625,0.234835720663389,0.584296881958224,0.577457242340042,0.337420559065326,0.607103693139695
"24",0.883166423338628,0.869628572154632,0.867825323712956,0.792929307010805,0.992844748404315,0.234847236766389,0.584317410311007,0.577471291231664,0.337398561022344,0.60709707442122
"25",0.883165012850188,0.869608806068559,0.867845494437709,0.792920844809043,0.992845791358826,0.234833616268232,0.584343009519619,0.577445522894468,0.33737809739074,0.607112159059162
"26",0.88316866558562,0.869612964533895,0.867844049363248,0.792916569312701,0.992845870682817,0.234845323696285,0.584340916967094,0.577439583558635,0.337370633883934,0.607104202483178
"27",0.88318878603292,0.869667789213264,0.867767103028347,0.792912115682665,0.992845290088189,0.234751954014026,0.584378483349923,0.577344098590516,0.337414766782457,0.607099474093382
"28",0.883217585102893,0.869657338470939,0.867777848427243,0.79292691517671,0.99284558169668,0.234734127795819,0.584401285595658,0.577353072835887,0.337391098110105,0.607016705337212
"29",0.883210966437229,0.869660971346128,0.867763582650275,0.792929300574063,0.992845023409679,0.234738581233848,0.584380138963458,0.577367309057619,0.337390028608445,0.607050859105641
"30",0.883199068365022,0.869671358834617,0.867755935050362,0.79291708640588,0.992843925001776,0.234779277880224,0.584386061877898,0.577370573189764,0.337378661671996,0.607055499240607
"31",0.883156580522659,0.869595837809557,0.867878711617203,0.792934444638097,0.992846019407036,0.234841932898735,0.584300021963359,0.577474115165462,0.337345974739748,0.607088746216777
"32",0.883165868096936,0.869612186816343,0.867858137089225,0.792917090006045,0.992845742474101,0.234844437812483,0.584316271281238,0.577458372006516,0.337357978963732,0.607108012623545
"33",0.883168338029257,0.869638918083444,0.867754381105955,0.792924024101836,0.992846027511936,0.234786799829121,0.58435696681241,0.577385273232011,0.337359377268,0.607142715456506
"34",0.883156067405322,0.86959906008868,0.867889967013419,0.79293567959862,0.992846313554277,0.234836782009982,0.584306089269918,0.577476993492584,0.337352098636538,0.607076099860177
"35",0.883164972727666,0.869629018199206,0.867784357268534,0.792919102248494,0.992844679039957,0.234833984003352,0.584334152756143,0.577427659863624,0.337421102561634,0.607126522276552
"36",0.883198501478032,0.869673174415679,0.867760528443487,0.792905303324757,0.992844714357942,0.234744543538744,0.584374619507467,0.577357077915159,0.337389999128581,0.60709598840685
"37",0.883187936697122,0.869667170452322,0.867767837463487,0.792912210914528,0.992845266961589,0.234752612110972,0.584379693148697,0.577343662076746,0.337414063367971,0.607100309689019
