"","draw","date","s","e","i","r","d"
"1",1,2020-04-16,10628867.999832,48.5877639414759,862.624445518944,853.665249202897,11.122709325523
"2",1,2020-04-17,10628867.9998295,34.1537503930929,739.173151544664,991.52303051245,11.1502380248707
"3",1,2020-04-18,10628867.9998272,25.0261986177687,630.987645222722,1108.81438527813,11.1719436473688
"4",1,2020-04-19,10628867.9998249,13.1577358695694,543.492343431725,1208.15780267782,11.1922931464557
"5",1,2020-04-20,10628867.9998206,2.13090401038033,472.85316058683,1289.79608904204,11.2200257739768
"6",1,2020-04-21,10628867.9998127,0.668671151518826,409.361070917535,1354.70729305066,11.2631522002597
"7",1,2020-04-22,10628867.9998053,0.55917704185608,353.511732554443,1410.62653288587,11.3027521685688
"8",1,2020-04-23,10628867.999799,0.464059687979023,304.474932536037,1459.7242313994,11.3369773370214
"9",1,2020-04-24,10628867.9997936,0.384740643272958,263.407054878976,1500.84226916991,11.3661416694015
"10",1,2020-04-25,10628867.999789,0.33213442859889,234.665062912604,1529.61297311887,11.3900404945278
"11",1,2020-04-26,10628867.9997853,0.305979044018117,217.217772581593,1547.0769005362,11.3995625884817
"12",1,2020-04-27,10628867.9997819,0.282597491654846,201.150976177118,1563.16419015032,11.4024543193906
"13",1,2020-04-28,10628867.9997783,0.259485115543888,186.395384007212,1577.91976782534,11.4255847621831
"14",1,2020-04-29,10628867.9997742,0.235495586115941,172.947993245729,1591.33335813558,11.4833788230396
"15",1,2020-04-30,10628867.9997696,0.21052534690794,160.729722365237,1603.48222591461,11.5777568117579
"16",2,2020-04-16,10628867.9999326,46.4655133556965,916.591656396418,801.790892453287,11.1520052354662
"17",2,2020-04-17,10628867.9999297,33.7805852460352,787.290663032023,943.761855471352,11.1669665045463
"18",2,2020-04-18,10628867.9999275,24.9003230530873,675.002940605988,1064.91820779105,11.1786010592163
"19",2,2020-04-19,10628867.9999252,13.1777799343161,582.962048140912,1168.66992009764,11.1903266100756
"20",2,2020-04-20,10628867.9999213,3.05715818557771,504.346790897891,1257.38542482982,11.2107048239572
"21",2,2020-04-21,10628867.9999145,1.99582039857067,429.708933595168,1333.04956052137,11.2457709482885
"22",2,2020-04-22,10628867.9999085,1.78070507549642,365.416914231358,1397.52553499645,11.2769371475911
"23",2,2020-04-23,10628867.9999033,1.58836154757348,309.552428114473,1453.55665828282,11.3026487441708
"24",2,2020-04-24,10628867.9998989,1.41850770628807,262.090523079128,1501.16678757132,11.3242827886046
"25",2,2020-04-25,10628867.9998956,1.27352329320135,226.023021373568,1537.35894890918,11.3446108583509
"26",2,2020-04-26,10628867.9998938,1.15502813384041,203.290509175706,1560.19068263593,11.3638862121665
"27",2,2020-04-27,10628867.9998927,1.05063756854345,183.483330370923,1580.09025302212,11.3758863333114
"28",2,2020-04-28,10628867.9998916,0.95495243625049,165.667585129108,1597.98903005673,11.3885407959584
"29",2,2020-04-29,10628867.9998901,0.864731113666772,149.945110256699,1613.78190267072,11.4083658343708
"30",2,2020-04-30,10628867.9998881,0.777933278182287,136.294275908605,1627.48880382787,11.4390988542851
"31",3,2020-04-16,10628867.9998661,49.7915812924529,869.51798964374,845.573835324288,11.1167276675168
"32",3,2020-04-17,10628867.9998607,32.5028786094738,753.887628281973,978.456494938985,11.1531374975751
