"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",2.36605298518132,2.36605298518132,2.36605298518132,2.36605298518132,2.36605298518132,2.36605298518132,25.534559512436,25.534559512436,25.534559512436,25.534559512436,25.534559512436,25.534559512436,25.534559512436,9.98079965463854,9.98079965463854,9.98079965463854,9.98079965463854,9.98079965463854,9.98079965463854,9.98079965463854,13.5845324709529,13.5845324709529,13.5845324709529,13.5845324709529,13.5845324709529,13.5845324709529,13.5845324709529,4.67143625439772,4.67143625439772
"2",2.24490268493273,2.24490268493273,2.24490268493273,2.24490268493273,2.24490268493273,2.24490268493273,6.52424258365777,6.52424258365777,6.52424258365777,6.52424258365777,6.52424258365777,6.52424258365777,6.52424258365777,15.9914125232022,15.9914125232022,15.9914125232022,15.9914125232022,15.9914125232022,15.9914125232022,15.9914125232022,12.1757517898615,12.1757517898615,12.1757517898615,12.1757517898615,12.1757517898615,12.1757517898615,12.1757517898615,3.81068086135528,3.81068086135528
"3",1.8992473826408,1.8992473826408,1.8992473826408,1.8992473826408,1.8992473826408,1.8992473826408,5.36373449904541,5.36373449904541,5.36373449904541,5.36373449904541,5.36373449904541,5.36373449904541,5.36373449904541,5.83047605421979,5.83047605421979,5.83047605421979,5.83047605421979,5.83047605421979,5.83047605421979,5.83047605421979,4.72374036030718,4.72374036030718,4.72374036030718,4.72374036030718,4.72374036030718,4.72374036030718,4.72374036030718,8.38681663054385,8.38681663054385
"4",4.147955580231,4.147955580231,4.147955580231,4.147955580231,4.147955580231,4.147955580231,5.60301885086487,5.60301885086487,5.60301885086487,5.60301885086487,5.60301885086487,5.60301885086487,5.60301885086487,3.89503118586059,3.89503118586059,3.89503118586059,3.89503118586059,3.89503118586059,3.89503118586059,3.89503118586059,6.25413547113024,6.25413547113024,6.25413547113024,6.25413547113024,6.25413547113024,6.25413547113024,6.25413547113024,13.6487055764764,13.6487055764764
"5",1.9215547502236,1.9215547502236,1.9215547502236,1.9215547502236,1.9215547502236,1.9215547502236,4.70815961400672,4.70815961400672,4.70815961400672,4.70815961400672,4.70815961400672,4.70815961400672,4.70815961400672,7.48064742303125,7.48064742303125,7.48064742303125,7.48064742303125,7.48064742303125,7.48064742303125,7.48064742303125,2.4850597248805,2.4850597248805,2.4850597248805,2.4850597248805,2.4850597248805,2.4850597248805,2.4850597248805,5.28664864589023,5.28664864589023
"6",2.43775975685079,2.43775975685079,2.43775975685079,2.43775975685079,2.43775975685079,2.43775975685079,9.42711618111332,9.42711618111332,9.42711618111332,9.42711618111332,9.42711618111332,9.42711618111332,9.42711618111332,4.90092839696927,4.90092839696927,4.90092839696927,4.90092839696927,4.90092839696927,4.90092839696927,4.90092839696927,5.39804410756212,5.39804410756212,5.39804410756212,5.39804410756212,5.39804410756212,5.39804410756212,5.39804410756212,5.71768346119132,5.71768346119132
"7",2.20435540117764,2.20435540117764,2.20435540117764,2.20435540117764,2.20435540117764,2.20435540117764,8.23903011043032,8.23903011043032,8.23903011043032,8.23903011043032,8.23903011043032,8.23903011043032,8.23903011043032,5.08974070946733,5.08974070946733,5.08974070946733,5.08974070946733,5.08974070946733,5.08974070946733,5.08974070946733,7.44581997999478,7.44581997999478,7.44581997999478,7.44581997999478,7.44581997999478,7.44581997999478,7.44581997999478,9.13962544490961,9.13962544490961
"8",2.11757045092437,2.11757045092437,2.11757045092437,2.11757045092437,2.11757045092437,2.11757045092437,7.87805916148811,7.87805916148811,7.87805916148811,7.87805916148811,7.87805916148811,7.87805916148811,7.87805916148811,17.7141022218055,17.7141022218055,17.7141022218055,17.7141022218055,17.7141022218055,17.7141022218055,17.7141022218055,7.95628709281261,7.95628709281261,7.95628709281261,7.95628709281261,7.95628709281261,7.95628709281261,7.95628709281261,10.4860777647128,10.4860777647128
"9",1.98254784709585,1.98254784709585,1.98254784709585,1.98254784709585,1.98254784709585,1.98254784709585,5.89294958556007,5.89294958556007,5.89294958556007,5.89294958556007,5.89294958556007,5.89294958556007,5.89294958556007,6.4836348262791,6.4836348262791,6.4836348262791,6.4836348262791,6.4836348262791,6.4836348262791,6.4836348262791,11.8350382374924,11.8350382374924,11.8350382374924,11.8350382374924,11.8350382374924,11.8350382374924,11.8350382374924,13.7026419734176,13.7026419734176
"10",2.38115581439687,2.38115581439687,2.38115581439687,2.38115581439687,2.38115581439687,2.38115581439687,8.31667099923252,8.31667099923252,8.31667099923252,8.31667099923252,8.31667099923252,8.31667099923252,8.31667099923252,8.22357984612865,8.22357984612865,8.22357984612865,8.22357984612865,8.22357984612865,8.22357984612865,8.22357984612865,16.1928147979703,16.1928147979703,16.1928147979703,16.1928147979703,16.1928147979703,16.1928147979703,16.1928147979703,7.64116835757243,7.64116835757243
