"","V1","V2","V3","V4","V5"
"1",0.284015319385857,0.184216128400337,0.327154414223729,0.4703851689937,0.636243337010094
"2",0.284015198235141,0.184216210903337,0.327154417231685,0.470385276353604,0.636243371543336
"3",0.284015363425073,0.184216171130347,0.327154414972981,0.470385114838203,0.636243282956798
"4",0.284015117863047,0.184216251913937,0.327154409217993,0.470385303577325,0.636243431887405
"5",0.284015296858482,0.184216142547588,0.327154431603997,0.470385179307607,0.636243330000396
"6",0.284015772844861,0.18421622800099,0.327154187643344,0.470385226222708,0.636243183337631
"7",0.284015376115311,0.184216174096285,0.327154410084626,0.470385092793513,0.636243306579757
"8",0.284015669004999,0.184216194953181,0.327154250357036,0.470385160307988,0.636243193907665
"9",0.284015835143712,0.184216201230006,0.327154191396399,0.47038526106563,0.636243221343325
"10",0.284015644554739,0.184216170154216,0.327154234319278,0.470385152886632,0.63624320210828
"11",0.28401522294478,0.184216179569229,0.327154399998791,0.470385246678002,0.636243365082319
"12",0.284015430730231,0.184216149788698,0.327154375996063,0.470385042877761,0.636243341561707
"13",0.284015094632771,0.18421627000561,0.327154432628074,0.470385292600311,0.636243432223488
"14",0.284015817744008,0.184216200224668,0.327154181386278,0.470385255045132,0.636243224754798
"15",0.28401566558164,0.184216197232286,0.327154234768336,0.470385168892679,0.636243176388751
"16",0.284015363025711,0.184216173325699,0.327154413193627,0.470385096218117,0.636243296247778
"17",0.284015681485435,0.184216190829131,0.32715425207156,0.470385186997553,0.636243185142188
"18",0.284015575948896,0.184216174511035,0.327154231373955,0.470385132487071,0.636243237095022
"19",0.284015280447015,0.184216145550825,0.327154413431438,0.470385193607888,0.636243344922277
"20",0.284015697114262,0.184216190695218,0.327154213065046,0.470385184163157,0.636243187338321
"21",0.28401537177215,0.184216162627603,0.327154401401899,0.470385130420606,0.636243285739682
"22",0.284015084407024,0.184216266845776,0.32715441942825,0.470385283673278,0.636243421406923
"23",0.28401514646788,0.184216239667341,0.327154404337517,0.470385291013021,0.636243383995234
"24",0.284015779332499,0.18421622947567,0.327154187821962,0.470385220772517,0.636243189029962
"25",0.284015358610637,0.184216141024519,0.327154383756932,0.470385146304059,0.636243333450318
"26",0.284015361860194,0.184216169836776,0.327154415284509,0.470385115497307,0.636243272356281
"27",0.284015416187812,0.184216154035762,0.327154372871163,0.470385083522673,0.636243314321355
"28",0.284015609078761,0.18421617975282,0.327154210573982,0.470385138503285,0.63624323936018
"29",0.284015198663781,0.184216213034898,0.327154421042543,0.470385275404685,0.636243375381753
"30",0.284015425518279,0.184216171945801,0.327154374051521,0.470385099529089,0.636243323995531
"31",0.284015856963043,0.184216198515074,0.327154156658262,0.470385231845993,0.636243198484822
"32",0.284015435078879,0.18421616129769,0.327154359016761,0.470385066679267,0.636243267945352
"33",0.284015652238387,0.184216175980577,0.327154230401691,0.470385162416353,0.636243211441832
"34",0.284015428035185,0.184216169422566,0.327154371014805,0.470385079909879,0.636243335466607
"35",0.284015430837331,0.184216161122537,0.327154338736416,0.470385067465702,0.636243266112832
"36",0.28401520082982,0.184216205375598,0.327154428164918,0.470385272997275,0.636243374196526
"37",0.284015539826179,0.184216193126035,0.327154235156579,0.470385131898929,0.636243242218577
"38",0.284015379755038,0.184216159271752,0.327154400696318,0.470385134085469,0.636243292299576
"39",0.284015664924826,0.184216187259448,0.327154247020015,0.470385157555714,0.636243192362554
"40",0.284015403584817,0.184216177604587,0.327154399423471,0.470385104998212,0.636243342745615
"41",0.284015867972113,0.18421621604898,0.327154162071352,0.470385233237304,0.63624317793384
"42",0.284015363698846,0.184216138166122,0.327154390844887,0.47038514998166,0.636243335220318
"43",0.284015823764563,0.184216204360175,0.327154195911943,0.470385242993025,0.636243209816339
"44",0.284015154751808,0.184216214228052,0.327154392868125,0.470385282974254,0.63624336901137
"45",0.284015538437276,0.184216195252411,0.327154224216974,0.47038512556228,0.636243234847814
"46",0.284015668358835,0.18421619645424,0.327154242159388,0.470385189823247,0.636243190326685
"47",0.284015429357473,0.18421614927668,0.327154370156295,0.470385053662257,0.636243336987805
"48",0.284015435411813,0.184216163143924,0.32715435470445,0.470385056251638,0.636243266639926
"49",0.284015815701264,0.184216201847658,0.327154181432022,0.470385254009481,0.636243229554941
"50",0.284015311332601,0.184216122329174,0.327154415530576,0.470385164837948,0.636243323636658
"51",0.284015222999485,0.184216178328358,0.327154401243309,0.470385249024201,0.636243365197823
"52",0.284015292651061,0.18421614182978,0.327154429238111,0.47038516964484,0.636243323756343
"53",0.284015297126284,0.184216141569164,0.327154429319027,0.470385172172976,0.63624332370059
"54",0.284015663570119,0.184216194465074,0.32715422714854,0.470385166703542,0.636243179414531
"55",0.284015648547795,0.184216173348789,0.327154229493818,0.470385161376101,0.636243212851448
"56",0.284015871811017,0.184216226946722,0.327154156663017,0.470385217943747,0.636243191625714
"57",0.284015837572501,0.184216202561646,0.327154186071498,0.470385255170469,0.636243228069007
"58",0.28401520003769,0.184216214356822,0.327154410195293,0.470385284418765,0.636243375535438
"59",0.284015090364064,0.18421627443953,0.327154434070016,0.470385282628427,0.636243418609938
"60",0.284015456227801,0.184216182766639,0.327154244765192,0.470385144518288,0.636243305987695
"61",0.284015217995364,0.184216166487531,0.327154390021326,0.470385235098379,0.636243376100843
"62",0.284015425800905,0.184216145855727,0.32715437913291,0.470385068194381,0.636243325370443
"63",0.284015459206864,0.184216169889307,0.327154325704731,0.47038510017323,0.636243270382696
"64",0.284015805770273,0.184216216475744,0.327154183779554,0.470385235354319,0.636243182129821
"65",0.284015582750346,0.184216171935528,0.327154231317793,0.470385134158564,0.636243235096443
"66",0.284015678730192,0.184216196671369,0.327154233519821,0.470385181331135,0.636243180086338
"67",0.28401583475181,0.184216205277498,0.327154179643801,0.470385260909061,0.636243216304932
"68",0.284015872684529,0.184216229336913,0.327154165571928,0.470385231733028,0.636243175289873
"69",0.28401568180165,0.184216188143667,0.327154250512803,0.470385185259174,0.636243183272269
"70",0.284015733197361,0.184216220015303,0.327154193952527,0.470385213611373,0.636243209620921
"71",0.284015374608226,0.184216161181166,0.327154402965338,0.470385143785931,0.636243288187114
"72",0.284015671956877,0.18421618762664,0.327154264164273,0.470385164067894,0.636243191347551
"73",0.284015549809001,0.184216179415937,0.327154239938313,0.470385134221354,0.636243238624865
"74",0.284015369593502,0.184216171978767,0.327154413039779,0.470385105464072,0.636243291591657
"75",0.284015912282602,0.184216224252346,0.32715417923321,0.47038519361189,0.636243185273209
"76",0.284015108212974,0.184216266566622,0.327154414813264,0.470385308187103,0.636243432763677
"77",0.284015712702442,0.184216209854539,0.32715417078631,0.47038517878638,0.636243197996694
"78",0.284015942246929,0.184216242841088,0.327154166596111,0.470385211136387,0.636243214754849
"79",0.284015681489015,0.184216185832912,0.327154249226451,0.470385182272416,0.636243183036935
"80",0.284015649061397,0.184216174643487,0.327154224772075,0.470385165915452,0.636243205376625
"81",0.284015089040473,0.184216278925404,0.327154429600946,0.47038527687933,0.636243415822377
"82",0.284015373483683,0.18421617281823,0.327154413397868,0.470385099309444,0.636243295418708
"83",0.284015463015955,0.184216178548741,0.327154299931142,0.470385106319385,0.636243276662725
"84",0.284015427065941,0.184216174572759,0.327154375247747,0.470385100930178,0.636243335355138
"85",0.284015420407956,0.184216179751727,0.327154389872937,0.47038509588258,0.636243343367915
"86",0.284015428983499,0.184216150472341,0.327154372708994,0.470385049855112,0.636243338338243
"87",0.28401522247996,0.18421617030027,0.327154388246843,0.470385235555818,0.636243383332775
"88",0.284015434626256,0.184216160081357,0.327154361547453,0.470385071983867,0.636243292626782
"89",0.284015794830121,0.184216217946043,0.327154195606889,0.470385258333161,0.636243169606595
"90",0.284015426386597,0.18421615913809,0.327154383394898,0.470385078515948,0.63624333171773
"91",0.284015427297901,0.184216156703571,0.32715438174449,0.470385086879765,0.636243331288732
"92",0.284015450824968,0.184216175840855,0.32715426617709,0.470385138444458,0.636243290023841
"93",0.284015375485542,0.184216143537553,0.327154396038671,0.470385137633147,0.636243292196129
"94",0.284015455797095,0.184216170224945,0.327154327364764,0.470385099834164,0.636243264855455
"95",0.284015335967735,0.18421612790736,0.327154425710253,0.470385171704033,0.636243326727671
"96",0.284015581420987,0.184216175403851,0.327154229139264,0.470385130161216,0.636243238678101
"97",0.284015460397447,0.184216173680119,0.327154272045017,0.470385129573535,0.636243295368054
"98",0.284015105452553,0.184216264208924,0.327154429438865,0.470385285710293,0.636243420727177
"99",0.284015609927916,0.184216172041293,0.327154240027259,0.470385137022915,0.636243210144292
"100",0.284015422695725,0.184216149354813,0.327154378788118,0.470385060527993,0.636243320487547
