"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.80311691062516,0.610397089028442,0.810613492247287,0.219156741373119,0.482956773990884,0.708614684896328,0.410514529963099,0.717923460279957,0.499229553181003,0.378749475899229,0.26249225259833,0.557693447746081,0.520771522063355,0.221493592941699,0.551848514851913,0.48445540391601,0.733405365347447,0.545079234140164,0.342921450719225,0.309312601017784,0.308091015934495,0.880072753180281,0.773038233217972,0.686975168560259,0.286151373284677,0.355354966672336,0.252887950719296,0.506616349716557,0.285945829801384,0.264945625265495,0.140073487050897,0.322135699112634,0.131895617573119,0.399843900957065,0.849055923121811,0.350838595836092,0.768336180454579,0.580965528687101,0.765352293530199,0.502169719926415
"2",0.80311545489343,0.610396030192692,0.810613802298553,0.219157158952199,0.482957524924374,0.708613386108104,0.410512667755956,0.717922356575679,0.499231602369212,0.378751041528166,0.262492547596993,0.557692450066498,0.520772592265724,0.22149386014612,0.551848140230723,0.484458118249537,0.733405036751167,0.545078451723732,0.34292241554995,0.309312712292559,0.308091262076211,0.880071827312161,0.773036880584436,0.686974141510598,0.286153854711193,0.355354272669156,0.252886225657493,0.506614419571589,0.285946596998718,0.264946817528651,0.140073298547563,0.322135605449225,0.131896175576075,0.399842734384308,0.849057079020117,0.350838796664467,0.768334870816347,0.580964791548989,0.765352789196002,0.502169091208225
"3",0.80311669265889,0.610396844808545,0.810613582894045,0.219157028812894,0.482956634103155,0.708614253322706,0.410514189930455,0.717923152515029,0.499228724589288,0.378749618461821,0.262492093419559,0.557693524361862,0.520771464614377,0.221493330357148,0.551847975702653,0.484456143467867,0.733405549652734,0.545079134141881,0.342921918478674,0.309312850136381,0.308091397990398,0.880072901210271,0.773038485214186,0.686974529227983,0.286151623575105,0.355354227755692,0.252887250262067,0.506616361514392,0.285945773965874,0.264945865351014,0.140073999184993,0.322134985957032,0.131895860827246,0.399844037378597,0.849056719196898,0.350839012207504,0.768336104479557,0.580965119435684,0.765352314164463,0.50216956263453
"4",0.803116935847647,0.610396939290073,0.810612755073277,0.219157545850038,0.482956911221338,0.708614756096433,0.410513884926882,0.717922955877653,0.499230841731666,0.378748929396135,0.262492629387141,0.557692804465224,0.520772343249674,0.221494315969325,0.551847873835393,0.484455839763527,0.733404941923018,0.545078519638889,0.342921316350438,0.309312381653824,0.308091550590561,0.880072548079057,0.7730386523182,0.686974178990028,0.286151950777143,0.355353414401671,0.252886460668419,0.506614240008651,0.285945845399486,0.264946219116823,0.140073817472881,0.322135521144504,0.131895782859065,0.399844596010485,0.849056634183064,0.350838348919881,0.76833517361762,0.580964938938389,0.765352635672597,0.502169668425913
"5",0.803117004259378,0.610396939294593,0.810613301127029,0.219157052783111,0.482957342009544,0.708615088000133,0.410513878023386,0.717923232002248,0.499229573721492,0.378749529093298,0.262492352778738,0.557693686248218,0.520771436605002,0.221493584590188,0.551848536797287,0.484455375029501,0.733405756254868,0.545079485855422,0.342921093929456,0.30931225532419,0.308091218602025,0.88007273074733,0.773038408197772,0.686975313606324,0.28615176537453,0.355354415515642,0.252887197411107,0.506615661301864,0.285945113968785,0.264945764234345,0.140073491433325,0.322135694707037,0.13189580198765,0.399843628307146,0.849055804665536,0.350838430587583,0.768336230005157,0.580965523420271,0.765352524542114,0.502169499550094
"6",0.803116923125112,0.610396810892342,0.810613096995888,0.21915746441769,0.482956848544153,0.708614293388217,0.410513818637384,0.717922721443898,0.499231037662964,0.378749130315749,0.26249223858194,0.557692928464576,0.520771688222688,0.221494409822446,0.551848044167331,0.484456077371432,0.733405234984178,0.545078453053579,0.34292131544195,0.309312471311781,0.308090856308563,0.880072452420379,0.773038253270403,0.68697388293479,0.286152077863254,0.355353464374783,0.25288640190252,0.506614533123565,0.285945803345283,0.264945845426782,0.140073712498995,0.322134867784517,0.131896064085073,0.399844239215574,0.849056701592449,0.350838246705888,0.768335194333243,0.580965564521655,0.765352660409113,0.502169188953023
"7",0.80311660214932,0.610396227847636,0.810613631184917,0.219156971425565,0.482957265346306,0.708614129350398,0.410512225556914,0.717922029825201,0.499231100829761,0.378750372264586,0.262492466959173,0.557691750222542,0.520772221250272,0.221494160148868,0.551847802594729,0.484457494216635,0.733404954035279,0.545078445041223,0.342921454971245,0.309313126250537,0.308091874709803,0.880071860190607,0.773037658580227,0.686973977404065,0.28615336517012,0.355353491900263,0.252886128284991,0.506614976710543,0.285946375019005,0.264946919656758,0.140072996908867,0.322134023953135,0.131896159084989,0.399843609217515,0.849057195112969,0.350838274699398,0.768335250023102,0.5809647988799,0.765353274775595,0.502169321046638
"8",0.803117186750463,0.610396801102154,0.810613027024731,0.219157813002823,0.4829572920274,0.708615304195925,0.410514179397241,0.717922994735017,0.49923083167314,0.378748976552511,0.26249269497469,0.557692802683205,0.520772034269858,0.221494110227163,0.551847911840616,0.48445552906509,0.733404931430018,0.545079141729248,0.34292121909615,0.309312549958689,0.308091305423992,0.880072546150928,0.773038765990487,0.686973870083424,0.28615226274465,0.355353530384992,0.252886961959088,0.506614198046063,0.28594572228952,0.264946136249171,0.140073883112771,0.322135938628262,0.131895819266525,0.399844738855356,0.849056676089315,0.350838661556888,0.768335216088231,0.580964521875765,0.765352479113157,0.50216926710118
"9",0.803115286252783,0.610395736990735,0.810614320043854,0.219157104111636,0.482958486389744,0.708613389670483,0.410512815964225,0.717921779334982,0.499231605810985,0.378750599914627,0.26249227422169,0.557692749660796,0.520772111508493,0.221493559348988,0.551848377434419,0.484458283470205,0.733405012936145,0.545078975219324,0.342922032754742,0.309312517349658,0.308091593430847,0.880071962571024,0.773036856991703,0.686974458601278,0.28615367878818,0.355354826359735,0.252886713294539,0.506613686733851,0.285946196338764,0.264946668263409,0.140073346763001,0.322136112431547,0.131896317257743,0.399842517568109,0.849056814246124,0.350838194418818,0.768335083139551,0.580964664773602,0.765353345106495,0.502168905715941
"10",0.80311698430123,0.610396701156596,0.810613189895003,0.219157026320001,0.482957388823287,0.708615059479365,0.41051382219699,0.717923515330115,0.499229479977523,0.378749401129134,0.262492513517118,0.557693650175804,0.520771605273932,0.221494070792618,0.551847973087689,0.484455520542172,0.733405441299825,0.545079139948819,0.342921240387191,0.309312024423573,0.308090841758716,0.880072847261764,0.773038460151217,0.686974891190101,0.286151854808816,0.355353892839132,0.25288715161351,0.506615641468063,0.285944773171942,0.264945683772552,0.14007378606958,0.322135779804284,0.131895967694165,0.399843848312629,0.849056067310134,0.350838494767508,0.7683358935418,0.58096537065081,0.765352335148713,0.502168920951795
