"","draw","date","s","e","i","r","d"
"1",1,2020-11-24,10610136.6598133,1528.97803130581,6984.0367807811,10630104.8188017,10629827.9080129
"2",1,2020-11-25,10610124.5810607,807.206293799095,7395.50413223359,10630420.2854141,10629834.8245392
"3",1,2020-11-26,10610112.1545386,428.839272725887,7454.63215141191,10630744.835264,10629841.9402132
"4",1,2020-11-27,10610099.7923786,233.594558273539,7332.29095172487,10631067.7045109,10629849.0190405
"5",1,2020-11-28,10610087.7232865,128.882808203961,7126.94537725899,10631382.919909,10629855.930059
"6",1,2020-11-29,10610076.0275088,76.9629865038467,6878.3980438762,10631688.3855836,10629862.6273173
"7",1,2020-11-30,10610066.247169,47.5749445873589,6662.48554100221,10631937.1403655,10629868.9534198
"8",1,2020-12-01,10609961.1936254,94.6497135433264,3532.39088487008,10635111.8408243,10629882.3263919
"9",1,2020-12-02,10609902.8630957,83.3280727729624,1830.49002969866,10636876.1359878,10629889.584254
"10",1,2020-12-03,10609872.42482,59.4522655679512,960.361181440926,10637796.7915757,10629893.3715973
"11",1,2020-12-04,10609856.4114234,38.4483789287962,511.033443477811,10638281.1440937,10629895.3641005
"12",1,2020-12-05,10609847.8225151,23.7924207382102,273.423148971232,10638540.9305592,10629896.432796
"13",1,2020-12-06,10609844.7138253,13.6686074773678,146.712177868781,10638680.30658,10629897.0002494
"14",1,2020-12-07,10609837.4539172,13.1900565083684,81.358803691042,10638753.0799271,10629897.3187356
"15",1,2020-12-08,10609799.1516904,32.5470925980067,73.4693944864919,10638779.6578154,10629897.5754471
"16",1,2020-12-09,10609754.2858546,53.9061329636762,67.5628804124812,10638808.7784346,10629897.8681374
"17",1,2020-12-10,10609715.8538335,47.8287766555809,86.8767790324634,10638833.7231945,10629898.1188563
"18",1,2020-12-11,10609665.8324216,58.2132118461913,93.7202823841649,10638866.1903418,10629898.4451824
"19",1,2020-12-12,10609608.9332959,71.6602941319251,99.8697231254164,10638903.1217482,10629898.8163787
"20",1,2020-12-13,10609552.4971928,67.9696164089022,122.997267244787,10638939.7528074,10629899.1845562
"21",1,2020-12-14,10609500.6093483,86.5503831974204,113.162508273279,10638982.5121427,10629899.5670575
"22",1,2020-12-15,10609478.8484501,97.2435647754438,93.5546009069544,10639012.966707,10629899.7881172
"23",1,2020-12-16,10609458.3040114,101.067991057543,85.1628434613426,10639037.8883375,10629899.9782565
"24",1,2020-12-17,10609438.5066191,105.054609075751,76.1946648683913,10639062.4812484,10629900.1642985
"25",1,2020-12-18,10609420.6180309,106.673010375169,70.0749692038993,10639084.7030263,10629900.3324032
"26",1,2020-12-19,10609404.0359981,107.319992084043,65.2019690481563,10639105.3544617,10629900.4890191
"27",1,2020-12-20,10609388.6054372,110.653486260772,57.5169152969047,10639124.9846582,10629900.6409431
"28",1,2020-12-21,10609372.2783706,108.008689320911,56.6888352780668,10639144.6405511,10629900.7849937
"29",1,2020-12-22,10609352.4212761,96.6541272769346,65.9924965033207,10639166.4054202,10629900.9281199
"30",1,2020-12-23,10609327.0478212,83.4491608402145,78.1559647129765,10639192.6607935,10629901.0876997
"31",1,2020-12-24,10609296.9228467,81.5332718214218,78.1728873074923,10639224.4902876,10629901.2821465
"32",1,2020-12-25,10609269.4073772,85.6180231122905,69.485644255241,10639256.406167,10629901.4842284
"33",1,2020-12-26,10609238.0353066,83.7501485143024,70.7852483079537,10639288.1548288,10629901.6759077
"34",1,2020-12-27,10609200.4976859,73.5000928246008,85.5977164109133,10639320.9440737,10629901.8618712
"35",1,2020-12-28,10609161.7321293,60.7835045028429,101.892204905823,10639355.9303006,10629902.0633007
"36",1,2020-12-29,10609133.2258595,59.302247476177,93.2724263137092,10639394.2841135,10629902.3167932
"37",1,2020-12-30,10609116.811224,66.6079371238491,66.5794472279967,10639429.8277578,10629902.5750739
"38",1,2020-12-31,10609105.0818939,68.3557447477182,50.9780914287545,10639455.2260772,10629902.7596328
"39",1,2021-01-01,10609096.6893351,66.3752698371757,43.046021378087,10639473.399125,10629902.8916886
"40",1,2021-01-02,10609089.1218984,64.5649011638804,35.8749227680778,10639489.829067,10629903.0106506
"41",1,2021-01-03,10609082.1099059,64.566431236564,27.3756706158809,10639505.2289976,10629903.1204347
"42",1,2021-01-04,10609076.2263643,58.5269530089721,27.0506725841562,10639517.3829528,10629903.2144974
"43",1,2021-01-05,10609070.7029485,45.5457411128535,35.6958054005415,10639527.1499765,10629903.3069684
"44",1,2021-01-06,10609063.9417647,33.089891754719,44.0856990260021,10639537.8607662,10629903.4233184
"45",1,2021-01-07,10609055.3593175,28.7318932222744,43.0440040404743,10639551.6958218,10629903.5704035
"46",2,2020-11-24,10610136.6471602,1528.93065117401,6983.96347587073,10630104.9336361,10629827.9265167
"47",2,2020-11-25,10610124.5544847,807.162921549094,7395.29686028437,10630420.5236134,10629834.8635601
