"","draw","date","a","c","b","d","r0","recovery_time"
"1",1,2020-03-22,0.00577258828311486,0.520376625580531,0.296588330500287,0.00010663116563581,0.0110930968059431,1.92168508507545
"2",1,2020-04-01,0.11195576039862,0.329692829505789,0.476299350924091,0.00086982005811171,0.0148420069352557,3.03312632397557
"3",1,2020-04-11,0.752710173249611,0.585564537029293,0.0598146493205095,0.00212142854808683,0.0116204704337787,1.7077536919726
"4",1,2020-04-21,0.265857595870796,0.239079047886637,0.243738825093805,0.000719991782112053,0.0119915863462997,4.18271700861954
"5",1,2020-05-01,0.66395524516997,0.21829967409149,0.173800887245752,0.000652983136068585,0.0105114397804984,4.58085887742049
"6",1,2020-05-11,0.162196511247851,0.0804155878008992,0.0974790232337439,0.000902638158685707,0.0118758246018308,12.4353999932936
"7",2,2020-03-22,0.00762732419725518,0.513901134161124,0.29697634101446,0.000352072848107149,0.339575963985756,1.94589957780959
"8",2,2020-04-01,0.0748968571601798,0.454666130269493,0.481007929963928,0.000883887958791252,0.1647293523179,2.19941608451738
"9",2,2020-04-11,0.768007429620942,0.662892473615238,0.143592259773016,0.00132334203889571,0.196820445009004,1.50854028338302
"10",2,2020-04-21,0.297654428382562,0.440354878298512,0.229977092768422,0.00108515917444952,0.31685957165008,2.27089570090356
"11",2,2020-05-01,0.57640403507222,0.182055328908542,0.144468509484951,0.000909232381142885,0.297436168542891,5.49283564504923
"12",2,2020-05-11,0.127410430557942,0.246226642402139,0.110701283189473,0.000563725751853693,0.321788871606309,4.06129893274016
"13",3,2020-03-22,0.00566423315590068,0.487435787404588,0.2885497661662,0.000283340451617093,1.28544357735236,2.05155227794131
"14",3,2020-04-01,0.0895206681381089,0.454834192321908,0.467405599272248,0.000926341062664238,1.15857014552064,2.1986033963169
"15",3,2020-04-11,0.794286585500763,0.639333933646665,0.105767313483717,0.00151847853277118,1.24236575551414,1.56412783269011
"16",3,2020-04-21,0.222305291411684,0.426167448520325,0.243070238196019,0.00112999878321444,1.21145171915488,2.34649549953205
"17",3,2020-05-01,0.582081234638203,0.184085120886352,0.135329421650813,0.000819739227500187,1.36215707809645,5.43226956738871
"18",3,2020-05-11,0.120997208459908,0.231383387287918,0.156014867111115,0.000778853740282927,1.21704667328493,4.32183144918554
"19",4,2020-03-22,0.00574821193158254,0.479353754005722,0.302721427305398,0.000110832953437488,1.11200708811948,2.08614200190047
"20",4,2020-04-01,0.0921565142244121,0.290843397106476,0.497033957383936,0.000860127415152836,0.675942161768865,3.43827643999739
"21",4,2020-04-11,0.725242503380208,0.598655721819559,0.0626297494656546,0.00211965234817079,0.521638365819676,1.67040915763837
"22",4,2020-04-21,0.193101220448709,0.254537605704525,0.248270039113398,0.000999571208296874,0.75863532979432,3.92869256875478
"23",4,2020-05-01,0.662930483403871,0.214747059257844,0.190347369763218,0.00072201418131851,0.927542286632144,4.65664118268234
"24",4,2020-05-11,0.159659465257213,0.163195832965237,0.107390355076064,0.000336313480393441,0.713003779180676,6.12760743843879
"25",5,2020-03-22,0.00538467621597474,0.512268188603885,0.28414095887401,0.00010526500922962,3.04148527904675,1.95210247726949
"26",5,2020-04-01,0.1086470969925,0.365278700047647,0.455631065877233,0.000886701707800452,3.1660926297949,2.73763567344485
"27",5,2020-04-11,0.783179593095199,0.574955418643533,0.067808109948538,0.0014889498246677,3.16202217667316,1.7392652848794
"28",5,2020-04-21,0.240802065998929,0.259613032709558,0.263602565174386,0.000697004023177966,3.08702939027398,3.85188674683658
"29",5,2020-05-01,0.680769674243485,0.22399503361585,0.193653331760641,0.000710180642046343,3.03921771502756,4.46438469575622
"30",5,2020-05-11,0.178456052668653,0.0749976642053395,0.117568948048588,0.00132678272662928,3.08078814605424,13.3337485986504
"31",6,2020-03-22,0.00572179098100283,0.481801573603634,0.300580058748229,0.000109013056073364,2.01697849488377,2.07554324183813
"32",6,2020-04-01,0.0926433303808217,0.287900976557591,0.496349799414198,0.00085443352744096,0.517451845644934,3.47341649186786
"33",6,2020-04-11,0.729417577660285,0.599334104165056,0.0623070165511395,0.00206593244591167,0.52292954078569,1.66851843245784
"34",6,2020-04-21,0.182094439012458,0.255390566403036,0.247522009825839,0.000978859303603357,0.978330526927261,3.91557140925043
"35",6,2020-05-01,0.663236778679028,0.215281527724806,0.194463773117174,0.000720789202215596,2.37948814219134,4.64508037716223
"36",6,2020-05-11,0.156947012004687,0.162533189103432,0.107715604515513,0.000308234506732333,0.965630545185508,6.15258954504131
"37",7,2020-03-22,0.0069840627513414,0.486479058027875,0.306819984671352,0.000162144810787895,NA,2.05558694356521
"38",7,2020-04-01,0.0773425270181774,0.444805470623192,0.516082110186775,0.000741221287627264,NA,2.24817378841802
"39",7,2020-04-11,0.746632625699552,0.60814488072726,0.0738053117528228,0.0013711145229523,NA,1.64434501003138
"40",7,2020-04-21,0.192390351356321,0.346553932439381,0.266071037334369,0.00105623553528673,NA,2.88555375193995
"41",7,2020-05-01,0.615116192322954,0.210417426083047,0.266878351715041,0.000814965379406587,NA,4.75245809539236
"42",7,2020-05-11,0.142203269344923,0.177893689529285,0.100455246860616,0.000571874287678352,NA,5.62133486941581
"43",8,2020-03-22,0.00491440733981957,0.520855240641399,0.28360652587809,9.97263725992841e-05,NA,1.9199192442963
"44",8,2020-04-01,0.0976910711976694,0.410543046909907,0.446405883016952,0.000888735267491342,NA,2.43579816422868
"45",8,2020-04-11,0.771072508133106,0.584986982001711,0.0799315638420854,0.00134993975291784,NA,1.70943974954485
"46",8,2020-04-21,0.22290106548822,0.253723452411525,0.256431400107635,0.00079329999031186,NA,3.94129904230555
"47",8,2020-05-01,0.670333960555827,0.225609552962932,0.198383556640608,0.000709602589422962,NA,4.43243642331183
"48",8,2020-05-11,0.182328892826544,0.0808538682471005,0.122415662416224,0.0012004278223821,NA,12.3679920538107
"49",9,2020-03-22,0.00654033712374241,0.515237116405103,0.298213157584386,0.000134638935861689,NA,1.94085396443713
"50",9,2020-04-01,0.0850468960187134,0.326868755799691,0.481847961605801,0.000793198698370557,NA,3.05933186411005
"51",9,2020-04-11,0.710387846381171,0.591259663742235,0.0701857125368314,0.00223711265291089,NA,1.69130428020532
"52",9,2020-04-21,0.165907608210235,0.272311159319463,0.26284004754317,0.00111054755088197,NA,3.6722696289756
"53",9,2020-05-01,0.663737535420216,0.226846872729589,0.218745365333948,0.000744918076925609,NA,4.4082600212525
"54",9,2020-05-11,0.150967516751822,0.153367020475353,0.10536872315182,0.000265896892857366,NA,6.52030662720414
"55",10,2020-03-22,0.00697640988471192,0.476051762301806,0.299200423976908,0.000204354816591152,NA,2.10061190649689
"56",10,2020-04-01,0.0809562434658365,0.489325192992216,0.472410227909486,0.000816924124695126,NA,2.04363072721642
"57",10,2020-04-11,0.783046308113876,0.642101584880646,0.0937305654956084,0.000999369035032303,NA,1.55738597061068
"58",10,2020-04-21,0.182721680955419,0.43675766472492,0.266074147095223,0.00125954418964866,NA,2.28959920057687
"59",10,2020-05-01,0.572281965673172,0.197718166542468,0.182981112676694,0.000790291575144424,NA,5.05770419323207
"60",10,2020-05-11,0.121493695328719,0.201864820647896,0.190555209604415,0.000892173310957834,NA,4.953810162615
"61",11,2020-03-22,0.0063987177935201,0.505257032254447,0.301428302766759,0.000195484481680051,NA,1.97919066170741
"62",11,2020-04-01,0.0631374906844318,0.467813510669874,0.500100799368428,0.000848692433181068,NA,2.13760393231926
"63",11,2020-04-11,0.761806796286377,0.630909010449601,0.084073226015494,0.00109051044524402,NA,1.58501461135794
"64",11,2020-04-21,0.173759832779168,0.348925066604684,0.301374036577522,0.00101017644395276,NA,2.86594485667306
"65",11,2020-05-01,0.624365330361915,0.208226991450061,0.217285485112803,0.00091813940172031,NA,4.80245136826956
"66",11,2020-05-11,0.129938732664909,0.16994315940323,0.105625208308548,0.000524576259445774,NA,5.88432040166597
"67",12,2020-03-22,0.00705285647621604,0.481512201954726,0.304489085478107,0.000172275177383415,NA,2.07679056925337
"68",12,2020-04-01,0.0756387094361022,0.4392454835699,0.51693599394719,0.000731397182648915,NA,2.27663126293902
"69",12,2020-04-11,0.754109331673864,0.612631829134647,0.0701504615055119,0.00154424080951221,NA,1.63230173889678
"70",12,2020-04-21,0.164690744729737,0.343647875177406,0.264289320746944,0.00104801760693703,NA,2.90995542889289
"71",12,2020-05-01,0.613430062580388,0.212795793195757,0.271772978820127,0.000838225071082384,NA,4.69934102071309
"72",12,2020-05-11,0.144759339164315,0.180602426711347,0.0973833819013707,0.000535712138925633,NA,5.53702415969348
"73",13,2020-03-22,0.00376612072669029,0.465776253022757,0.28763213086672,0.000190488681407105,NA,2.14695359308312
"74",13,2020-04-01,0.0856661588889232,0.52539206199495,0.444992910943672,0.000863970546440206,NA,1.90334051908385
"75",13,2020-04-11,0.847586109379913,0.659975903033466,0.114825353254776,0.0012138228094914,NA,1.51520683619458
"76",13,2020-04-21,0.244325395521527,0.416166613257593,0.267250323320293,0.00140037347752574,NA,2.40288376852814
"77",13,2020-05-01,0.564748154919846,0.188262788885131,0.188788149016835,0.000837664675903182,NA,5.31172413795566
"78",13,2020-05-11,0.122346702656085,0.180912396308877,0.167996990384784,0.000388674574694787,NA,5.52753719702364
"79",14,2020-03-22,0.0050369552801573,0.519207191993692,0.279065852578736,0.000107857093060903,NA,1.92601338236499
"80",14,2020-04-01,0.0970487094369351,0.387860492092495,0.452463607833555,0.000869321774749251,NA,2.5782466128608
"81",14,2020-04-11,0.785274539623589,0.576952487558297,0.0724246908341094,0.00149737350737378,NA,1.7332449752181
"82",14,2020-04-21,0.19895397433729,0.26554214594707,0.267724936462047,0.000744357188846585,NA,3.76588054010578
"83",14,2020-05-01,0.677714170951289,0.228089690617654,0.19545845210469,0.00069753225798071,NA,4.38424024028468
"84",14,2020-05-11,0.177505951134364,0.080573419428378,0.117354482028441,0.00141348077910345,NA,12.4110408506232
"85",15,2020-03-22,0.00656579734713742,0.510100032639198,0.298282865269279,0.000203101701844859,NA,1.96039979614609
"86",15,2020-04-01,0.0594201337757847,0.474736813833257,0.502587368248516,0.000839240443774806,NA,2.1064302806549
"87",15,2020-04-11,0.774082086768966,0.630482447343514,0.0851375385662947,0.00108319531354789,NA,1.58608697865169
"88",15,2020-04-21,0.160030956553982,0.358771526228998,0.302169944175329,0.00105263218878389,NA,2.78728919909245
"89",15,2020-05-01,0.622536404931558,0.207710881016921,0.217551182644471,0.000927897710512033,NA,4.8143842783014
"90",15,2020-05-11,0.13268349760934,0.167193527146061,0.102160170647246,0.000580773151708348,NA,5.9810927915074
"91",16,2020-03-22,0.00412561734042171,0.464738657823365,0.290173819732107,0.000206633270707136,NA,2.1517469725535
