"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.957351711287371,0.622222082985652,0.528447903441826,0.833469884460013,0.677701400480578,0.208973182374052,0.316254115566185,0.454693351084046,0.537019691659231,0.739475059969119,0.741344104915443,0.829087845034164,0.843888488799577,0.274182659263728,0.423920806323152,0.133641960954974,0.452418066130382,0.797909608415949,0.710331856488579,0.248517063242309,0.332126410034674,0.266892914263963,0.129495819125405,0.739492144009086,0.768280844090259,0.519949545789519,0.408938596313801,0.638525443920671,0.722063504600081,0.715089987167073,0.748358668857137,0.868343598359984,0.855736292303658,0.45710466220626,0.433539676796446,0.841871856637322,0.3557968096408,0.366473877146034,0.195172771395435,0.326159781591649
"2",0.957351718116899,0.622222000238433,0.528447864970035,0.833469904254621,0.677701424871148,0.208973193479681,0.31625409328157,0.454693336796959,0.537019705865878,0.739475094834846,0.741344103681736,0.829087852425088,0.843888501618129,0.274182681161218,0.423920823987414,0.13364197544128,0.452418065384046,0.797909607683661,0.710331895932564,0.248517105059547,0.332126431968765,0.266892859581464,0.12949582264953,0.739492126870047,0.768280926000496,0.51994948707378,0.408938607861357,0.63852545049662,0.722063501044769,0.71509000252324,0.748358714168377,0.868343579138542,0.855736272702501,0.45710463746552,0.433539611242521,0.841871832737426,0.355796798209342,0.366473891561015,0.195172732590835,0.3261597505296
"3",0.957351688600403,0.622222013524864,0.528448186925022,0.833469911563742,0.677701602992503,0.208973159700422,0.316254088765253,0.454693343102239,0.537019481950142,0.73947491952032,0.741344115827781,0.829087779624757,0.843888446906676,0.274182510517656,0.423920875815598,0.133642052026683,0.452417855144327,0.797909720216988,0.710331824792576,0.248516955370704,0.332126517837818,0.266893059019506,0.129495801043754,0.739492185917446,0.768280868139301,0.519949481156108,0.408938603109849,0.63852549040441,0.722063458890177,0.715090003632722,0.748358754823454,0.868343573787151,0.855736310095687,0.45710471368478,0.433539713233381,0.841871974474982,0.35579673747072,0.366473773317762,0.195172811602147,0.326159722048825
"4",0.957351720861018,0.622222090400904,0.528448211738551,0.833469914034941,0.677701616676721,0.208973138646681,0.316254099094532,0.454693363521453,0.537019537432352,0.739474933767371,0.74134408379623,0.82908782883052,0.843888429232553,0.274182427983767,0.423920913812401,0.133642083508021,0.452417979427372,0.797909640887524,0.710331777317083,0.248517014969072,0.332126545328544,0.266893138603224,0.129495809428443,0.739492200477939,0.76828076320594,0.519949569448418,0.408938735260648,0.638525380503666,0.722063526934857,0.715090097454845,0.748358782418595,0.868343501022899,0.855736358559342,0.457104813933943,0.433539641586582,0.841871892814831,0.355796857785913,0.366473829957919,0.195172789530274,0.326159618632366
"5",0.957351700246241,0.622222077686404,0.52844830135013,0.833469950112806,0.677701647712194,0.208973203701898,0.316254151717727,0.454693250917791,0.53701955863779,0.73947500478956,0.741344045218486,0.829087821697711,0.843888444196525,0.274182477748976,0.423920764453916,0.133642072824914,0.452417951679123,0.797909614399808,0.710331673890036,0.248516903017981,0.33212644408928,0.26689309994839,0.129495778779898,0.739492228438624,0.768280743626914,0.51994962133981,0.408938743177781,0.638525305003877,0.722063493816346,0.715089989568378,0.748358742765296,0.868343463501234,0.855736385341479,0.457104846932327,0.433539714993753,0.841871866691137,0.355796867681905,0.366473780723856,0.195172775179107,0.326159689536448
"6",0.957351676491749,0.622221990147238,0.528447841525425,0.833469844983049,0.677701340500331,0.208973156072016,0.316254004799828,0.454693409797384,0.537019581961322,0.739475174957676,0.741344016146281,0.829087876167876,0.843888433531643,0.274182816419959,0.423920888252597,0.133641943158715,0.452418092115293,0.797909526278627,0.710331788879851,0.248517057105924,0.332126408001016,0.266892904191546,0.129495798145186,0.739492078953008,0.768280961604798,0.519949510804039,0.408938567447248,0.638525491657125,0.722063439203545,0.715090060262419,0.748358680015087,0.868343570561567,0.855736278944072,0.457104546678599,0.433539635743838,0.84187184958282,0.355796822119755,0.366473864477809,0.19517276136738,0.326159706535869
"7",0.957351710014671,0.622222078835579,0.528447911328351,0.833469882163017,0.67770141554197,0.208973189082464,0.316254111895828,0.454693346543351,0.537019677361564,0.739475061206908,0.741344108424058,0.829087848041795,0.8438884965634,0.274182665918585,0.423920805581554,0.133641960162977,0.452418066652088,0.797909610248226,0.710331848188458,0.248517057889344,0.332126418437387,0.266892915026096,0.129495812500566,0.73949214345128,0.768280840908477,0.519949534057251,0.40893859479521,0.638525439594732,0.722063489615114,0.715089990633836,0.748358659765588,0.868343599940688,0.855736289410259,0.457104654749505,0.433539677148863,0.841871865266085,0.35579682688951,0.366473873270274,0.195172758193183,0.326159773283722
"8",0.957351721003841,0.622221970716401,0.528448127098085,0.83346983633199,0.677701569662258,0.208973274682499,0.316254234645134,0.454693290775072,0.537019663381945,0.739474888629948,0.741343956979741,0.829087884944408,0.843888456150245,0.274182417977615,0.423920653901616,0.133642064324383,0.452417819907411,0.797909595117104,0.710331813708047,0.248517034123082,0.33212661622168,0.266893089588785,0.129495760151762,0.739492141141083,0.768280729511281,0.519949567242073,0.408938641322978,0.63852522133075,0.722063356713353,0.715090040825675,0.748358798157437,0.868343393588547,0.855736370255885,0.457104757045707,0.433539686988968,0.841871786110725,0.355796883221183,0.366473841711187,0.195172811022985,0.326159679918186
"9",0.957351702996923,0.62222202951303,0.528448020856579,0.833469871782356,0.677701538789101,0.208973180419954,0.316254028062819,0.454693335452588,0.537019496897218,0.739474963249493,0.741344154195172,0.829087817386586,0.84388846398474,0.274182558622249,0.423920764904296,0.133642023396521,0.45241794348974,0.797909703017435,0.710331782556677,0.248517028814316,0.332126555278485,0.266893040055855,0.129495784044264,0.739492189974421,0.768280757410716,0.51994942774455,0.408938536467511,0.638525447725182,0.722063470669871,0.715090008306684,0.748358742091911,0.868343595066336,0.855736331576983,0.457104704928031,0.433539680961028,0.841871922067968,0.355796681452655,0.366473782065339,0.195172753227241,0.326159769619106
"10",0.957351719285973,0.622221968302801,0.52844812971579,0.833469848503003,0.677701619924448,0.208973238040227,0.316254182427125,0.454693274938304,0.537019777091257,0.739474931570092,0.741344001606522,0.829087878118521,0.843888462297228,0.274182433179873,0.423920689342669,0.133642064322463,0.452417911356338,0.797909616394719,0.71033174104423,0.248516952204088,0.332126444584076,0.26689305138849,0.129495765845905,0.739492176390031,0.768280732555573,0.519949616581351,0.40893868444504,0.638525297013747,0.722063391187109,0.715090045781157,0.748358705361887,0.868343404319125,0.855736371914994,0.457104763191992,0.433539755530365,0.841871786510551,0.355796837616253,0.366473799983342,0.195172821411743,0.32615964186812
