"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.426899690518339,0.513947902168002,0.873390733247681,0.680585051972219,0.547371170684848,0.174559182826131,0.193356888125758,0.345294018747098,0.699022209142498,0.846639716066514,0.433394798631971,0.558712971828876,0.184384956797833,0.500971304489822,0.551202467924162,0.255100952156374,0.158600174165773,0.296420902792529,0.459736807537353,0.632798575235321,0.787794087270537,0.164033746071934,0.860958334177449,0.415108467708327,0.230718442078539,0.149154621860001,0.779155881835548,0.416289075106951,0.751800983739697,0.184147596452345,0.171054972521259,0.604333478001629,0.871371910568754,0.460144455075297,0.140474399503098,0.791867202233465,0.306562697244202,0.189699100017041,0.730202583547986,0.169856791804203
"2",0.426899742235318,0.513947904687648,0.873390728035345,0.680585076847136,0.547371174233738,0.174559209895509,0.193356873739887,0.345294080349662,0.699022176707884,0.846639727425799,0.433394763741984,0.558712918830009,0.184384950690252,0.500971320648518,0.551202496083762,0.255101042274037,0.158600185062135,0.296420921435141,0.459736828451625,0.632798593475821,0.787794125127463,0.16403377196889,0.860958332470026,0.415108492320839,0.230718455694573,0.149154614731135,0.779155815520281,0.416289092718005,0.751800938756136,0.184147595631383,0.171054979451605,0.60433352128103,0.871371924799046,0.460144468732294,0.140474374052999,0.791867204478003,0.306562724666594,0.189699168946448,0.73020251622022,0.169856834160301
"3",0.426899765309721,0.513947812114107,0.873390811866738,0.68058489919194,0.54737103187467,0.174559304627191,0.193356861456055,0.345293917153087,0.699022135677593,0.84663976304361,0.433394919727576,0.558713028862812,0.184384993852507,0.500971417504503,0.551202356509378,0.255100885023891,0.158600157126353,0.296420866543352,0.4597368605945,0.632798644091524,0.787794093455862,0.164033739293567,0.860958342437525,0.41510865076604,0.230718433020878,0.149154649432727,0.779155908071826,0.416288954043481,0.751800969398833,0.184147518499464,0.171054958572489,0.604333391621626,0.871371844777576,0.460144646038408,0.140474495856698,0.791867292204612,0.306562584115045,0.189699145055267,0.730202590943092,0.169856681266059
"4",0.426899620329736,0.513947618777637,0.873390782187403,0.680584978723113,0.547370916143206,0.174559340043355,0.193356810274603,0.345293868052686,0.699022167193877,0.84663984451031,0.433394750521073,0.558713143517682,0.184384964284986,0.500971473096445,0.551202411625249,0.255100924819718,0.158600191020026,0.296420841677774,0.459736899212232,0.632798580665421,0.787794086604981,0.164033699018381,0.860958399202973,0.415108518210529,0.230718412884512,0.149154717443177,0.779155934036392,0.416288992432438,0.751801120650335,0.184147398554929,0.171055059242003,0.604333383085037,0.871371855157872,0.460144798546712,0.14047452770808,0.79186725745632,0.306562443786477,0.189699139347241,0.730202550900362,0.169856744854829
"5",0.426899661483542,0.513947628287058,0.873390751251163,0.680584899420378,0.547370969124125,0.174559351286171,0.193356807985312,0.345293949327484,0.69902223762172,0.846639938572145,0.433394888198296,0.558713117891143,0.184385019237412,0.500971365720576,0.551202384751309,0.255100945639291,0.158600242614675,0.296420850418238,0.459736932337972,0.632798621848348,0.787794104444467,0.164033645403649,0.860958393703184,0.415108444913175,0.230718364984528,0.149154679511221,0.779155903615683,0.416288992214747,0.751801155757771,0.184147386558297,0.171055108908018,0.604333504457431,0.871371822194651,0.460144612906495,0.140474532417015,0.791867327681367,0.306562496510961,0.189699178057418,0.730202602868547,0.169856755780229
"6",0.42689982159431,0.513947831854476,0.873390707170543,0.680585130396079,0.547371225087398,0.174559163888786,0.193356820270651,0.345294143813761,0.699022150470274,0.846639796404703,0.433394681111635,0.558712877826959,0.18438492311071,0.500971325143656,0.551202525330508,0.255101147016469,0.158600218256989,0.296420803582954,0.459736914490036,0.632798509063924,0.787794089893298,0.164033770160856,0.86095835080082,0.415108320479732,0.230718371861549,0.149154590409504,0.779155867682071,0.416288996947258,0.751800994570308,0.184147650848042,0.17105498021641,0.604333426196328,0.871371946213968,0.460144499946102,0.140474293879052,0.791867202593657,0.30656262288591,0.189699127308582,0.73020248331274,0.169856773901659
"7",0.426899690422478,0.513947902724815,0.873390729686255,0.680585055978237,0.547371176315544,0.174559188958674,0.193356884874986,0.345294023325456,0.699022207946239,0.846639718596073,0.433394814227807,0.558712972006913,0.184384951664962,0.500971316566675,0.551202453448745,0.255100968872911,0.158600176378625,0.296420894331422,0.459736796759385,0.632798574397442,0.787794088548324,0.164033753183867,0.860958340768796,0.415108490348151,0.230718452793719,0.14915463091843,0.779155876407062,0.416289073251506,0.751800976878728,0.184147601474278,0.171054972035151,0.604333468505683,0.871371906892647,0.460144430670373,0.140474409210089,0.791867206697946,0.306562694702557,0.189699108232575,0.730202592228412,0.169856781980213
"8",0.426899625909491,0.51394761062177,0.873390733446556,0.680584822373034,0.547371136085572,0.174559379439607,0.193356822595466,0.34529395114919,0.69902205708743,0.846639894507989,0.433394770369026,0.558713097828844,0.184385038588526,0.500971417636929,0.551202368779245,0.255100970379373,0.15860014701309,0.29642085748003,0.459736868360991,0.632798543970171,0.787794051946586,0.164033677753137,0.860958313580157,0.415108306951478,0.230718348995952,0.14915474738644,0.779155854819149,0.416289000710685,0.75180114154967,0.184147446566244,0.17105513946121,0.604333288398991,0.871371776782282,0.460144662525343,0.140474645729355,0.791867246122627,0.306562647244872,0.189699172446698,0.730202557546632,0.169856631488269
"9",0.426899691596088,0.513947802851688,0.873390765309951,0.68058507703875,0.547371127604068,0.174559244538862,0.193356943402775,0.345294001218222,0.699022199499281,0.846639780390091,0.433394900959175,0.55871300424817,0.184384919678077,0.500971411466543,0.551202457473387,0.25510088916934,0.158600166096679,0.296420866000576,0.459736870724027,0.632798513666573,0.787794060863759,0.164033780144225,0.860958333444587,0.415108618866009,0.230718462219472,0.1491546285374,0.779155921612153,0.416288938933044,0.75180099734694,0.184147598089,0.171054888706237,0.604333415256144,0.871371894286565,0.460144510502817,0.140474473489536,0.791867160642832,0.306562596920622,0.189699149374149,0.730202541187835,0.169856780416256
"10",0.426899705577714,0.513947634052674,0.873390745710337,0.680584806545173,0.547371051852001,0.174559359125444,0.193356802335167,0.345293865657801,0.699022118297658,0.846639899423492,0.433394795086274,0.558713072101636,0.184385106616895,0.500971447089551,0.551202390976446,0.255100963588616,0.158600175516726,0.296420801837392,0.459736938634389,0.632798540457591,0.78779413365999,0.164033684985201,0.860958322055075,0.415108335533671,0.230718321691551,0.149154748881208,0.77915586392338,0.416288929009522,0.751801182863273,0.184147490704853,0.171055103990352,0.604333347840468,0.871371788718769,0.460144687003051,0.140474595327827,0.791867279304076,0.306562677130847,0.189699137136787,0.730202611091769,0.169856690699682
