"","dates","a","c","b","d","S","E","I","R","D","T","Tcum"
"1","2020-03-15",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.849338533205765,0.0414161006447177,0.108856813738107,0.000372271818487044,1.62805929227757e-05,1028,5212
"2","2020-03-16",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.848626862104271,0.0344540730646055,0.116112131407821,0.000773122400144703,3.38110231588033e-05,1319,6531
"3","2020-03-17",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.847874234702785,0.0288076903305551,0.122068301021083,0.00119740762315642,5.23663224212513e-05,1294,7825
"4","2020-03-18",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.847088153192231,0.024228544208718,0.126970584086522,0.00164095451859888,7.17639939296871e-05,1756,9581
"5","2020-03-19",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.846274702750664,0.0205151291506005,0.131017934198841,0.00210037790655115,9.18559933425133e-05,2259,11840
"6","2020-03-20",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.845438818774939,0.0175039867424023,0.134371740605236,0.00257293165363101,0.000112522223791024,2121,13961
"7","2020-03-21",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.844584503948375,0.0150625218824804,0.137162920894793,0.00305638801520785,0.000133665259142847,1882,15843
"8","2020-03-22",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.843715004481011,0.0130831752219902,0.13949767447388,0.00354893975952918,0.000155206063588612,1801,17644
"9","2020-03-23",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.84283295314905,0.011478695887256,0.14146214967214,0.00404912077212561,0.000177080519428109,2291,19935
"10","2020-03-24",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.841940485353605,0.010178306786828,0.143126229598081,0.00455574165103484,0.000199236610451118,3062,22997
"11","2020-03-25",0.00744432423122573,0.202934525296726,0.00355981379148359,0.000155681618489325,0.841039333265448,0.00912459399394892,0.144546603141233,0.00506783746224843,0.000221632137122222,4107,27104
"12","2020-03-25",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.840723812294944,0.00620076838601127,0.147329252803184,0.00519684241866041,0.000549324097200153,4107,27104
"13","2020-03-26",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.840403587331517,0.00429987816940656,0.149086687048054,0.00532782017802299,0.000882027272999625,4633,31737
"14","2020-03-27",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.840080461724375,0.00306390900147289,0.15017772167743,0.00546003495003896,0.00121787264668286,5359,37096
"15","2020-03-28",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.839755607101508,0.00226014745470946,0.150835591638343,0.00559300846473555,0.00155564534070418,4224,41320
"16","2020-03-29",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.839429784599761,0.0017373270247569,0.151211902854246,0.00572642984379079,0.00189455567744572,2848,44168
"17","2020-03-30",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.839103488625375,0.00139712260399073,0.151405201389559,0.00586009701582205,0.00223409036525347,5159,49327
"18","2020-03-31",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.838777040269625,0.00117562159987039,0.151479543727395,0.00599387863559662,0.00257391576751418,6661,55988
"19","2020-04-01",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.838450648008913,0.00103127996630938,0.151476567667446,0.00612768933102643,0.00291381502630511,6102,62090
"20","2020-04-02",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.838124447146226,0.000937093491489597,0.151423338556983,0.0062614736133815,0.00325364719192011,6673,68763
"21","2020-04-03",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.837798525438994,0.00087550904493674,0.151337449440878,0.0063951954187033,0.00359332065648932,7398,76161
"22","2020-04-04",0.00256929147327853,0.428593541196657,0.000883336900733411,0.00224380836567308,0.837472939751222,0.000835116827012012,0.15123033622675,0.00652883130957131,0.00393277588544542,5837,81998
"23","2020-04-04",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.837191920677019,0.000709807631658282,0.149915164575937,0.00808913127783078,0.00409397583755401,5837,81998
"24","2020-04-05",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.836913487622206,0.000634014080635561,0.148563163009044,0.00963558953336407,0.00425374575475011,4812,86810
"25","2020-04-06",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.836637685794523,0.000587342192088285,0.14719497290532,0.0111679408703573,0.00441205823770965,6435,93245
"26","2020-04-07",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.836364530568525,0.000557806343160257,0.145822674386733,0.0126860857036348,0.00456890299794587,8173,101418
"27","2020-04-08",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.836094019909837,0.000538362440224855,0.144453316641632,0.0141900212594149,0.00472427974888987,8469,109887
"28","2020-04-09",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.835826141672876,0.000524870492154353,0.143090992665149,0.0156798011413046,0.00487819402851448,8180,118067
"29","2020-04-10",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.835560877886834,0.000514897230914772,0.14173805856528,0.0171555115721694,0.00503065474480029,5702,123769
"30","2020-04-11",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.835298207272333,0.000507012420768115,0.140395850136938,0.0186172574362598,0.00518167273369966,4891,128660
"31","2020-04-12",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.835038106718661,0.000500375304233954,0.139065103984127,0.0200651540808417,0.00533125991213507,3250,131910
"32","2020-04-13",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.834780552150357,0.000494491559169713,0.137746205007166,0.0214993225026145,0.00547942878069137,3215,135125
"33","2020-04-14",0.00222884179092944,0.529646578160122,0.0103621398903399,0.0010705482843332,0.834525519035078,0.000489070463978471,0.136439331845815,0.0229198865233092,0.00562619213181713,6173,141298
"34","2020-04-14",0.000310343377761511,0.358540222347213,0.0723453141705167,0.00982152286218479,0.834491576012638,0.000370166971421878,0.125823217248306,0.0324016178775828,0.00691342189005134,6173,141298
"35","2020-04-15",0.000310343377761511,0.358540222347213,0.0723453141705167,0.00982152286218479,0.834460278513378,0.000284871643933722,0.116009794908925,0.0411446837281723,0.00810037120559038,8476,149774
