date,region,param_a,param_c,param_b,param_d,latent_S,latent_E,latent_I,latent_R,latent_D,observed_I,observed_R,observed_D,data_I,data_R,data_D
2020-08-03,PL41,0.0028290489763074917,0.2,0.09976427627022894,0.001381499921325191,0.979940679642821,1391.0478874690255,2295.5609096130866,3800.2895452714192,5.257362754036317,2298.109256796534,3800.610421145127,6.172407283288057,541.0,,6.0
2020-08-10,PL41,0.0028290489763074917,0.2,0.09976427627022894,0.001381499921325191,0.9797378356312246,387.1816186003665,1950.9981419977744,18856.551805491148,26.086363144382414,1951.6229149561145,18861.44877516198,27.471952722974837,350.0,,8.0
2020-08-17,PL41,0.0028290489763074917,0.2,0.09976427627022894,0.001381499921325191,0.9796009175722995,117.07435530062101,1232.792275186004,32023.86798439529,44.30217455162809,1234.660354463646,32017.86422578048,45.51617894991363,399.0,,5.0
2020-08-24,PL41,0.0028290489763074917,0.2,0.09976427627022894,0.001381499921325191,0.9795230259545559,39.86538484509515,707.1120366565478,42444.79961339441,58.71860707762778,707.0504372030666,42441.21107169368,59.64808655473352,527.0,,7.0
2020-08-31,PL41,0.000560258209867992,0.2,0.09704621355667237,0.0011846792572030918,0.9794887953064457,14.01602226455957,390.72436439543173,50871.27443701013,70.19984701114132,391.67818597532045,50871.612280555004,71.01873576897917,348.0,,5.0
2020-09-07,PL41,0.000560258209867992,0.2,0.09704621355667237,0.0011846792572030918,0.9794844443287062,4.271533953015497,217.3259533640229,58223.61302847405,79.89862771803749,218.3767241546741,58220.18229626675,81.02622318896297,336.0,,9.0
2020-09-14,PL41,0.000560258209867992,0.2,0.09704621355667237,0.0011846792572030918,0.9794821915627382,1.4150642811781093,116.39870460757733,65007.703158631826,88.9650139663374,116.99305087554623,65008.78645658408,90.06928511998643,437.0,,15.0
2020-09-21,PL41,0.000560258209867992,0.2,0.09704621355667237,0.0011846792572030918,0.9794810385120909,0.5335960526427928,61.956146671517146,71570.9677778031,97.8140988769155,62.89232719362555,71563.14927680141,98.36159358384052,601.0,,20.0
2020-09-28,PL41,0.11424918195418172,0.2,0.0009404689246456094,0.09910794608923983,0.9794538861772477,6.942867520821945,34.201496048605755,78053.49706936862,106.70220686582279,35.15376119958631,78071.11004345465,108.1058799623829,1182.0,,44.0
2020-10-05,PL41,0.11424918195418172,0.2,0.0009404689246456094,0.09910794608923983,0.9793760235730816,15.253904233305978,30.927874049298396,84602.35603526233,115.92453448536648,32.37566776151796,84597.53255438489,117.08694863237629,2209.0,,39.0
