"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1",1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.64409596190712,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,1.8341806020399,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927,6.05930459842927
"2",1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.64407284085619,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,1.83419977450335,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429,6.05928297009429
"3",1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.64413030151859,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,1.83415965629126,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417,6.05933845732417
"4",1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.64417781492438,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,1.83414432211193,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105,6.05916575630105
"5",1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.64419541043181,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,1.83414111425003,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088,6.05913690274088
"6",1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.64413640643632,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,1.83415520148406,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325,6.05933940359325
"7",1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.64414774896128,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,1.8341690897789,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159,6.05945148469159
"8",1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.64425716864503,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,1.83412843614879,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126,6.05905787045126
"9",1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.64425476754653,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,1.8341296908034,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731,6.05903202099731
"10",1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.64417599461264,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,1.83414697716106,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949,6.05919310629949
"11",1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.64422934833917,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,1.83416020044592,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477,6.05910853219477
"12",1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.64418002584261,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,1.83413996391555,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213,6.05918502413213
"13",1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.64414024588023,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,1.83416076822763,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252,6.05934410247252
"14",1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.64412846693184,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,1.83416815357273,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625,6.05938874773625
"15",1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.64406263851853,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,1.83418890104628,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438,6.05924196700438
"16",1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.64413662597773,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,1.83415374584228,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232,6.05934131232232
