"","V1","V2","V3"
"1",0.402948456663256,0.500068112226289,0.877627942880347
"2",0.402954859046248,0.500070563762311,0.877629921324508
"3",0.402952552762966,0.500074786458229,0.877627910640736
"4",0.402957008156157,0.500070517270835,0.877623561643479
"5",0.402948434257427,0.500074148293211,0.877622791296425
"6",0.402951011524802,0.500090278697358,0.877628923604983
"7",0.402957470158248,0.500064820109361,0.87762417340238
"8",0.402945223283622,0.500065520068817,0.877630332542536
"9",0.402947201879614,0.500070707030205,0.877630163847628
"10",0.402956496210837,0.50006668100101,0.877623672454771
"11",0.402950625015075,0.50005766544344,0.877625411134452
"12",0.402951461056477,0.50007580143882,0.877623837659388
"13",0.402951700636486,0.500076313358077,0.877627801343882
"14",0.402950648527387,0.5000766196753,0.877628257217571
"15",0.402955570991115,0.500072818480684,0.877629757348215
"16",0.402949720143783,0.500089948060873,0.877629066590888
"17",0.402957355091914,0.500072855900645,0.877629645317513
"18",0.402946533118394,0.500069295809266,0.87763065798218
"19",0.402946604150189,0.500071928301186,0.877626492004039
"20",0.402945766872718,0.500066767339036,0.87762981445665
"21",0.402946490385116,0.500062758652736,0.877627366925917
"22",0.402954736150758,0.500072365903638,0.877624130199357
"23",0.402946657918161,0.500061736455768,0.877628756035029
"24",0.402957180811289,0.500073163235291,0.877629742775631
"25",0.402949923222606,0.500078321110119,0.877622882155509
"26",0.402956028098445,0.500068561786045,0.877622187456571
"27",0.402955433216543,0.500070446920567,0.877630054810772
"28",0.402945963884399,0.50007445001598,0.877627303025745
"29",0.402951193823039,0.500067656201402,0.877628568131122
"30",0.402950667226888,0.500072978518778,0.877627583153458
"31",0.402955309323124,0.500071415316622,0.877625632738062
"32",0.402951538297856,0.500071169651807,0.877627591407977
"33",0.402957867567898,0.500064986959376,0.877620183253401
"34",0.40295382367889,0.500076184911196,0.877628369784487
"35",0.402949194892452,0.500078192066523,0.877622916202793
"36",0.402945386685014,0.500072210840733,0.877626210382352
"37",0.402952564932814,0.500065724359957,0.877623610999569
"38",0.402953209375333,0.500073717590755,0.877628921028099
"39",0.402953698094437,0.500073557024766,0.877629314616243
"40",0.402957116442031,0.500066066009587,0.877625560289457
"41",0.402949835444654,0.500084265702512,0.877630452440576
"42",0.402955684315766,0.500068892343399,0.877624777767476
"43",0.402947284297851,0.500070908774698,0.877628084524552
"44",0.402955059197685,0.500073322156031,0.877623799850447
"45",0.402946828267972,0.500069827432212,0.877625014390062
"46",0.402949643776864,0.500091231237597,0.877629946578077
"47",0.402948770974876,0.500074125565593,0.877623776219256
"48",0.40295428473974,0.500066993002451,0.877623525567786
"49",0.402955492658023,0.500075146597531,0.877624552788025
"50",0.40294951345386,0.500078470730479,0.8776224876777
"51",0.402959107525917,0.500076422403537,0.877624437729481
"52",0.40295101152353,0.500071739286602,0.877627751211663
"53",0.402950929439664,0.500071701164261,0.877627568879544
"54",0.402949278043636,0.50007684780433,0.877622485151207
"55",0.40295456948336,0.500069170929976,0.877621927618362
"56",0.402944228941515,0.500065167219064,0.877630604047275
"57",0.402954330351803,0.500073720421011,0.877625388926106
"58",0.402945153343956,0.500065716882006,0.877630382916202
"59",0.40295216762091,0.500079214001992,0.877630546616647
"60",0.402957295833423,0.500065843484531,0.877624389830771
"61",0.40295119748097,0.500075690564787,0.877623667034693
"62",0.402949594814372,0.500058175914523,0.877625070897296
"63",0.402948817552554,0.50007935356358,0.877623568336043
"64",0.402947101569245,0.500063012545884,0.877629247716876
"65",0.402952508214156,0.500070551450672,0.877626493691367
"66",0.402952396372054,0.500076241355376,0.877627417111627
"67",0.402955766707428,0.500073314772823,0.877629212480297
"68",0.402945384234072,0.500067858676271,0.877630259504266
"69",0.402948310573442,0.500076709635394,0.877624982126961
"70",0.402953133246493,0.500068683651056,0.87762539702424
"71",0.402947624477729,0.500064923819125,0.877625664781908
"72",0.402957430130211,0.500067826987222,0.877623180701331
"73",0.402946914549788,0.50007926526765,0.877628964986068
"74",0.402945971022337,0.500063825147473,0.877629554757067
"75",0.402957208638921,0.50006893579897,0.877625891740403
"76",0.402955219885671,0.500072992684365,0.87762418097456
"77",0.402945477705689,0.500071816623092,0.877626613981881
"78",0.402954096450069,0.500065345102525,0.877621330461907
"79",0.402954417002377,0.500072468365247,0.877628814345788
"80",0.402950975093438,0.500059101888431,0.877625892544517
"81",0.402947567777699,0.500071095192523,0.877625140472348
"82",0.402948091318084,0.500081159467952,0.877629053545262
"83",0.402949574217545,0.500064780960686,0.877625581102578
"84",0.402950640873669,0.500081912756836,0.877629833744599
"85",0.402945409863477,0.500066701432598,0.877631029862267
"86",0.402949844445602,0.50008257285474,0.877628923077048
"87",0.402951205345355,0.500077614574789,0.877629111914479
"88",0.402946052832758,0.500076046431247,0.877628337791413
"89",0.40294505779753,0.500064859336867,0.877630576935621
"90",0.40295624125235,0.500065529773341,0.877622549271849
"91",0.402952579299326,0.500077103183847,0.877628253570864
"92",0.402953282557974,0.500068029336152,0.877625733494791
"93",0.402956573216484,0.500068852321856,0.877630091716088
"94",0.402953508123233,0.500071390631342,0.877630756813755
"95",0.402949174990069,0.500074805517915,0.877628743527027
"96",0.402952503484431,0.500077028536554,0.877629004043513
"97",0.402951683745815,0.500075024802124,0.877628542734176
"98",0.402946194027517,0.500067236442933,0.877630156040045
"99",0.402949783035772,0.500071438695655,0.877627579730113
"100",0.402944232184053,0.500063285379165,0.877630197561157
"101",0.402950770854746,0.500079074847202,0.877626398247407
"102",0.402954143444898,0.500068739209744,0.877624308938445
"103",0.402949781453056,0.500079135749052,0.877622689220053
"104",0.402950251838873,0.500059952349618,0.877625517696883
"105",0.402948854207027,0.50007266064493,0.877628780192824
"106",0.402951610389729,0.50006752067073,0.877630811939943
"107",0.40295375070527,0.500064559134355,0.877620688151125
"108",0.402948461408643,0.500075799707139,0.877623432138332
"109",0.402949344233979,0.500087520612414,0.877629570667843
"110",0.402952401889899,0.500069341860524,0.877628165313952
"111",0.402948962822338,0.500067931588376,0.87763039463516
"112",0.402952590965863,0.500064609994194,0.877623058526455
"113",0.402955211511793,0.500070476347283,0.877629664783597
"114",0.402948817206438,0.500090502981109,0.877628971163149
"115",0.402949102407555,0.500069356346196,0.877628695682429
"116",0.402947323849544,0.500069849359042,0.877630638327954
"117",0.40295689790017,0.500069555325732,0.877622474153913
"118",0.40294698583284,0.50007160599341,0.877627561110396
"119",0.402949758253392,0.50009014517583,0.87762969548287
"120",0.402953113137676,0.500068760795302,0.877625617175873
"121",0.402954501479586,0.500067541848659,0.877623583655781
"122",0.402952597945865,0.500076236325895,0.877627517876869
"123",0.402951600436649,0.500084428064239,0.877629454998812
"124",0.402945459468294,0.500064466754434,0.877629456819644
"125",0.402950237831823,0.500060947195338,0.877626457777936
"126",0.402949980135362,0.500090484968692,0.877629155858929
"127",0.402947694443281,0.500061811566723,0.877629173022677
"128",0.402951073972785,0.500080169965711,0.877630603247415
"129",0.402950023828731,0.500077819747772,0.877622429874315
"130",0.402952673066641,0.500072947552013,0.877627260844816
"131",0.402952803844465,0.500081617290494,0.877630529655184
"132",0.402953977347843,0.500072711322427,0.877625080237588
"133",0.402958831237211,0.500077331350158,0.877625001781242
"134",0.402946787703083,0.50008113886058,0.87762939043008
"135",0.402951066713545,0.500059090520939,0.877625953045512
"136",0.402950561588778,0.500065570701704,0.877625368778029
"137",0.402950744060035,0.500070690163048,0.877628264572786
"138",0.402952135784924,0.500084708959134,0.877629110581025
"139",0.402949941692383,0.500078102307731,0.877622133163125
"140",0.402956021086907,0.500069007203007,0.877630204856703
"141",0.402953354380682,0.500073092705817,0.877627351248717
"142",0.402949832711996,0.500060719860296,0.877625994627427
"143",0.402958286904261,0.500075628043266,0.877624469527341
"144",0.402958561255461,0.500064044604389,0.877623543607452
"145",0.402956340577119,0.500068073577489,0.877630480715538
"146",0.402949443528977,0.500082610807091,0.877629104384713
"147",0.40295105831832,0.500062631166472,0.877625300205552
"148",0.402956304749431,0.500068000122563,0.877625298323209
"149",0.40294858884476,0.500076523483162,0.877622681590707
"150",0.402957637709196,0.500066637304127,0.877621488943702
"151",0.40295210005226,0.500070398066228,0.877626519686551
"152",0.402945402453887,0.500069711196996,0.877630686629588
"153",0.40294739788649,0.500069404711027,0.877625048970218
"154",0.402956115174476,0.500065480894408,0.877622237430659
"155",0.402947769609211,0.500066673305971,0.877624851008168
"156",0.402946861502944,0.500067695512792,0.877630522918586
"157",0.402957022147318,0.500069884382815,0.877623107251812
"158",0.402947232214526,0.500068785916678,0.877624837691492
"159",0.402955003236317,0.500070336088717,0.877629987294765
"160",0.402946402729196,0.500077706137048,0.877624868946352
"161",0.402957673186665,0.500064974262486,0.877621259099064
"162",0.402955610284389,0.500077247056337,0.877625548456817
"163",0.402955837897793,0.50006837527407,0.87763017755449
"164",0.402956263428854,0.500068410210842,0.877630280119513
"165",0.402952773769237,0.500078692227053,0.877628634421451
"166",0.402948132640766,0.500074716071812,0.877623633863396
"167",0.402948697234256,0.500076723895915,0.877622763591514
"168",0.402949451531537,0.500088917688048,0.877629416061605
"169",0.402953663782535,0.500072566065495,0.877627311846478
"170",0.402954551836283,0.500072217984421,0.877630594236774
"171",0.402944136894422,0.500072605030224,0.877628380389731
"172",0.402951785036166,0.50007623733226,0.877627742861502
"173",0.40295112161815,0.500089652516277,0.877629135189218
"174",0.40295052464119,0.500058551571126,0.877625653125357
"175",0.402954245991811,0.50007139232177,0.877629706165628
"176",0.402951500292411,0.500075498896612,0.877623434900673
"177",0.402958258264162,0.500075510101944,0.877624593422115
"178",0.402953285090034,0.500070400594534,0.877627157656954
"179",0.402954989262542,0.500065078055137,0.87762230701841
"180",0.402953266591644,0.500073009844058,0.877627258302511
"181",0.402950477632301,0.50008960504207,0.877629143015005
"182",0.402953963622531,0.500066674426382,0.877623012626766
"183",0.402946796783658,0.500061626248419,0.87762997482945
"184",0.402955873211353,0.500067906836366,0.877623981386971
"185",0.402950226143104,0.5000628163468,0.877626363163581
"186",0.402949296006926,0.500077842376047,0.877623116883701
"187",0.402951609313205,0.500083292077748,0.877630488887086
"188",0.402948305219993,0.50007490842867,0.877623442663916
"189",0.402943328963031,0.500064772696782,0.877630557897979
"190",0.402955046334565,0.500070593841454,0.877629987156313
"191",0.402953922942374,0.500069706625285,0.877624400107788
"192",0.402947485706522,0.500080948400369,0.877629201190734
"193",0.402950341302777,0.50005862177045,0.877625716237103
"194",0.402956132815308,0.500067427265777,0.877623351799161
"195",0.402950312843441,0.500087811632106,0.877629535970378
"196",0.402955578003664,0.500071972626265,0.877630430175643
"197",0.402950494782212,0.500078534838303,0.877626537728688
"198",0.402946219451631,0.500067976230612,0.877631570606749
"199",0.402947240668179,0.500080615429183,0.877629040592014
"200",0.402944948500533,0.500064829441642,0.877630561801807
"201",0.402955684722523,0.500067106826583,0.87762350317343
"202",0.402945582645198,0.500063058576817,0.87762879777594
"203",0.402956516119362,0.500067949366524,0.87762311736247
"204",0.402948719334801,0.500073610440287,0.877628702490489
"205",0.402949325635095,0.500090600790872,0.877629316715421
"206",0.402949956983341,0.500082501482183,0.87762967382514
"207",0.402955701851224,0.500066152049578,0.877621410537661
"208",0.402952532806354,0.500073363237012,0.877622112330297
"209",0.402953206955486,0.500076076052204,0.877627640147945
"210",0.402951468860591,0.500068031843692,0.877623200695349
"211",0.402953320977095,0.500070798256292,0.877626147122131
"212",0.402952678411977,0.500072386988822,0.877627071321259
"213",0.402946938943329,0.500076007970358,0.877624817567286
"214",0.40295087645842,0.500065689455284,0.877625373234937
"215",0.402950286773166,0.500087731023041,0.877629620538914
"216",0.402947757580299,0.500074217353287,0.877623632560509
"217",0.402947949861102,0.500064419523559,0.877625634424689
"218",0.402953629814562,0.500071386646298,0.877630788291426
"219",0.402957652534689,0.500066054169984,0.877625408903437
"220",0.402951786111756,0.500068453103859,0.877628981062488
"221",0.402948737188004,0.500091322803708,0.877629179073072
"222",0.402949249114499,0.500074826845374,0.877628424958967
"223",0.402946539245132,0.500071587779611,0.877627423764286
"224",0.402957098802615,0.500072526688881,0.877629579227333
"225",0.402951298759874,0.500061306510676,0.877626372802979
"226",0.402955307199099,0.500067126188856,0.877623417031836
"227",0.402952099510118,0.500067455466473,0.877628998087839
"228",0.402951939014131,0.500076027398583,0.877626500160723
"229",0.402951714570311,0.50008130685593,0.87763022297228
"230",0.402953059528116,0.500070621755398,0.877630301879678
"231",0.402949116477709,0.500079759679353,0.877622529430191
"232",0.402948983338082,0.500082329591876,0.877628651075166
"233",0.402957136823692,0.500064404933091,0.877620055884151
"234",0.402950205364974,0.500084100015024,0.87763027051874
"235",0.402957218515121,0.500063871815726,0.877623040038256
"236",0.402952751350578,0.500066483283659,0.877624010477169
"237",0.402952053199296,0.500066409991873,0.877623006422201
"238",0.402950342437567,0.500058695981223,0.877625729041668
"239",0.402955338529616,0.500076471986613,0.87762561032806
"240",0.402951772022923,0.500070286780141,0.877626496538469
"241",0.402946069782697,0.500067877930167,0.877630665265784
"242",0.402952836013078,0.500071701533517,0.877626771621582
"243",0.40294933715947,0.500077525399575,0.877622489778621
"244",0.402951384761645,0.500067066678999,0.877628712812739
"245",0.402957912319595,0.500066964289122,0.877620959549469
"246",0.402951610226953,0.500073364690505,0.877631201214771
"247",0.402945733865576,0.500069012690649,0.877632572294307
"248",0.40294550661836,0.500072169424043,0.877627989515696
"249",0.402956279605027,0.500067519119196,0.877630451460368
"250",0.402955671780215,0.500070766020856,0.877624400564152
"251",0.402955599903209,0.500066164312295,0.877621487345907
"252",0.402951528364405,0.50007443419251,0.877623201091885
"253",0.402948740122111,0.500069523523868,0.877628078102511
"254",0.402945691697097,0.50007177485163,0.877626559196077
"255",0.402954005610715,0.500074214795956,0.877624404376061
"256",0.402947767810969,0.500061288378891,0.877628979114795
"257",0.402948278809208,0.500067998791863,0.877628131872291
"258",0.402956156224329,0.50007101195056,0.877629334033481
"259",0.402956138624168,0.500070934966097,0.877624057022064
"260",0.402953979390389,0.500066504404395,0.877623033146109
