"","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X1.3","X2.3","X3.3","X4.3","X5.3","X6.3","X7.3","X8.3","X9.3","X10.3","X11.3","X12.3","X13.3","X1.4","X2.4","X3.4","X4.4","X5.4","X6.4","X7.4","X8.4","X9.4","X10.4","X11.4","X12.4","X13.4","X1.5","X2.5","X3.5","X4.5","X5.5","X6.5","X7.5","X8.5","X9.5","X10.5","X11.5","X12.5","X13.5"
"1",0.999973753345979,0.999973753341723,0.999973753337393,0.999973753333105,0.999973753328902,0.999973753324845,0.999973753321752,0.999973753320453,0.999973753319555,0.999973753318513,0.999973753317573,0.999973753316748,0.999973753316003,5.6431420276195e-05,3.79064969063433e-05,2.54089482483041e-05,1.68827547853239e-05,1.14257562800149e-05,7.86955103053763e-06,5.6276228004227e-06,4.77398667930642e-06,4.25596744523476e-06,3.63165325363154e-06,3.08784662913367e-06,2.63902948972326e-06,2.25545908772546e-06,0.000184753843476028,0.000191637401793297,0.000192288017165376,0.000189084678625938,0.000183044437750316,0.000175502172476532,0.000164907314018796,0.00014902885911547,0.000133502368955353,0.000120522763411376,0.000108812155344352,9.81289029958597e-05,8.84745046662463e-05,1.65716861603291e-05,2.82068226525124e-05,4.00474173914741e-05,5.17706736609173e-05,6.32617615940087e-05,7.43542940255018e-05,8.71836579796722e-05,0.000103905126413627,0.000119939329051466,0.000133534607325777,0.00014578123791649,0.000156906226567177,0.000166937810392311,5.70297692869538e-07,5.76530508800601e-07,5.82873386477355e-07,5.89153407213613e-07,5.95309057900026e-07,6.01251206743856e-07,6.08677033516652e-07,6.19300923236625e-07,6.29608577365476e-07,6.38251081032419e-07,6.4603612120661e-07,6.53117783898946e-07,6.59503434720723e-07
"2",0.999973753345819,0.99997375334132,0.99997375333666,0.999973753331961,0.99997375332727,0.999973753322651,0.999973753317414,0.999973753309859,0.999973753302128,0.999973753295389,0.999973753289363,0.999973753283747,0.999973753278596,5.70654024711901e-05,3.87609327099721e-05,2.62715557698806e-05,1.76403779595226e-05,1.20492833604523e-05,8.40495331791757e-06,5.91256283536868e-06,4.76566895273694e-06,4.12327749953882e-06,3.47872438261065e-06,2.86737437543306e-06,2.38304717127782e-06,1.98055437847535e-06,0.000187731494560852,0.000198110248573674,0.000202390565435699,0.000202744697112956,0.000200072010544046,0.00019558024069475,0.000188370216775803,0.000174130504547395,0.000158772344530278,0.000145564061151585,0.000133834938471478,0.000122791748668676,0.00011261977928986,1.29639995784973e-05,2.08876553642632e-05,2.90945818360375e-05,3.73694766926781e-05,4.56311100318777e-05,5.37650952804055e-05,6.34631908884365e-05,7.88379798398081e-05,9.4825406165179e-05,0.000108667189549971,0.000120997960446529,0.000132516331243257,0.000143082403381355,5.66351154626503e-07,5.68415616656195e-07,5.70553883201278e-07,5.72709858510291e-07,5.74862378608736e-07,5.76981640746022e-07,5.81305671045891e-07,5.93130385826131e-07,6.06263261112749e-07,6.17323111482166e-07,6.27030927791762e-07,6.36182754048642e-07,6.44577939282044e-07
"3",0.999973753344555,0.999973753338712,0.999973753332699,0.999973753326681,0.99997375332072,0.999973753314903,0.999973753310454,0.99997375330849,0.999973753307029,0.999973753305328,0.999973753303766,0.999973753302348,0.999973753301034,5.61424918105155e-05,3.75203479152465e-05,2.50192510805707e-05,1.65295858037589e-05,1.1137691591239e-05,7.64323278387803e-06,5.29381006288356e-06,4.08116017927178e-06,3.31719730232363e-06,2.62437905806048e-06,2.04173983429359e-06,1.59162921987796e-06,1.24087864366524e-06,0.000187239094489741,0.000196444864539598,0.000199256705123308,0.00019804817054802,0.00019383308591675,0.00018795270549089,0.000179475466660905,0.000166847887296126,0.000154126544847969,0.000142947362827113,0.000132517905624427,0.000122717139516519,0.000113577780183446,1.43780541976123e-05,2.37910232897127e-05,3.34767761191026e-05,4.31714693158166e-05,5.27749744877278e-05,6.21464239856383e-05,7.29638340679256e-05,8.67834774302251e-05,0.000100247661917571,0.000112102042327867,0.000123097757303347,0.000133333302306254,0.000142809218336683,5.67608532164393e-07,5.71019128406216e-07,5.7452856223904e-07,5.7804123543055e-07,5.81520868512011e-07,5.84916420980661e-07,5.94172338872459e-07,6.14760188744511e-07,6.35882488070095e-07,6.53504043770253e-07,6.69887056342723e-07,6.8522019427627e-07,6.99415386374005e-07
"4",0.999973753347996,0.999973753345807,0.999973753343521,0.999973753341204,0.999973753338886,0.999973753336736,0.999973753335032,0.999973753330246,0.999973753322339,0.999973753315199,0.999973753309125,0.999973753303818,0.999973753299179,5.22487764744058e-05,3.25162482554637e-05,2.01807408932741e-05,1.24035099720261e-05,7.88342733530464e-06,4.98422499587529e-06,3.01956004780206e-06,2.01029669511896e-06,1.62843797148973e-06,1.33322932647593e-06,1.07746465491884e-06,8.71100654675082e-07,7.04248975610105e-07,0.000194044385521502,0.000207336839518823,0.000212945753019341,0.000213906962293288,0.000211607964987962,0.000208204545474388,0.000205248311446322,0.000191720562412741,0.000167812608480149,0.000146160756987604,0.000127753256937406,0.000111650549031475,9.75643527383162e-05,1.14660133400939e-05,1.79020808251488e-05,2.46244896900868e-05,3.14362707025396e-05,3.82511081070007e-05,4.45495252613976e-05,4.94662050884253e-05,6.39997656933613e-05,8.82870777993107e-05,0.000110232024244108,0.000128893420581637,0.000145200859782433,0.000159452480878362,5.68070252688836e-07,5.72079178132067e-07,5.76266461127629e-07,5.80509412631471e-07,5.84754267913935e-07,5.88961116527029e-07,5.93181970218498e-07,5.96638537626676e-07,5.99146994494737e-07,6.01267827227475e-07,6.03142285082139e-07,6.0478029795891e-07,6.06211812654905e-07
"5",0.999973753348567,0.999973753347105,0.999973753345652,0.999973753344246,0.9999737533429,0.999973753341631,0.999973753339475,0.999973753335425,0.999973753331178,0.999973753327385,0.999973753323733,0.999973753320197,0.999973753316796,5.67505640847078e-05,3.83353924013401e-05,2.58460843815534e-05,1.72897894191643e-05,1.17596308145033e-05,8.12032947158243e-06,5.80003282924371e-06,4.81797254357705e-06,4.19206988927269e-06,3.50331993787918e-06,2.91599125188469e-06,2.43711655005365e-06,2.03690888931624e-06,0.000179780893478448,0.000182014463844278,0.000178421980079039,0.000171424886650042,0.000162053683478932,0.00015164526153203,0.000142989760154249,0.000137877713736746,0.000133330984066709,0.000128302370026915,0.000123429604680708,0.000118716849718434,0.000114124959706991,2.12273770475307e-05,3.74048621768757e-05,5.34825631627175e-05,6.9031995167315e-05,8.39295664153009e-05,9.7973716321279e-05,0.000108946030060675,0.000115036505732843,0.000120205573756413,0.000125919534788729,0.000131376361639945,0.000136564846333136,0.000141553919906336,5.68410406587771e-07,5.72528056994542e-07,5.76620309373386e-07,5.80578101607893e-07,5.84369975920785e-07,5.87944629157103e-07,5.91431065703437e-07,5.95066145991732e-07,5.98634694692285e-07,6.02041446470628e-07,6.05312278857864e-07,6.0846078625718e-07,6.11488285804699e-07
"6",0.999973753343542,0.99997375333685,0.999973753330095,0.999973753323421,0.999973753316884,0.999973753310552,0.999973753304496,0.999973753299042,0.999973753294191,0.999973753289784,0.999973753285755,0.999973753282098,0.999973753278799,6.2171721767278e-05,4.59975676205383e-05,3.40030109142076e-05,2.50420208938797e-05,1.85295754616735e-05,1.38211915221499e-05,1.02868476588045e-05,7.76020555428896e-06,6.08261062194303e-06,4.91544257059988e-06,3.99235919806939e-06,3.18377993013931e-06,2.51738103199468e-06,0.000178324989010706,0.000182408862678685,0.000182201504369042,0.000179105834451878,0.000173808716120522,0.000167077139762684,0.000159628058205911,0.000148994012044084,0.000135859614084588,0.000122831210038079,0.000111281414119896,0.000101189227620475,9.18066214544995e-05,1.72635070426654e-05,2.93511017150038e-05,4.15503061253977e-05,5.36042877251327e-05,6.5411228042344e-05,7.68486469992549e-05,8.78294220104123e-05,0.000100970993079469,0.000115750084091349,0.000129911991416495,0.000142356674958164,0.000153233994916541,0.000163260751776235,5.67032221338893e-07,5.69724720363151e-07,5.72442080339399e-07,5.7512709208702e-07,5.77757075648292e-07,5.80304748714464e-07,5.82961213771109e-07,6.02083864835654e-07,6.34990595221596e-07,6.68659775368161e-07,6.96859553471691e-07,7.20309018937667e-07,7.42560522400048e-07
"7",0.999973753345967,0.999973753341599,0.99997375333705,0.99997375333244,0.999973753327814,0.999973753323238,0.999973753318146,0.999973753311521,0.999973753305044,0.999973753299529,0.999973753294653,0.999973753290207,0.999973753286207,5.66873351838667e-05,3.82502232303354e-05,2.5752166094632e-05,1.7171298293517e-05,1.16625540132281e-05,8.09028937050469e-06,5.7852323160972e-06,5.04005304303422e-06,4.70589690934965e-06,4.21708917536892e-06,3.72954257036875e-06,3.32972953563578e-06,2.97277935626578e-06,0.0001891830613882,0.000200811887276831,0.000206219582309943,0.000207614073036201,0.000205912690927764,0.000202351849782133,0.000194397402472246,0.000176003357901448,0.000156597603068046,0.000140774943828204,0.000126981623764172,0.000114262414773025,0.00010281462080976,1.18913555682977e-05,1.8698500320969e-05,2.57876738253003e-05,3.29728462063534e-05,4.01817639200421e-05,4.73136739447663e-05,5.7564625255982e-05,7.66747200009544e-05,9.63829526115068e-05,0.000112668993050373,0.000126927817952388,0.000140026434303868,0.000151812817034739,5.6549547689078e-07,5.66641157056936e-07,5.67834304224133e-07,5.69043608534013e-07,5.702569093149e-07,5.71457249275194e-07,5.80015393995401e-07,6.09151118026788e-07,6.40835950998338e-07,6.66268001128006e-07,6.8831464460414e-07,7.08724764451749e-07,7.27090176312955e-07
"8",0.999973753344354,0.999973753338471,0.999973753332449,0.999973753326284,0.999973753320236,0.999973753314712,0.999973753310373,0.999973753307245,0.999973753304386,0.999973753301768,0.99997375329937,0.999973753297175,0.999973753295167,6.41368981323164e-05,4.89497424343449e-05,3.75097624391016e-05,2.92293598070436e-05,2.20675006516364e-05,1.56642454833021e-05,1.15537535545464e-05,1.00643079806766e-05,8.78273040660011e-06,7.66489014126965e-06,6.6894600430135e-06,5.83788402673708e-06,5.09465747597703e-06,0.000178840470819047,0.000184462269492633,0.000186265597366169,0.000185444067305372,0.000183157072370263,0.000178765920263022,0.000169299585484965,0.000155222293371116,0.000142214529331928,0.000130243348947434,0.000119233722337605,0.000109115264396116,9.9821157824411e-05,1.47785922285848e-05,2.43367934429615e-05,3.39661915600954e-05,4.30610493522429e-05,5.25027236092748e-05,6.32895779743019e-05,7.68581271724106e-05,9.24162400483412e-05,0.000106697670216125,0.000119779443990897,0.000131757865045269,0.000142721825327429,0.000152753601173995,5.71288050587673e-07,5.78449743318872e-07,5.85709770195891e-07,5.92790835813587e-07,5.99976717637775e-07,6.07535152036586e-07,6.15816999985566e-07,6.24444939080965e-07,6.32359243250736e-07,6.39608736860083e-07,6.46246788272591e-07,6.52322658515198e-07,6.57881942458047e-07
"9",0.999973753342475,0.999973753334641,0.999973753326843,0.999973753319296,0.999973753312072,0.999973753305276,0.999973753301897,0.999973753301676,0.999973753301453,0.999973753300731,0.999973753300183,0.999973753299648,0.999973753299128,5.52216375026737e-05,3.63032390167952e-05,2.38154150309845e-05,1.54976939497658e-05,1.02985550682472e-05,6.9139143548525e-06,5.07283386637902e-06,4.29192458536079e-06,3.59786683962466e-06,2.89572065270748e-06,2.3843377702091e-06,1.96344643327039e-06,1.61687449347942e-06,0.000181501668553215,0.000184342697622808,0.000180823626903056,0.000173652823817142,0.000164023885958269,0.000153459927539106,0.000146760544242975,0.000143906716449557,0.00014101955449144,0.000137448962855845,0.000134037168420191,0.000130633376235826,0.000127253327946141,2.1033912928176e-05,3.71054544738884e-05,5.31065468551903e-05,6.85894566017131e-05,8.34121583264629e-05,9.73557012443932e-05,0.000105887120327834,0.000109508750889187,0.000113077106385926,0.00011733795304301,0.000121249341784236,0.000125062532688141,0.00012877795496614,5.70032125485985e-07,5.75867829247083e-07,5.8167795235977e-07,5.87299919262169e-07,5.92682159413727e-07,5.97745170053855e-07,6.06793249965924e-07,6.19899983622562e-07,6.32764414549599e-07,6.44656301638986e-07,6.56445426739819e-07,6.6793857855203e-07,6.79137050740712e-07
"10",0.999973753347415,0.999973753344629,0.999973753341737,0.999973753338816,0.999973753335897,0.999973753333022,0.99997375332812,0.999973753319125,0.999973753310177,0.999973753302872,0.999973753296283,0.999973753290262,0.999973753284826,5.61305016703689e-05,3.75043662783661e-05,2.50017963618841e-05,1.65077838025704e-05,1.11202883916856e-05,7.63846609650938e-06,5.54457543841498e-06,4.99883948827927e-06,4.74324300570779e-06,4.28393553179836e-06,3.86756349060161e-06,3.51154951029264e-06,3.18830774858531e-06,0.000189060635174356,0.000200151642933241,0.000204831173531678,0.000205424318813035,0.000202915434993408,0.00019861976179132,0.000189318438352156,0.000171147940343166,0.000152985222623075,0.00013825385512029,0.000124969173903492,0.000112818894426966,0.000101851721914509,1.25679619671685e-05,2.00990641300956e-05,2.79179241676952e-05,3.58145705873921e-05,4.37067313572818e-05,5.14800719048487e-05,6.28693770024834e-05,8.15761503549515e-05,9.99851794960673e-05,0.000115168177146417,0.00012886230575831,0.000141362280448519,0.000152646990275308,5.6814735780305e-07,5.7217561362419e-07,5.76357786137556e-07,5.80581565236479e-07,5.84802945039184e-07,5.88960769967464e-07,5.94874671367599e-07,6.04344273072261e-07,6.13638282752037e-07,6.21322914365138e-07,6.28254148710782e-07,6.34578936927203e-07,6.40288820467536e-07
