"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2.51219151965208,2.51219151965208,2.51219151965208,2.51219151965208,2.51219151965208,2.51219151965208,6.36681649643178,6.36681649643178,6.36681649643178,6.36681649643178,6.36681649643178,6.36681649643178,6.36681649643178
"2",2.58453415799455,2.58453415799455,2.58453415799455,2.58453415799455,2.58453415799455,2.58453415799455,5.40494898963497,5.40494898963497,5.40494898963497,5.40494898963497,5.40494898963497,5.40494898963497,5.40494898963497
"3",2.48030153577785,2.48030153577785,2.48030153577785,2.48030153577785,2.48030153577785,2.48030153577785,4.01510036256771,4.01510036256771,4.01510036256771,4.01510036256771,4.01510036256771,4.01510036256771,4.01510036256771
"4",2.10652357653652,2.10652357653652,2.10652357653652,2.10652357653652,2.10652357653652,2.10652357653652,4.69823632269725,4.69823632269725,4.69823632269725,4.69823632269725,4.69823632269725,4.69823632269725,4.69823632269725
"5",2.54819301780225,2.54819301780225,2.54819301780225,2.54819301780225,2.54819301780225,2.54819301780225,5.57417153244519,5.57417153244519,5.57417153244519,5.57417153244519,5.57417153244519,5.57417153244519,5.57417153244519
"6",3.31846704094481,3.31846704094481,3.31846704094481,3.31846704094481,3.31846704094481,3.31846704094481,4.25798812945511,4.25798812945511,4.25798812945511,4.25798812945511,4.25798812945511,4.25798812945511,4.25798812945511
"7",2.54099416294776,2.54099416294776,2.54099416294776,2.54099416294776,2.54099416294776,2.54099416294776,8.81867668163395,8.81867668163395,8.81867668163395,8.81867668163395,8.81867668163395,8.81867668163395,8.81867668163395
"8",3.70036712910553,3.70036712910553,3.70036712910553,3.70036712910553,3.70036712910553,3.70036712910553,7.34341293036592,7.34341293036592,7.34341293036592,7.34341293036592,7.34341293036592,7.34341293036592,7.34341293036592
"9",2.38288588465894,2.38288588465894,2.38288588465894,2.38288588465894,2.38288588465894,2.38288588465894,5.14781372614276,5.14781372614276,5.14781372614276,5.14781372614276,5.14781372614276,5.14781372614276,5.14781372614276
"10",2.47899252421446,2.47899252421446,2.47899252421446,2.47899252421446,2.47899252421446,2.47899252421446,10.3552806610848,10.3552806610848,10.3552806610848,10.3552806610848,10.3552806610848,10.3552806610848,10.3552806610848
"11",2.11083935896588,2.11083935896588,2.11083935896588,2.11083935896588,2.11083935896588,2.11083935896588,7.94662676094516,7.94662676094516,7.94662676094516,7.94662676094516,7.94662676094516,7.94662676094516,7.94662676094516
"12",3.16930848583306,3.16930848583306,3.16930848583306,3.16930848583306,3.16930848583306,3.16930848583306,3.5556755683607,3.5556755683607,3.5556755683607,3.5556755683607,3.5556755683607,3.5556755683607,3.5556755683607
"13",3.17147190919657,3.17147190919657,3.17147190919657,3.17147190919657,3.17147190919657,3.17147190919657,5.31359902447878,5.31359902447878,5.31359902447878,5.31359902447878,5.31359902447878,5.31359902447878,5.31359902447878
"14",2.82920343612495,2.82920343612495,2.82920343612495,2.82920343612495,2.82920343612495,2.82920343612495,4.79377216483966,4.79377216483966,4.79377216483966,4.79377216483966,4.79377216483966,4.79377216483966,4.79377216483966
"15",3.02219140404452,3.02219140404452,3.02219140404452,3.02219140404452,3.02219140404452,3.02219140404452,7.00364978735227,7.00364978735227,7.00364978735227,7.00364978735227,7.00364978735227,7.00364978735227,7.00364978735227
"16",1.93661085611742,1.93661085611742,1.93661085611742,1.93661085611742,1.93661085611742,1.93661085611742,6.48062185291286,6.48062185291286,6.48062185291286,6.48062185291286,6.48062185291286,6.48062185291286,6.48062185291286
"17",3.34148738604602,3.34148738604602,3.34148738604602,3.34148738604602,3.34148738604602,3.34148738604602,5.77584942643713,5.77584942643713,5.77584942643713,5.77584942643713,5.77584942643713,5.77584942643713,5.77584942643713
"18",3.36441124068867,3.36441124068867,3.36441124068867,3.36441124068867,3.36441124068867,3.36441124068867,5.3687699473955,5.3687699473955,5.3687699473955,5.3687699473955,5.3687699473955,5.3687699473955,5.3687699473955
"19",1.97237451747508,1.97237451747508,1.97237451747508,1.97237451747508,1.97237451747508,1.97237451747508,10.6720768682491,10.6720768682491,10.6720768682491,10.6720768682491,10.6720768682491,10.6720768682491,10.6720768682491
"20",3.4551356369236,3.4551356369236,3.4551356369236,3.4551356369236,3.4551356369236,3.4551356369236,5.90233785862402,5.90233785862402,5.90233785862402,5.90233785862402,5.90233785862402,5.90233785862402,5.90233785862402
"21",2.34759082522885,2.34759082522885,2.34759082522885,2.34759082522885,2.34759082522885,2.34759082522885,9.93958844878255,9.93958844878255,9.93958844878255,9.93958844878255,9.93958844878255,9.93958844878255,9.93958844878255
"22",2.901654109618,2.901654109618,2.901654109618,2.901654109618,2.901654109618,2.901654109618,9.08081026760213,9.08081026760213,9.08081026760213,9.08081026760213,9.08081026760213,9.08081026760213,9.08081026760213
"23",2.16803621912866,2.16803621912866,2.16803621912866,2.16803621912866,2.16803621912866,2.16803621912866,4.36425555242637,4.36425555242637,4.36425555242637,4.36425555242637,4.36425555242637,4.36425555242637,4.36425555242637
"24",2.13878084933067,2.13878084933067,2.13878084933067,2.13878084933067,2.13878084933067,2.13878084933067,8.99817249240099,8.99817249240099,8.99817249240099,8.99817249240099,8.99817249240099,8.99817249240099,8.99817249240099
"25",2.66723673588052,2.66723673588052,2.66723673588052,2.66723673588052,2.66723673588052,2.66723673588052,7.90874369995763,7.90874369995763,7.90874369995763,7.90874369995763,7.90874369995763,7.90874369995763,7.90874369995763
"26",2.24481261644035,2.24481261644035,2.24481261644035,2.24481261644035,2.24481261644035,2.24481261644035,16.8495233400828,16.8495233400828,16.8495233400828,16.8495233400828,16.8495233400828,16.8495233400828,16.8495233400828
"27",2.17378386546393,2.17378386546393,2.17378386546393,2.17378386546393,2.17378386546393,2.17378386546393,6.92754683022001,6.92754683022001,6.92754683022001,6.92754683022001,6.92754683022001,6.92754683022001,6.92754683022001
"28",2.12381124571978,2.12381124571978,2.12381124571978,2.12381124571978,2.12381124571978,2.12381124571978,4.67215062846615,4.67215062846615,4.67215062846615,4.67215062846615,4.67215062846615,4.67215062846615,4.67215062846615
"29",2.97444843083702,2.97444843083702,2.97444843083702,2.97444843083702,2.97444843083702,2.97444843083702,10.8751160687873,10.8751160687873,10.8751160687873,10.8751160687873,10.8751160687873,10.8751160687873,10.8751160687873
"30",2.57739210309297,2.57739210309297,2.57739210309297,2.57739210309297,2.57739210309297,2.57739210309297,8.86319365278522,8.86319365278522,8.86319365278522,8.86319365278522,8.86319365278522,8.86319365278522,8.86319365278522
"31",2.54896446844147,2.54896446844147,2.54896446844147,2.54896446844147,2.54896446844147,2.54896446844147,6.1218287668759,6.1218287668759,6.1218287668759,6.1218287668759,6.1218287668759,6.1218287668759,6.1218287668759
"32",2.32371892972441,2.32371892972441,2.32371892972441,2.32371892972441,2.32371892972441,2.32371892972441,4.94011399061899,4.94011399061899,4.94011399061899,4.94011399061899,4.94011399061899,4.94011399061899,4.94011399061899
"33",2.0929082469507,2.0929082469507,2.0929082469507,2.0929082469507,2.0929082469507,2.0929082469507,3.5759347465075,3.5759347465075,3.5759347465075,3.5759347465075,3.5759347465075,3.5759347465075,3.5759347465075
"34",3.74083257794868,3.74083257794868,3.74083257794868,3.74083257794868,3.74083257794868,3.74083257794868,10.3978049447857,10.3978049447857,10.3978049447857,10.3978049447857,10.3978049447857,10.3978049447857,10.3978049447857
"35",3.25607603334783,3.25607603334783,3.25607603334783,3.25607603334783,3.25607603334783,3.25607603334783,4.85816218664791,4.85816218664791,4.85816218664791,4.85816218664791,4.85816218664791,4.85816218664791,4.85816218664791
"36",2.1951058148422,2.1951058148422,2.1951058148422,2.1951058148422,2.1951058148422,2.1951058148422,7.55595851756789,7.55595851756789,7.55595851756789,7.55595851756789,7.55595851756789,7.55595851756789,7.55595851756789
"37",2.57526256518685,2.57526256518685,2.57526256518685,2.57526256518685,2.57526256518685,2.57526256518685,9.91241337000355,9.91241337000355,9.91241337000355,9.91241337000355,9.91241337000355,9.91241337000355,9.91241337000355
"38",2.5698287727709,2.5698287727709,2.5698287727709,2.5698287727709,2.5698287727709,2.5698287727709,6.24190503549453,6.24190503549453,6.24190503549453,6.24190503549453,6.24190503549453,6.24190503549453,6.24190503549453
"39",4.19398711624002,4.19398711624002,4.19398711624002,4.19398711624002,4.19398711624002,4.19398711624002,4.06050486561286,4.06050486561286,4.06050486561286,4.06050486561286,4.06050486561286,4.06050486561286,4.06050486561286
"40",2.40174442767244,2.40174442767244,2.40174442767244,2.40174442767244,2.40174442767244,2.40174442767244,4.26003518112725,4.26003518112725,4.26003518112725,4.26003518112725,4.26003518112725,4.26003518112725,4.26003518112725
"41",3.39164374065568,3.39164374065568,3.39164374065568,3.39164374065568,3.39164374065568,3.39164374065568,5.24597599522443,5.24597599522443,5.24597599522443,5.24597599522443,5.24597599522443,5.24597599522443,5.24597599522443
"42",2.51608107198048,2.51608107198048,2.51608107198048,2.51608107198048,2.51608107198048,2.51608107198048,3.22797726750441,3.22797726750441,3.22797726750441,3.22797726750441,3.22797726750441,3.22797726750441,3.22797726750441
"43",2.43706413996813,2.43706413996813,2.43706413996813,2.43706413996813,2.43706413996813,2.43706413996813,4.96906206695195,4.96906206695195,4.96906206695195,4.96906206695195,4.96906206695195,4.96906206695195,4.96906206695195
"44",1.69094591396838,1.69094591396838,1.69094591396838,1.69094591396838,1.69094591396838,1.69094591396838,11.3004932958101,11.3004932958101,11.3004932958101,11.3004932958101,11.3004932958101,11.3004932958101,11.3004932958101
"45",2.24380982669166,2.24380982669166,2.24380982669166,2.24380982669166,2.24380982669166,2.24380982669166,44.71803881828,44.71803881828,44.71803881828,44.71803881828,44.71803881828,44.71803881828,44.71803881828
"46",1.59940653395036,1.59940653395036,1.59940653395036,1.59940653395036,1.59940653395036,1.59940653395036,4.60130700926452,4.60130700926452,4.60130700926452,4.60130700926452,4.60130700926452,4.60130700926452,4.60130700926452
"47",2.83324354960325,2.83324354960325,2.83324354960325,2.83324354960325,2.83324354960325,2.83324354960325,7.62848834557203,7.62848834557203,7.62848834557203,7.62848834557203,7.62848834557203,7.62848834557203,7.62848834557203
"48",1.96232697941784,1.96232697941784,1.96232697941784,1.96232697941784,1.96232697941784,1.96232697941784,5.6787529786762,5.6787529786762,5.6787529786762,5.6787529786762,5.6787529786762,5.6787529786762,5.6787529786762
"49",2.95824674955892,2.95824674955892,2.95824674955892,2.95824674955892,2.95824674955892,2.95824674955892,6.50879397259901,6.50879397259901,6.50879397259901,6.50879397259901,6.50879397259901,6.50879397259901,6.50879397259901
"50",3.03867885389714,3.03867885389714,3.03867885389714,3.03867885389714,3.03867885389714,3.03867885389714,5.41934123527148,5.41934123527148,5.41934123527148,5.41934123527148,5.41934123527148,5.41934123527148,5.41934123527148
"51",2.32091527109976,2.32091527109976,2.32091527109976,2.32091527109976,2.32091527109976,2.32091527109976,9.44464821127664,9.44464821127664,9.44464821127664,9.44464821127664,9.44464821127664,9.44464821127664,9.44464821127664
"52",2.37773624909366,2.37773624909366,2.37773624909366,2.37773624909366,2.37773624909366,2.37773624909366,4.28246840105929,4.28246840105929,4.28246840105929,4.28246840105929,4.28246840105929,4.28246840105929,4.28246840105929
"53",2.67417458406298,2.67417458406298,2.67417458406298,2.67417458406298,2.67417458406298,2.67417458406298,7.70248623845748,7.70248623845748,7.70248623845748,7.70248623845748,7.70248623845748,7.70248623845748,7.70248623845748
"54",1.95808961287983,1.95808961287983,1.95808961287983,1.95808961287983,1.95808961287983,1.95808961287983,2.40282454999339,2.40282454999339,2.40282454999339,2.40282454999339,2.40282454999339,2.40282454999339,2.40282454999339
"55",1.57351463091212,1.57351463091212,1.57351463091212,1.57351463091212,1.57351463091212,1.57351463091212,6.39528863326573,6.39528863326573,6.39528863326573,6.39528863326573,6.39528863326573,6.39528863326573,6.39528863326573
"56",3.66832367684353,3.66832367684353,3.66832367684353,3.66832367684353,3.66832367684353,3.66832367684353,3.44672004973945,3.44672004973945,3.44672004973945,3.44672004973945,3.44672004973945,3.44672004973945,3.44672004973945
"57",2.32100283850929,2.32100283850929,2.32100283850929,2.32100283850929,2.32100283850929,2.32100283850929,6.53442232097634,6.53442232097634,6.53442232097634,6.53442232097634,6.53442232097634,6.53442232097634,6.53442232097634
"58",2.48801655804942,2.48801655804942,2.48801655804942,2.48801655804942,2.48801655804942,2.48801655804942,5.5057714608477,5.5057714608477,5.5057714608477,5.5057714608477,5.5057714608477,5.5057714608477,5.5057714608477
"59",2.75530101194486,2.75530101194486,2.75530101194486,2.75530101194486,2.75530101194486,2.75530101194486,5.36561373134885,5.36561373134885,5.36561373134885,5.36561373134885,5.36561373134885,5.36561373134885,5.36561373134885
"60",1.99812230559239,1.99812230559239,1.99812230559239,1.99812230559239,1.99812230559239,1.99812230559239,25.4306937037999,25.4306937037999,25.4306937037999,25.4306937037999,25.4306937037999,25.4306937037999,25.4306937037999
"61",2.62181479712404,2.62181479712404,2.62181479712404,2.62181479712404,2.62181479712404,2.62181479712404,9.25594529692793,9.25594529692793,9.25594529692793,9.25594529692793,9.25594529692793,9.25594529692793,9.25594529692793
"62",2.51165388465162,2.51165388465162,2.51165388465162,2.51165388465162,2.51165388465162,2.51165388465162,6.39888600164483,6.39888600164483,6.39888600164483,6.39888600164483,6.39888600164483,6.39888600164483,6.39888600164483
"63",1.86376380787684,1.86376380787684,1.86376380787684,1.86376380787684,1.86376380787684,1.86376380787684,5.42780353590927,5.42780353590927,5.42780353590927,5.42780353590927,5.42780353590927,5.42780353590927,5.42780353590927
"64",2.23091055503423,2.23091055503423,2.23091055503423,2.23091055503423,2.23091055503423,2.23091055503423,8.58506316888878,8.58506316888878,8.58506316888878,8.58506316888878,8.58506316888878,8.58506316888878,8.58506316888878
"65",2.06992258350479,2.06992258350479,2.06992258350479,2.06992258350479,2.06992258350479,2.06992258350479,3.69321477884436,3.69321477884436,3.69321477884436,3.69321477884436,3.69321477884436,3.69321477884436,3.69321477884436
"66",2.84120648712958,2.84120648712958,2.84120648712958,2.84120648712958,2.84120648712958,2.84120648712958,4.00384279121475,4.00384279121475,4.00384279121475,4.00384279121475,4.00384279121475,4.00384279121475,4.00384279121475
"67",2.79957635871239,2.79957635871239,2.79957635871239,2.79957635871239,2.79957635871239,2.79957635871239,4.15569684892177,4.15569684892177,4.15569684892177,4.15569684892177,4.15569684892177,4.15569684892177,4.15569684892177
"68",1.81987290892105,1.81987290892105,1.81987290892105,1.81987290892105,1.81987290892105,1.81987290892105,9.79023586886997,9.79023586886997,9.79023586886997,9.79023586886997,9.79023586886997,9.79023586886997,9.79023586886997
"69",3.90759904922461,3.90759904922461,3.90759904922461,3.90759904922461,3.90759904922461,3.90759904922461,3.89332311126554,3.89332311126554,3.89332311126554,3.89332311126554,3.89332311126554,3.89332311126554,3.89332311126554
"70",4.19156684405402,4.19156684405402,4.19156684405402,4.19156684405402,4.19156684405402,4.19156684405402,4.95340788765504,4.95340788765504,4.95340788765504,4.95340788765504,4.95340788765504,4.95340788765504,4.95340788765504
"71",3.00467819161384,3.00467819161384,3.00467819161384,3.00467819161384,3.00467819161384,3.00467819161384,4.43464279253382,4.43464279253382,4.43464279253382,4.43464279253382,4.43464279253382,4.43464279253382,4.43464279253382
"72",3.76337473089557,3.76337473089557,3.76337473089557,3.76337473089557,3.76337473089557,3.76337473089557,3.61767991784505,3.61767991784505,3.61767991784505,3.61767991784505,3.61767991784505,3.61767991784505,3.61767991784505
"73",3.04704590552011,3.04704590552011,3.04704590552011,3.04704590552011,3.04704590552011,3.04704590552011,2.90254944032399,2.90254944032399,2.90254944032399,2.90254944032399,2.90254944032399,2.90254944032399,2.90254944032399
"74",2.0118158442691,2.0118158442691,2.0118158442691,2.0118158442691,2.0118158442691,2.0118158442691,10.6949278983024,10.6949278983024,10.6949278983024,10.6949278983024,10.6949278983024,10.6949278983024,10.6949278983024
"75",2.04301244994187,2.04301244994187,2.04301244994187,2.04301244994187,2.04301244994187,2.04301244994187,4.98943844589953,4.98943844589953,4.98943844589953,4.98943844589953,4.98943844589953,4.98943844589953,4.98943844589953
"76",1.96920321798516,1.96920321798516,1.96920321798516,1.96920321798516,1.96920321798516,1.96920321798516,9.72103974986187,9.72103974986187,9.72103974986187,9.72103974986187,9.72103974986187,9.72103974986187,9.72103974986187
"77",2.63938740752073,2.63938740752073,2.63938740752073,2.63938740752073,2.63938740752073,2.63938740752073,12.4062225880347,12.4062225880347,12.4062225880347,12.4062225880347,12.4062225880347,12.4062225880347,12.4062225880347
"78",1.95626198271224,1.95626198271224,1.95626198271224,1.95626198271224,1.95626198271224,1.95626198271224,6.08863701529493,6.08863701529493,6.08863701529493,6.08863701529493,6.08863701529493,6.08863701529493,6.08863701529493
"79",3.12902664201334,3.12902664201334,3.12902664201334,3.12902664201334,3.12902664201334,3.12902664201334,5.3413309724838,5.3413309724838,5.3413309724838,5.3413309724838,5.3413309724838,5.3413309724838,5.3413309724838
"80",2.45211404946347,2.45211404946347,2.45211404946347,2.45211404946347,2.45211404946347,2.45211404946347,8.0286918835204,8.0286918835204,8.0286918835204,8.0286918835204,8.0286918835204,8.0286918835204,8.0286918835204
"81",2.51069590214375,2.51069590214375,2.51069590214375,2.51069590214375,2.51069590214375,2.51069590214375,5.54113153695587,5.54113153695587,5.54113153695587,5.54113153695587,5.54113153695587,5.54113153695587,5.54113153695587
"82",2.78536325860245,2.78536325860245,2.78536325860245,2.78536325860245,2.78536325860245,2.78536325860245,4.2175693852396,4.2175693852396,4.2175693852396,4.2175693852396,4.2175693852396,4.2175693852396,4.2175693852396
"83",3.28979818868914,3.28979818868914,3.28979818868914,3.28979818868914,3.28979818868914,3.28979818868914,6.61250073455671,6.61250073455671,6.61250073455671,6.61250073455671,6.61250073455671,6.61250073455671,6.61250073455671
"84",1.80702782783659,1.80702782783659,1.80702782783659,1.80702782783659,1.80702782783659,1.80702782783659,14.9214131456155,14.9214131456155,14.9214131456155,14.9214131456155,14.9214131456155,14.9214131456155,14.9214131456155
"85",2.60285617688065,2.60285617688065,2.60285617688065,2.60285617688065,2.60285617688065,2.60285617688065,6.22502152531595,6.22502152531595,6.22502152531595,6.22502152531595,6.22502152531595,6.22502152531595,6.22502152531595
"86",2.63317252126963,2.63317252126963,2.63317252126963,2.63317252126963,2.63317252126963,2.63317252126963,5.27269738759856,5.27269738759856,5.27269738759856,5.27269738759856,5.27269738759856,5.27269738759856,5.27269738759856
"87",2.3382799133698,2.3382799133698,2.3382799133698,2.3382799133698,2.3382799133698,2.3382799133698,6.24751511069297,6.24751511069297,6.24751511069297,6.24751511069297,6.24751511069297,6.24751511069297,6.24751511069297
"88",1.96627656982636,1.96627656982636,1.96627656982636,1.96627656982636,1.96627656982636,1.96627656982636,3.94274363070061,3.94274363070061,3.94274363070061,3.94274363070061,3.94274363070061,3.94274363070061,3.94274363070061
"89",3.0044261127852,3.0044261127852,3.0044261127852,3.0044261127852,3.0044261127852,3.0044261127852,5.03138353457077,5.03138353457077,5.03138353457077,5.03138353457077,5.03138353457077,5.03138353457077,5.03138353457077
"90",2.69393689911534,2.69393689911534,2.69393689911534,2.69393689911534,2.69393689911534,2.69393689911534,11.1258188924381,11.1258188924381,11.1258188924381,11.1258188924381,11.1258188924381,11.1258188924381,11.1258188924381
"91",2.60083590798429,2.60083590798429,2.60083590798429,2.60083590798429,2.60083590798429,2.60083590798429,3.44864997939612,3.44864997939612,3.44864997939612,3.44864997939612,3.44864997939612,3.44864997939612,3.44864997939612
"92",1.956761155002,1.956761155002,1.956761155002,1.956761155002,1.956761155002,1.956761155002,4.57871373772255,4.57871373772255,4.57871373772255,4.57871373772255,4.57871373772255,4.57871373772255,4.57871373772255
"93",2.37632359163936,2.37632359163936,2.37632359163936,2.37632359163936,2.37632359163936,2.37632359163936,4.08619604920603,4.08619604920603,4.08619604920603,4.08619604920603,4.08619604920603,4.08619604920603,4.08619604920603
"94",2.9728828933602,2.9728828933602,2.9728828933602,2.9728828933602,2.9728828933602,2.9728828933602,19.7192982042636,19.7192982042636,19.7192982042636,19.7192982042636,19.7192982042636,19.7192982042636,19.7192982042636
"95",2.44616540087379,2.44616540087379,2.44616540087379,2.44616540087379,2.44616540087379,2.44616540087379,8.66652484317106,8.66652484317106,8.66652484317106,8.66652484317106,8.66652484317106,8.66652484317106,8.66652484317106
"96",3.62121736955778,3.62121736955778,3.62121736955778,3.62121736955778,3.62121736955778,3.62121736955778,4.3968267754609,4.3968267754609,4.3968267754609,4.3968267754609,4.3968267754609,4.3968267754609,4.3968267754609
