"","V1","V2"
"1",0.398058823213643,0.157064366557516
"2",0.386916921529851,0.185015622148829
"3",0.403176785392905,0.249059776767445
"4",0.474715788201227,0.212845827948029
"5",0.392434950183826,0.179398856705318
"6",0.301343960226674,0.234852697940228
"7",0.393546752126309,0.113395698255117
"8",0.270243455611315,0.136176463108165
"9",0.419659206694714,0.194257223201683
"10",0.403389679570283,0.0965690870898364
"11",0.473745193234369,0.125839558102143
"12",0.315526243175772,0.281240507120012
"13",0.315311006570867,0.188196360958586
"14",0.353456378297653,0.208603989846365
"15",0.330885727046185,0.142782696217317
"16",0.51636599931327,0.154306179668627
"17",0.29926792606669,0.173134707325093
"18",0.29722882503368,0.186262404572787
"19",0.507003102676535,0.0937024735058961
"20",0.289424238317424,0.169424391478858
"21",0.425968609713968,0.100607787249228
"22",0.344631014663443,0.110122331656651
"23",0.461246906844528,0.229134153118975
"24",0.467556084726001,0.111133677515574
"25",0.374919851150699,0.126442332428266
"26",0.445471480637758,0.0593488598945189
"27",0.46002733569217,0.144351243594299
"28",0.470851636187231,0.214034195281991
"29",0.336196785135924,0.0919530415744348
"30",0.387989083539118,0.112826148132931
"31",0.392316178738825,0.163349880906637
"32",0.430344645907154,0.202424478847846
"33",0.477804032478235,0.279647161060941
"34",0.267320169818549,0.0961741449575356
"35",0.307118135374689,0.205839155133269
"36",0.4555589043765,0.132345882746042
"37",0.388309919741113,0.100883605502788
"38",0.38913098436584,0.16020749984396
"39",0.238436593218846,0.246274794168746
"40",0.416364034606759,0.234739845443105
"41",0.29484228783023,0.190622298102456
"42",0.397443473159976,0.309791524886764
"43",0.410329783118912,0.201245222242395
"44",0.591384970825682,0.0884917121601032
"45",0.44567056802422,0.0223623402641535
"46",0.625231908694349,0.217329553969458
"47",0.352952360957474,0.13108757000074
"48",0.509599068090411,0.176094998982173
"49",0.338038062629191,0.153638293700775
"50",0.329090387000749,0.184524272708933
"51",0.430864500937233,0.105880068545701
"52",0.420568093025952,0.233510187664816
"53",0.373947163345132,0.129828209884639
"54",0.510701856249195,0.416176869843765
"55",0.635519988409851,0.156365108339036
"56",0.272604079708819,0.290130902878403
"57",0.430848245167279,0.153035716223892
"58",0.401926585562594,0.1816275897231
"59",0.362936751979102,0.186371969744571
"60",0.500469864733092,0.0393225608254084
"61",0.381415194199428,0.108038667896179
"62",0.398144030159118,0.156277201960302
"63",0.536548674125815,0.184236587301696
"64",0.448247464580513,0.116481379382726
"65",0.483109855397009,0.270766814247643
"66",0.351963155275731,0.249760056062692
"67",0.357196901198269,0.24063352943068
"68",0.549488920406465,0.102142585060662
"69",0.255911619232897,0.256849989436131
"70",0.238574270005632,0.201881214444749
"71",0.332814343576305,0.225497305371157
"72",0.2657189547962,0.276420253507577
"73",0.328186719533294,0.344524708557032
"74",0.497063388206541,0.0935022666360122
"75",0.489473277575206,0.200423356424375
"76",0.507819604836505,0.102869654453806
"77",0.378875794114413,0.0806047121034619
"78",0.511178977477015,0.164240370626128
"79",0.31958820246943,0.187219253993352
"80",0.407811374115654,0.124553291433763
"81",0.398295946214016,0.180468554722195
"82",0.359019598937966,0.2371033902844
"83",0.303970013552248,0.151228716659952
"84",0.553394908808471,0.067017781107002
"85",0.384193336874431,0.16064201479998
"86",0.379770027190559,0.189656247360604
"87",0.427664795083859,0.160063638467788
"88",0.508575454412453,0.25363049025389
"89",0.33284226752808,0.198752488878849
"90",0.37120394331745,0.0898810244592125
"91",0.384491769330816,0.289968540145992
"92",0.511048575061773,0.218401948075793
"93",0.420818108913412,0.244726388053335
"94",0.336373828324505,0.0507117438785821
"95",0.408803100412912,0.115386503598148
"96",0.276150227381163,0.227436751791336
"97",0.40850147176319,0.0818739458237127
"98",0.244495916262492,0.132256963201437
"99",0.419515878686842,0.258465100099255
"100",0.215999428780268,0.196514134233444
"101",0.339189879550785,0.0513959637534547
"102",0.417435904503928,0.0143763981018876
"103",0.603357406640976,0.318495722242413
"104",0.413521681478382,0.120263916788601
"105",0.391369333300668,0.13427690408914
"106",0.433416727989753,0.120474517115815
"107",0.344059615137443,0.1306208482409
"108",0.510047319751966,0.113273758966436
"109",0.552683087864851,0.247465077498434
"110",0.293055459754263,0.0539870053920916
"111",0.303981465840529,0.26433667289118
"112",0.424762377115419,0.221568885636272
"113",0.337997947612667,0.130572580392766
"114",0.342814264158827,0.0866651980218209
"115",0.311530169119589,0.173478184313686
"116",0.315253673322787,0.0808938284606856
"117",0.361252586636713,0.127335254110731
"118",0.323769481568756,0.248160545714669
"119",0.395635264442486,0.108672618235525
"120",0.383935851298526,0.0919372136264256
"121",0.222433896372621,0.131581704812749
"122",0.403781036679873,0.107514603869283
"123",0.564848602222016,0.270718665311023
"124",0.403649110228618,0.243796307660777
