"","V1","V2"
"1",0.239521615873457,0.0848805134633577
"2",0.247101163054779,0.46553673307396
"3",0.322616023146747,0.118210842422176
"4",0.115449846298806,0.472093452500709
"5",0.0856227740549958,0.310527475069717
"6",0.393489101490111,0.36366812281341
"7",0.237318681705467,0.392132099817876
"8",0.343554975282717,0.204458525202298
"9",0.453457028700601,0.0429285562748541
"10",0.151632375174219,0.538855933727054
"11",0.488876595551629,0.389424036814266
"12",0.478442431899398,0.254591452659008
"13",0.667264909947409,0.161617421918478
"14",0.212683891966941,0.210341402630943
"15",0.147525546239002,0.21587199923004
"16",0.121138839933632,0.670342360547736
"17",0.208300845767958,0.465552500841374
"18",0.546194487730132,0.596490830102339
"19",0.176626199768854,0.228473657976617
"20",0.360923734980813,0.0749734899588129
"21",0.400601545942509,0.0689694239961109
"22",0.0946013707937396,0.151442771471159
"23",0.597909200134684,0.542462525294197
"24",0.119358724626698,0.521630584928816
"25",0.0934816242703274,0.109559351932867
"26",0.254520630223464,0.634295333066222
"27",0.366338957764277,0.381476076464763
"28",0.290390572790375,0.327519377089182
"29",0.489614272829205,0.401088740912214
"30",0.265746023589047,0.368012421993126
"31",0.281037204358719,0.26473981686944
"32",0.619442756740034,0.447055701129973
"33",0.375965299952437,0.505152346653579
"34",0.00837439330090884,0.282876460464408
"35",0.265289132114249,0.515052404489135
"36",0.303565938876281,0.411211793215467
"37",0.145616409269266,0.241519557564702
"38",0.177861406372958,0.362395439074406
"39",0.0737749766758817,0.201265702473989
"40",0.251540791110443,0.284987858265919
"41",0.0996583273119011,0.128410783207971
"42",0.127276133035076,0.300347319034826
"43",0.21292096951043,0.26045189148032
"44",0.466240583330916,0.132522436131742
"45",0.026344812881539,0.132733691607562
"46",0.22748424371318,0.118815616447091
"47",0.396644370543714,0.35000917576079
"48",0.196701952050039,0.521817752176634
"49",0.265634247759614,0.357063502739086
"50",0.289584240627088,0.369845106267595
"51",0.108687996759515,0.17320967148623
"52",0.551832278572994,0.0620513698995984
"53",0.66467003321481,0.0660147141888653
"54",0.712413313106854,0.368323755828794
"55",0.368773346412428,0.353541532331241
"56",0.25968278047379,0.467850058365193
"57",0.168110145631691,0.514434904663861
"58",0.255538929833217,0.127434139288942
"59",0.274082459042637,0.0965074960365364
"60",0.188716321522322,0.187887071766526
"61",0.532583212854673,0.470003881410856
"62",0.325641295403112,0.0534270316089917
"63",0.58309671129792,0.405795350663894
"64",0.161901318189976,0.520980562481917
"65",0.299004466848192,0.06090021523193
"66",0.0873138927536063,0.274788238802582
"67",0.566961532120533,0.38993183896326
"68",0.196765591615181,0.376069156913886
"69",0.0916049215958729,0.157673617394903
"70",0.661991849431638,0.462992108809516
"71",0.132680438736437,0.321402412941148
"72",0.342975408775325,0.62676601758985
"73",0.563078303169716,0.113856739545905
"74",0.168820442485816,0.234032057410836
"75",0.649600230417007,0.135163759440662
"76",0.387576645472919,0.0873850208280345
"77",0.127747454446788,0.205917824277643
"78",0.260005443165708,0.112372411124495
"79",0.614412935870719,0.17153674588058
"80",0.344240327021255,0.182803730156901
"81",0.319249986468267,0.0765742179170756
"82",0.277407750146211,0.239640142994031
"83",0.356063602613791,0.182745048037644
"84",0.274268365915471,0.459911932734991
"85",0.703248896246673,0.114484081903606
"86",0.273665794848893,0.513961321129895
"87",0.417911415786004,0.274306780894913
"88",0.21746068474226,0.331123137178013
"89",0.165947970146681,0.164956377960527
"90",0.595560583012974,0.553387610642789
"91",0.136798003465951,0.278278699706492
"92",0.146537185955029,0.174130474649372
"93",0.30211575899802,0.145195361493969
"94",0.110802644352778,0.417016779205697
"95",0.301087225697906,0.301728802840652
"96",0.361698001421947,0.399629325506588
"97",0.199473806575348,0.393906674200598
