"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121"
"1",3.6428857709854,3.6428857709854,3.6428857709854,3.6428857709854,1.29657158763414,1.29657158763414,1.29657158763414,1.29657158763414,1.29657158763414,2.3091147387,2.3091147387,2.3091147387,2.3091147387,2.3091147387,1.2934711323157,1.2934711323157,1.2934711323157,1.2934711323157,1.2934711323157,5.9613623681171,5.9613623681171,5.9613623681171,5.9613623681171,5.9613623681171,5.74640800282488,5.74640800282488,5.74640800282488,5.74640800282488,5.74640800282488,1.63235622095896,1.63235622095896,1.63235622095896,1.63235622095896,1.63235622095896,1.13699513214502,1.13699513214502,1.13699513214502,1.13699513214502,1.13699513214502,2.2006620895073,2.2006620895073,2.2006620895073,2.2006620895073,2.2006620895073,6.71354408618094,6.71354408618094,6.71354408618094,6.71354408618094,6.71354408618094,1.2497377674691,1.2497377674691,1.2497377674691,1.2497377674691,1.2497377674691,3.22599847110051,3.22599847110051,3.22599847110051,3.22599847110051,3.22599847110051,5.74838301975157,5.74838301975157,5.74838301975157,5.74838301975157,5.74838301975157,1.3923979320918,1.3923979320918,1.3923979320918,1.3923979320918,1.3923979320918,6.28715584661376,6.28715584661376,6.28715584661376,6.28715584661376,6.28715584661376,1.26042338068638,1.26042338068638,1.26042338068638,1.26042338068638,1.26042338068638,1.64014706673338,1.64014706673338,1.64014706673338,1.64014706673338,1.64014706673338,1.24059134067202,1.24059134067202,1.24059134067202,1.24059134067202,1.24059134067202,4.68673965000988,4.68673965000988,4.68673965000988,4.68673965000988,4.68673965000988,2.08543200790795,2.08543200790795,2.08543200790795,2.08543200790795,2.08543200790795,1.40978002255744,1.40978002255744,1.40978002255744,1.40978002255744,1.40978002255744,2.47511587312078,2.47511587312078,2.47511587312078,2.47511587312078,2.47511587312078,1.40960751526481,1.40960751526481,1.40960751526481,1.40960751526481,1.40960751526481,1.97591498593457,1.97591498593457,1.97591498593457,1.97591498593457,1.97591498593457,2.62571112176573,2.62571112176573
"2",3.64287546404067,3.64287546404067,3.64287546404067,3.64287546404067,1.29657015877915,1.29657015877915,1.29657015877915,1.29657015877915,1.29657015877915,2.30911608350211,2.30911608350211,2.30911608350211,2.30911608350211,2.30911608350211,1.29346865580957,1.29346865580957,1.29346865580957,1.29346865580957,1.29346865580957,5.96134387097809,5.96134387097809,5.96134387097809,5.96134387097809,5.96134387097809,5.74634333572332,5.74634333572332,5.74634333572332,5.74634333572332,5.74634333572332,1.63235600568559,1.63235600568559,1.63235600568559,1.63235600568559,1.63235600568559,1.13699365763731,1.13699365763731,1.13699365763731,1.13699365763731,1.13699365763731,2.20066734989538,2.20066734989538,2.20066734989538,2.20066734989538,2.20066734989538,6.71357806245292,6.71357806245292,6.71357806245292,6.71357806245292,6.71357806245292,1.24973662831183,1.24973662831183,1.24973662831183,1.24973662831183,1.24973662831183,3.22598905528868,3.22598905528868,3.22598905528868,3.22598905528868,3.22598905528868,5.74842922557449,5.74842922557449,5.74842922557449,5.74842922557449,5.74842922557449,1.39239157705808,1.39239157705808,1.39239157705808,1.39239157705808,1.39239157705808,6.28713300241245,6.28713300241245,6.28713300241245,6.28713300241245,6.28713300241245,1.2604217453796,1.2604217453796,1.2604217453796,1.2604217453796,1.2604217453796,1.64015049688314,1.64015049688314,1.64015049688314,1.64015049688314,1.64015049688314,1.24059343205746,1.24059343205746,1.24059343205746,1.24059343205746,1.24059343205746,4.68674066982802,4.68674066982802,4.68674066982802,4.68674066982802,4.68674066982802,2.08543671986201,2.08543671986201,2.08543671986201,2.08543671986201,2.08543671986201,1.40977425584812,1.40977425584812,1.40977425584812,1.40977425584812,1.40977425584812,2.47511443258376,2.47511443258376,2.47511443258376,2.47511443258376,2.47511443258376,1.40960491176429,1.40960491176429,1.40960491176429,1.40960491176429,1.40960491176429,1.97592040407913,1.97592040407913,1.97592040407913,1.97592040407913,1.97592040407913,2.62570854486048,2.62570854486048
"3",3.64290617720956,3.64290617720956,3.64290617720956,3.64290617720956,1.29656897943433,1.29656897943433,1.29656897943433,1.29656897943433,1.29656897943433,2.30912113432818,2.30912113432818,2.30912113432818,2.30912113432818,2.30912113432818,1.29347208133662,1.29347208133662,1.29347208133662,1.29347208133662,1.29347208133662,5.96128818936605,5.96128818936605,5.96128818936605,5.96128818936605,5.96128818936605,5.74637545394905,5.74637545394905,5.74637545394905,5.74637545394905,5.74637545394905,1.63235991201589,1.63235991201589,1.63235991201589,1.63235991201589,1.63235991201589,1.13699818295141,1.13699818295141,1.13699818295141,1.13699818295141,1.13699818295141,2.20066064446237,2.20066064446237,2.20066064446237,2.20066064446237,2.20066064446237,6.7135607198307,6.7135607198307,6.7135607198307,6.7135607198307,6.7135607198307,1.24973715781128,1.24973715781128,1.24973715781128,1.24973715781128,1.24973715781128,3.22595387027142,3.22595387027142,3.22595387027142,3.22595387027142,3.22595387027142,5.74838829765631,5.74838829765631,5.74838829765631,5.74838829765631,5.74838829765631,1.39239156363522,1.39239156363522,1.39239156363522,1.39239156363522,1.39239156363522,6.28718329179126,6.28718329179126,6.28718329179126,6.28718329179126,6.28718329179126,1.26042096847882,1.26042096847882,1.26042096847882,1.26042096847882,1.26042096847882,1.64014290390448,1.64014290390448,1.64014290390448,1.64014290390448,1.64014290390448,1.24059447875814,1.24059447875814,1.24059447875814,1.24059447875814,1.24059447875814,4.6867479878007,4.6867479878007,4.6867479878007,4.6867479878007,4.6867479878007,2.0854307972085,2.0854307972085,2.0854307972085,2.0854307972085,2.0854307972085,1.40978259427046,1.40978259427046,1.40978259427046,1.40978259427046,1.40978259427046,2.47510153928571,2.47510153928571,2.47510153928571,2.47510153928571,2.47510153928571,1.40961230780266,1.40961230780266,1.40961230780266,1.40961230780266,1.40961230780266,1.97591734088655,1.97591734088655,1.97591734088655,1.97591734088655,1.97591734088655,2.62570628202912,2.62570628202912
"4",3.64289850747781,3.64289850747781,3.64289850747781,3.64289850747781,1.29657756885873,1.29657756885873,1.29657756885873,1.29657756885873,1.29657756885873,2.30909329773198,2.30909329773198,2.30909329773198,2.30909329773198,2.30909329773198,1.29346225915628,1.29346225915628,1.29346225915628,1.29346225915628,1.29346225915628,5.96151285212823,5.96151285212823,5.96151285212823,5.96151285212823,5.96151285212823,5.74613985828361,5.74613985828361,5.74613985828361,5.74613985828361,5.74613985828361,1.63236929868955,1.63236929868955,1.63236929868955,1.63236929868955,1.63236929868955,1.13699500180648,1.13699500180648,1.13699500180648,1.13699500180648,1.13699500180648,2.20069419485089,2.20069419485089,2.20069419485089,2.20069419485089,2.20069419485089,6.71389660430092,6.71389660430092,6.71389660430092,6.71389660430092,6.71389660430092,1.24973622982815,1.24973622982815,1.24973622982815,1.24973622982815,1.24973622982815,3.22608260068069,3.22608260068069,3.22608260068069,3.22608260068069,3.22608260068069,5.74850246338939,5.74850246338939,5.74850246338939,5.74850246338939,5.74850246338939,1.39237719904561,1.39237719904561,1.39237719904561,1.39237719904561,1.39237719904561,6.28711461118309,6.28711461118309,6.28711461118309,6.28711461118309,6.28711461118309,1.26043419084369,1.26043419084369,1.26043419084369,1.26043419084369,1.26043419084369,1.64014920978744,1.64014920978744,1.64014920978744,1.64014920978744,1.64014920978744,1.24058422165147,1.24058422165147,1.24058422165147,1.24058422165147,1.24058422165147,4.68678649014138,4.68678649014138,4.68678649014138,4.68678649014138,4.68678649014138,2.08541804234855,2.08541804234855,2.08541804234855,2.08541804234855,2.08541804234855,1.40976904231064,1.40976904231064,1.40976904231064,1.40976904231064,1.40976904231064,2.47517253415758,2.47517253415758,2.47517253415758,2.47517253415758,2.47517253415758,1.40960985157413,1.40960985157413,1.40960985157413,1.40960985157413,1.40960985157413,1.97586413619063,1.97586413619063,1.97586413619063,1.97586413619063,1.97586413619063,2.62561497354412,2.62561497354412
"5",3.6429029278032,3.6429029278032,3.6429029278032,3.6429029278032,1.29656678701176,1.29656678701176,1.29656678701176,1.29656678701176,1.29656678701176,2.30910221271443,2.30910221271443,2.30910221271443,2.30910221271443,2.30910221271443,1.29346882181542,1.29346882181542,1.29346882181542,1.29346882181542,1.29346882181542,5.96140193713876,5.96140193713876,5.96140193713876,5.96140193713876,5.96140193713876,5.74618113396913,5.74618113396913,5.74618113396913,5.74618113396913,5.74618113396913,1.63236231824048,1.63236231824048,1.63236231824048,1.63236231824048,1.63236231824048,1.13699605278008,1.13699605278008,1.13699605278008,1.13699605278008,1.13699605278008,2.20066230455684,2.20066230455684,2.20066230455684,2.20066230455684,2.20066230455684,6.71373775286591,6.71373775286591,6.71373775286591,6.71373775286591,6.71373775286591,1.24973867262798,1.24973867262798,1.24973867262798,1.24973867262798,1.24973867262798,3.22594616775979,3.22594616775979,3.22594616775979,3.22594616775979,3.22594616775979,5.74860954276216,5.74860954276216,5.74860954276216,5.74860954276216,5.74860954276216,1.39238006085488,1.39238006085488,1.39238006085488,1.39238006085488,1.39238006085488,6.28717332642257,6.28717332642257,6.28717332642257,6.28717332642257,6.28717332642257,1.26043513240185,1.26043513240185,1.26043513240185,1.26043513240185,1.26043513240185,1.64014392209884,1.64014392209884,1.64014392209884,1.64014392209884,1.64014392209884,1.24057605930525,1.24057605930525,1.24057605930525,1.24057605930525,1.24057605930525,4.68678004226907,4.68678004226907,4.68678004226907,4.68678004226907,4.68678004226907,2.08544513887764,2.08544513887764,2.08544513887764,2.08544513887764,2.08544513887764,1.40976650660807,1.40976650660807,1.40976650660807,1.40976650660807,1.40976650660807,2.4751778368891,2.4751778368891,2.4751778368891,2.4751778368891,2.4751778368891,1.40960917276981,1.40960917276981,1.40960917276981,1.40960917276981,1.40960917276981,1.97589947347704,1.97589947347704,1.97589947347704,1.97589947347704,1.97589947347704,2.62565827825043,2.62565827825043
"6",3.64288939234322,3.64288939234322,3.64288939234322,3.64288939234322,1.29656862872208,1.29656862872208,1.29656862872208,1.29656862872208,1.29656862872208,2.30911876841969,2.30911876841969,2.30911876841969,2.30911876841969,2.30911876841969,1.29346931404169,1.29346931404169,1.29346931404169,1.29346931404169,1.29346931404169,5.96137791512796,5.96137791512796,5.96137791512796,5.96137791512796,5.96137791512796,5.74630589426145,5.74630589426145,5.74630589426145,5.74630589426145,5.74630589426145,1.63234705928809,1.63234705928809,1.63234705928809,1.63234705928809,1.63234705928809,1.13699987951538,1.13699987951538,1.13699987951538,1.13699987951538,1.13699987951538,2.2006347121771,2.2006347121771,2.2006347121771,2.2006347121771,2.2006347121771,6.71380003669369,6.71380003669369,6.71380003669369,6.71380003669369,6.71380003669369,1.24973426935258,1.24973426935258,1.24973426935258,1.24973426935258,1.24973426935258,3.22592835854646,3.22592835854646,3.22592835854646,3.22592835854646,3.22592835854646,5.74836149804209,5.74836149804209,5.74836149804209,5.74836149804209,5.74836149804209,1.39239043581811,1.39239043581811,1.39239043581811,1.39239043581811,1.39239043581811,6.28728994058604,6.28728994058604,6.28728994058604,6.28728994058604,6.28728994058604,1.2604179876906,1.2604179876906,1.2604179876906,1.2604179876906,1.2604179876906,1.64015097950989,1.64015097950989,1.64015097950989,1.64015097950989,1.64015097950989,1.24058935177973,1.24058935177973,1.24058935177973,1.24058935177973,1.24058935177973,4.68679366872001,4.68679366872001,4.68679366872001,4.68679366872001,4.68679366872001,2.08543837335282,2.08543837335282,2.08543837335282,2.08543837335282,2.08543837335282,1.4097860272367,1.4097860272367,1.4097860272367,1.4097860272367,1.4097860272367,2.47506201055764,2.47506201055764,2.47506201055764,2.47506201055764,2.47506201055764,1.40961599498531,1.40961599498531,1.40961599498531,1.40961599498531,1.40961599498531,1.97593850954887,1.97593850954887,1.97593850954887,1.97593850954887,1.97593850954887,2.62571923076763,2.62571923076763
"7",3.64292089872199,3.64292089872199,3.64292089872199,3.64292089872199,1.29656744974431,1.29656744974431,1.29656744974431,1.29656744974431,1.29656744974431,2.3090892893161,2.3090892893161,2.3090892893161,2.3090892893161,2.3090892893161,1.29346696237724,1.29346696237724,1.29346696237724,1.29346696237724,1.29346696237724,5.96120500109758,5.96120500109758,5.96120500109758,5.96120500109758,5.96120500109758,5.74629580841667,5.74629580841667,5.74629580841667,5.74629580841667,5.74629580841667,1.6323692382447,1.6323692382447,1.6323692382447,1.6323692382447,1.6323692382447,1.13699903299061,1.13699903299061,1.13699903299061,1.13699903299061,1.13699903299061,2.20070461647799,2.20070461647799,2.20070461647799,2.20070461647799,2.20070461647799,6.71352763342615,6.71352763342615,6.71352763342615,6.71352763342615,6.71352763342615,1.24974448790074,1.24974448790074,1.24974448790074,1.24974448790074,1.24974448790074,3.22596724880543,3.22596724880543,3.22596724880543,3.22596724880543,3.22596724880543,5.74849239081533,5.74849239081533,5.74849239081533,5.74849239081533,5.74849239081533,1.39239501289978,1.39239501289978,1.39239501289978,1.39239501289978,1.39239501289978,6.28709890762965,6.28709890762965,6.28709890762965,6.28709890762965,6.28709890762965,1.26042861873976,1.26042861873976,1.26042861873976,1.26042861873976,1.26042861873976,1.64013498389175,1.64013498389175,1.64013498389175,1.64013498389175,1.64013498389175,1.24058462110485,1.24058462110485,1.24058462110485,1.24058462110485,1.24058462110485,4.6867871701461,4.6867871701461,4.6867871701461,4.6867871701461,4.6867871701461,2.08545270717408,2.08545270717408,2.08545270717408,2.08545270717408,2.08545270717408,1.409775187879,1.409775187879,1.409775187879,1.409775187879,1.409775187879,2.47514160132491,2.47514160132491,2.47514160132491,2.47514160132491,2.47514160132491,1.40961161461839,1.40961161461839,1.40961161461839,1.40961161461839,1.40961161461839,1.97590416827338,1.97590416827338,1.97590416827338,1.97590416827338,1.97590416827338,2.62570521998493,2.62570521998493
"8",3.64288126847072,3.64288126847072,3.64288126847072,3.64288126847072,1.29656797408655,1.29656797408655,1.29656797408655,1.29656797408655,1.29656797408655,2.30909228690097,2.30909228690097,2.30909228690097,2.30909228690097,2.30909228690097,1.29346579523282,1.29346579523282,1.29346579523282,1.29346579523282,1.29346579523282,5.96126355276536,5.96126355276536,5.96126355276536,5.96126355276536,5.96126355276536,5.74635513673557,5.74635513673557,5.74635513673557,5.74635513673557,5.74635513673557,1.6323557343063,1.6323557343063,1.6323557343063,1.6323557343063,1.6323557343063,1.13699707755773,1.13699707755773,1.13699707755773,1.13699707755773,1.13699707755773,2.2006894698273,2.2006894698273,2.2006894698273,2.2006894698273,2.2006894698273,6.71352308404355,6.71352308404355,6.71352308404355,6.71352308404355,6.71352308404355,1.24973545736996,1.24973545736996,1.24973545736996,1.24973545736996,1.24973545736996,3.22599599756072,3.22599599756072,3.22599599756072,3.22599599756072,3.22599599756072,5.74846604203007,5.74846604203007,5.74846604203007,5.74846604203007,5.74846604203007,1.39239226153561,1.39239226153561,1.39239226153561,1.39239226153561,1.39239226153561,6.28712748427214,6.28712748427214,6.28712748427214,6.28712748427214,6.28712748427214,1.2604242805709,1.2604242805709,1.2604242805709,1.2604242805709,1.2604242805709,1.64015521480545,1.64015521480545,1.64015521480545,1.64015521480545,1.64015521480545,1.24058663393692,1.24058663393692,1.24058663393692,1.24058663393692,1.24058663393692,4.68675098165898,4.68675098165898,4.68675098165898,4.68675098165898,4.68675098165898,2.08545445890922,2.08545445890922,2.08545445890922,2.08545445890922,2.08545445890922,1.40978132094297,1.40978132094297,1.40978132094297,1.40978132094297,1.40978132094297,2.47513085969548,2.47513085969548,2.47513085969548,2.47513085969548,2.47513085969548,1.40961023079827,1.40961023079827,1.40961023079827,1.40961023079827,1.40961023079827,1.97591120778923,1.97591120778923,1.97591120778923,1.97591120778923,1.97591120778923,2.62570846750126,2.62570846750126
"9",3.64291313298938,3.64291313298938,3.64291313298938,3.64291313298938,1.29657211752733,1.29657211752733,1.29657211752733,1.29657211752733,1.29657211752733,2.30906837424086,2.30906837424086,2.30906837424086,2.30906837424086,2.30906837424086,1.29346558999043,1.29346558999043,1.29346558999043,1.29346558999043,1.29346558999043,5.96125337651478,5.96125337651478,5.96125337651478,5.96125337651478,5.96125337651478,5.74632495561838,5.74632495561838,5.74632495561838,5.74632495561838,5.74632495561838,1.63236473626447,1.63236473626447,1.63236473626447,1.63236473626447,1.63236473626447,1.13699861971489,1.13699861971489,1.13699861971489,1.13699861971489,1.13699861971489,2.20069334271151,2.20069334271151,2.20069334271151,2.20069334271151,2.20069334271151,6.71355457589024,6.71355457589024,6.71355457589024,6.71355457589024,6.71355457589024,1.24974317290781,1.24974317290781,1.24974317290781,1.24974317290781,1.24974317290781,3.22596203518021,3.22596203518021,3.22596203518021,3.22596203518021,3.22596203518021,5.7484889694864,5.7484889694864,5.7484889694864,5.7484889694864,5.7484889694864,1.39239566335557,1.39239566335557,1.39239566335557,1.39239566335557,1.39239566335557,6.28705097453914,6.28705097453914,6.28705097453914,6.28705097453914,6.28705097453914,1.26042844061558,1.26042844061558,1.26042844061558,1.26042844061558,1.26042844061558,1.64014403996594,1.64014403996594,1.64014403996594,1.64014403996594,1.64014403996594,1.24058453019943,1.24058453019943,1.24058453019943,1.24058453019943,1.24058453019943,4.6867650212235,4.6867650212235,4.6867650212235,4.6867650212235,4.6867650212235,2.08544727667695,2.08544727667695,2.08544727667695,2.08544727667695,2.08544727667695,1.40977540487155,1.40977540487155,1.40977540487155,1.40977540487155,1.40977540487155,2.47515036575877,2.47515036575877,2.47515036575877,2.47515036575877,2.47515036575877,1.40960892477741,1.40960892477741,1.40960892477741,1.40960892477741,1.40960892477741,1.9759107009774,1.9759107009774,1.9759107009774,1.9759107009774,1.9759107009774,2.6257041990708,2.6257041990708
"10",3.64287862441663,3.64287862441663,3.64287862441663,3.64287862441663,1.2965706287755,1.2965706287755,1.2965706287755,1.2965706287755,1.2965706287755,2.30911465856053,2.30911465856053,2.30911465856053,2.30911465856053,2.30911465856053,1.2934684384681,1.2934684384681,1.2934684384681,1.2934684384681,1.2934684384681,5.96129762668164,5.96129762668164,5.96129762668164,5.96129762668164,5.96129762668164,5.74632503651385,5.74632503651385,5.74632503651385,5.74632503651385,5.74632503651385,1.632355612602,1.632355612602,1.632355612602,1.632355612602,1.632355612602,1.13699332572176,1.13699332572176,1.13699332572176,1.13699332572176,1.13699332572176,2.20066768393024,2.20066768393024,2.20066768393024,2.20066768393024,2.20066768393024,6.71355155085691,6.71355155085691,6.71355155085691,6.71355155085691,6.71355155085691,1.24973645937391,1.24973645937391,1.24973645937391,1.24973645937391,1.24973645937391,3.22599301418768,3.22599301418768,3.22599301418768,3.22599301418768,3.22599301418768,5.74843854983502,5.74843854983502,5.74843854983502,5.74843854983502,5.74843854983502,1.39239570494657,1.39239570494657,1.39239570494657,1.39239570494657,1.39239570494657,6.28714377200528,6.28714377200528,6.28714377200528,6.28714377200528,6.28714377200528,1.260422995505,1.260422995505,1.260422995505,1.260422995505,1.260422995505,1.640150188199,1.640150188199,1.640150188199,1.640150188199,1.640150188199,1.24059240181597,1.24059240181597,1.24059240181597,1.24059240181597,1.24059240181597,4.68672871090546,4.68672871090546,4.68672871090546,4.68672871090546,4.68672871090546,2.08543880888025,2.08543880888025,2.08543880888025,2.08543880888025,2.08543880888025,1.40977390602651,1.40977390602651,1.40977390602651,1.40977390602651,1.40977390602651,2.47511825583242,2.47511825583242,2.47511825583242,2.47511825583242,2.47511825583242,1.40960541179678,1.40960541179678,1.40960541179678,1.40960541179678,1.40960541179678,1.97591868568734,1.97591868568734,1.97591868568734,1.97591868568734,1.97591868568734,2.6257156722793,2.6257156722793
