country,date,ratio
CZE,2021-01-19,0.002972524904060141
CZE,2021-01-20,0.0026737575368627033
CZE,2021-01-21,0.002350583821358996
CZE,2021-01-22,0.0028418901585281157
CZE,2021-01-23,0.00132168324506059
CZE,2021-01-24,0.000737333549405883
CZE,2021-01-25,0.0025492010006789825
CZE,2021-01-26,0.0027532418129559183
CZE,2021-01-27,0.0028507736952679457
CZE,2021-01-28,0.002414171242233568
CZE,2021-01-29,0.002929603394969805
CZE,2021-01-30,0.0013489884316714355
CZE,2021-01-31,0.0007130207120126644
CZE,2021-02-01,0.0025710825543328797
CZE,2021-02-02,0.0028037377060033727
CZE,2021-02-03,0.0029732729913645476
CZE,2021-02-04,0.0025942732607694883
CZE,2021-02-05,0.0029168859107948906
CZE,2021-02-06,0.0013932190935444834
CZE,2021-02-07,0.0007311618291445276
CZE,2021-02-08,0.0023899519157534
CZE,2021-02-09,0.0029339048969701438
CZE,2021-02-10,0.0027985946057855764
CZE,2021-02-11,0.0026396260535991463
CZE,2021-02-12,0.002904168426619976
CZE,2021-02-13,0.001539002606990745
CZE,2021-02-14,0.0007842760277574054
CZE,2021-02-15,0.002721074058866429
CZE,2021-02-16,0.0032299604476891067
CZE,2021-02-17,0.0030653812407196264
CZE,2021-02-18,0.0031861973403813134
CZE,2021-02-19,0.0035069397721456987
CZE,2021-02-20,0.0017583792090080184
CZE,2021-02-21,0.0008950864597226522
CZE,2021-02-22,0.003166747070466738
CZE,2021-02-23,0.003651788176461452
ITA,2020-01-22,0.0
ITA,2020-01-23,0.0
ITA,2020-01-24,0.0
ITA,2020-01-25,0.0
ITA,2020-01-26,0.0
ITA,2020-01-27,0.0
ITA,2020-01-28,0.0
ITA,2020-01-29,0.0
ITA,2020-01-30,0.0
ITA,2020-01-31,0.0
ITA,2020-02-01,0.0
ITA,2020-02-02,0.0
ITA,2020-02-03,0.0
ITA,2020-02-04,0.0
ITA,2020-02-05,0.0
ITA,2020-02-06,0.0
ITA,2020-02-07,0.0
ITA,2020-02-08,0.0
ITA,2020-02-09,0.0
ITA,2020-02-10,0.0
ITA,2020-02-11,0.0
ITA,2020-02-12,0.0
ITA,2020-02-13,0.0
ITA,2020-02-14,0.0
ITA,2020-02-15,0.0
ITA,2020-02-16,0.0
ITA,2020-02-17,0.0
ITA,2020-02-18,0.0
ITA,2020-02-19,0.0
ITA,2020-02-20,0.0
ITA,2020-02-21,0.0
ITA,2020-02-22,0.0
ITA,2020-02-23,0.0
ITA,2020-02-24,7.249986787720655e-05
ITA,2020-02-25,7.208069657819403e-05
ITA,2020-02-26,1.6163245289923014e-05
ITA,2020-02-27,4.069314970813606e-05
ITA,2020-02-28,6.171878206660437e-05
ITA,2020-02-29,4.973048291484612e-05
ITA,2020-03-01,4.13470569345956e-05
ITA,2020-03-02,3.718887764839134e-05
ITA,2020-03-03,4.2101565272818146e-05
ITA,2020-03-04,6.674883765475469e-05
ITA,2020-03-05,4.233630120026516e-05
ITA,2020-03-06,6.70171072861227e-05
ITA,2020-03-07,9.56213567307375e-05
ITA,2020-03-08,0.00013203895918894578
ITA,2020-03-09,6.520628727438859e-05
ITA,2020-03-10,0.0001162781183460748
ITA,2020-03-11,0.00020779159634648955
ITA,2020-03-12,0.00021557141565616204
ITA,2020-03-13,0.0001924331599506706
ITA,2020-03-14,0.0001958703646025733
ITA,2020-03-15,0.00026372581448672104
ITA,2020-03-16,0.00021902538716002526
ITA,2020-03-17,0.00017932148171755875
ITA,2020-03-18,0.0002830915285010998
ITA,2020-03-19,0.0002889934603911961
ITA,2020-03-20,0.00040423203391571987
ITA,2020-03-21,0.00044157181323175573
ITA,2020-03-22,0.0004221893323654165
ITA,2020-03-23,0.00028614309555791096
ITA,2020-03-24,0.0003604202497429306
ITA,2020-03-25,0.0004607698587265294
ITA,2020-03-26,0.000613918284533746
ITA,2020-03-27,0.0005536246848837843
ITA,2020-03-28,0.0005943346014438808
ITA,2020-03-29,0.0004108549404401178
ITA,2020-03-30,0.00039115388938652904
ITA,2020-03-31,0.0004964497196984757
ITA,2020-04-01,0.0005777018842990638
ITA,2020-04-02,0.0006674716096955864
ITA,2020-04-03,0.0006474855221586691
ITA,2020-04-04,0.0006266610920237269
ITA,2020-04-05,0.0005740467105716746
ITA,2020-04-06,0.0005075493756963274
ITA,2020-04-07,0.000565260880144372
ITA,2020-04-08,0.0008665109093186944
ITA,2020-04-09,0.0007753663020614107
ITA,2020-04-10,0.0008969427456270038
ITA,2020-04-11,0.000949154722632004
ITA,2020-04-12,0.0007833473235946092
ITA,2020-04-13,0.0006156285034337171
ITA,2020-04-14,0.0004489995286502577
ITA,2020-04-15,0.0007329629334533036
ITA,2020-04-16,0.0010227612027386038
ITA,2020-04-17,0.0011016660080647217
ITA,2020-04-18,0.0010349339372619274
ITA,2020-04-19,0.0008502135292130874
ITA,2020-04-20,0.0006955393198774651
ITA,2020-04-21,0.0008739889252930779
ITA,2020-04-22,0.001058005125559577
ITA,2020-04-23,0.0011176448179830792
ITA,2020-04-24,0.0010470396043774093
ITA,2020-04-25,0.0010963341491412822
ITA,2020-04-26,0.0008369341824603705
ITA,2020-04-27,0.0005365895632919151
ITA,2020-04-28,0.0009602711454818163
ITA,2020-04-29,0.0010701778600829006
ITA,2020-04-30,0.0011477916178080601
ITA,2020-05-01,0.001244234550284862
ITA,2020-05-02,0.0009290848008352843
ITA,2020-05-03,0.0007534184928451148
ITA,2020-05-04,0.0006309534061256151
ITA,2020-05-05,0.0009265865398931696
ITA,2020-05-06,0.0010774882075376792
ITA,2020-05-07,0.0011796989370888935
ITA,2020-05-08,0.0010693059837809547
ITA,2020-05-09,0.0011597799169598183
ITA,2020-05-10,0.0008664773756147734
ITA,2020-05-11,0.0006830815488708128
ITA,2020-05-12,0.001123429381909452
ITA,2020-05-13,0.0010390921165481317
ITA,2020-05-14,0.0012051342515129737
ITA,2020-05-15,0.0011430968992591198
ITA,2020-05-16,0.0011599140517755022
ITA,2020-05-17,0.0010077045696780737
ITA,2020-05-18,0.0006104140124740013
ITA,2020-05-19,0.0010589608361213255
