"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.975132793482889,0.370474174881714,0.239294147128327,0.120161917406465,0.743561990285518,0.452833097171897,0.64390896487417,0.208039236300428,0.195886716358423,0.627867897253968,0.892510646534034
"2",0.975132062346706,0.370471020626511,0.239287815643414,0.120162651797688,0.743558294272887,0.452830980213995,0.643910648370591,0.208032004849741,0.195877922611707,0.627872782261103,0.892507880656086
"3",0.975132184213192,0.37046922502278,0.23929205656673,0.120164534580391,0.743557401664219,0.452833222358992,0.643908934067643,0.208033031895847,0.195878512976959,0.627877065949969,0.892508418652298
"4",0.975131881507062,0.370467360809922,0.239290421601724,0.120165299526141,0.743559620932464,0.452835028447043,0.643909126850707,0.208032875221035,0.195877427108077,0.627878340753814,0.892508442563466
"5",0.975132174709094,0.370474911580907,0.239290998041503,0.120162042106346,0.743561344351236,0.452833247076137,0.643911025882208,0.208034568768625,0.195881379020104,0.627870974153444,0.892506629074611
"6",0.975131747085699,0.370466543206913,0.239289762349572,0.120165504849482,0.743559899688235,0.452834861093464,0.643909143535294,0.208033563484618,0.19587824965239,0.627878068162426,0.892507745302087
"7",0.975132289893257,0.370473106285047,0.23929064199402,0.120162677602764,0.74356244435813,0.452833338606233,0.64391195186542,0.208034164055124,0.195881751891684,0.627870405168697,0.892507100930051
"8",0.975132651921319,0.370474768657524,0.239294099385349,0.120161205222873,0.743561340065794,0.45283044447063,0.643910302465111,0.208038290151531,0.195886555070506,0.627867866386878,0.892510915341052
"9",0.975131716339448,0.370467015352741,0.239289572903955,0.120165637683393,0.743559597640159,0.452834454237767,0.643908358968362,0.208033274656484,0.195877960758459,0.62787785314606,0.892507563844951
"10",0.975132875593908,0.370474538723691,0.239294738407856,0.120161254009476,0.743562179428562,0.452833356708033,0.643911089444822,0.208039491588184,0.195886809471064,0.627867994694062,0.892510723950555
"11",0.975132198105524,0.370471716382206,0.239288804359343,0.120161806406517,0.743556853674026,0.452830843917139,0.643912134326034,0.208033041481615,0.195879238385856,0.627874199376411,0.892507563018412
"12",0.975132053987851,0.370472363264241,0.239288180219266,0.120161380615838,0.743557648785905,0.452831400794933,0.643912728154335,0.208032843345165,0.195878391672612,0.627873921284705,0.892507370445286
"13",0.975132909625681,0.370474128161179,0.239292970346206,0.120161196655519,0.743562387088338,0.452828180907377,0.643911080903647,0.208038040991568,0.195885883052063,0.627867805503642,0.892511316486883
"14",0.97513234909153,0.370473627421011,0.239290075057874,0.120161561486175,0.743559553028981,0.452832351735248,0.643913322787889,0.208033859258455,0.195880536650508,0.627872865496415,0.892507593776917
"15",0.975131675852298,0.370462487795791,0.239289834944644,0.120164978702175,0.743561009087921,0.452834331369401,0.643909949961036,0.208035351131518,0.19587792169345,0.627883244482496,0.892507064245739
"16",0.97513214857963,0.370469280717668,0.23929205894529,0.120164498723745,0.743557156474171,0.452833186723746,0.643909103869696,0.208032978475012,0.195878472331339,0.627876894537321,0.892508319115432
"17",0.975132393416985,0.370470987841152,0.239290823410432,0.120162458473646,0.743561987072915,0.452831805831557,0.643912572079757,0.208034783755397,0.195882867687575,0.627871361406083,0.892507445196643
"18",0.975132044133852,0.370471430455358,0.239288010542556,0.120162898992734,0.743558700343653,0.452831612659078,0.643910669560598,0.208032320353118,0.195878283230801,0.627872474675386,0.892508286061588
"19",0.975132726478385,0.370474908761178,0.239294017222425,0.120161496049587,0.743561222094913,0.452833300105871,0.643911105673866,0.208039757570062,0.195887225084809,0.627868254871799,0.892511102645268
"20",0.975132187177944,0.370471917603292,0.239289319870481,0.12016181066622,0.743557492530336,0.452830886929611,0.643912705663432,0.208033040020793,0.195879736195975,0.627874084494762,0.892507252628492
"21",0.975132009818396,0.37046692731162,0.239292571329383,0.120164353553324,0.743557732988953,0.452835995722553,0.64390904484226,0.208032626562814,0.195878670870748,0.627878999953704,0.892507853423001
"22",0.975131996165165,0.370471499308977,0.239288401566064,0.120162676107125,0.743558536616155,0.452832632855854,0.643911513635587,0.208032081089419,0.195877735829037,0.627872251931102,0.892508039948384
"23",0.975131671203458,0.37046367434758,0.239290876897327,0.120164874379138,0.743561000153874,0.452834441281226,0.643910267669458,0.208034195514485,0.195877995870664,0.627882836172983,0.892507175401083
"24",0.975132523061247,0.370470966912412,0.239292439649626,0.120162647585739,0.743562109907871,0.45282838986727,0.643914411582868,0.20803566644269,0.195883445446551,0.627870577649954,0.892508707579174
"25",0.975132889316205,0.370472038697905,0.23929348671199,0.120161878457821,0.743561903430025,0.452830838088164,0.643910071929091,0.208037808692903,0.195884879412367,0.627867177360902,0.892509395642408
"26",0.975132005052515,0.370467526820137,0.239292706362007,0.120164442833209,0.743557656692684,0.452835285421212,0.643909041335257,0.208033012088819,0.195878294121219,0.627879399343867,0.892507815736341
"27",0.975132259534231,0.370468234481832,0.239288913603873,0.120162657294993,0.743558436967095,0.45283236158779,0.643910741065577,0.20803130553038,0.195878499269733,0.627871842537978,0.892508741356533
"28",0.97513209178587,0.370471781399189,0.239288581295682,0.120161689033217,0.743557642026947,0.452830650575636,0.643913086350184,0.208033190946494,0.195879317428891,0.627874269599425,0.89250742099739
"29",0.975132172920039,0.370472091905265,0.239289224079988,0.120161546161512,0.743558445747276,0.45283122205225,0.643912528879868,0.208033812320637,0.195879067395085,0.627873146772743,0.892507497383496
"30",0.975132387764485,0.370469892399268,0.239291908018637,0.120162550207947,0.743562642606105,0.452831711797742,0.643913634254828,0.208034321656605,0.195883010804099,0.627870014724925,0.892507643802666
"31",0.975132234036465,0.370473723227989,0.239290855932715,0.120162346234381,0.74356129366128,0.452833181843222,0.643911931146124,0.20803428290109,0.195881938302003,0.627871533460168,0.89250708329956
"32",0.975131943912092,0.370469375210655,0.239291993345865,0.120164134374703,0.743557301619638,0.452835260090782,0.643909758244412,0.208033431129361,0.195878341315025,0.627878755135266,0.89250831815583
"33",0.9751320604371,0.370470829889839,0.239290336725901,0.120163957812219,0.743558378334484,0.452831927782458,0.643910325421236,0.20803302531305,0.195878383268563,0.627874019158961,0.892509516313886
"34",0.975132354740348,0.370475211000654,0.239293430802002,0.120162058778974,0.743564488724785,0.452837037921091,0.643908335155419,0.208040513169179,0.195885585764469,0.627867692907289,0.892508977313659
"35",0.975132355397943,0.370470163730248,0.239292309805068,0.12016231441622,0.743563526696068,0.452831530728486,0.643914124412028,0.208035283063065,0.195882956729478,0.627870304638766,0.892507554789337
"36",0.975132460449113,0.370469753068907,0.239291670686402,0.120162534234587,0.743562726685531,0.452829187968579,0.643913362136084,0.208035762671117,0.195882610253916,0.627870274631096,0.892508403925118
"37",0.975132354119444,0.370470133984204,0.239291940014418,0.120162420342999,0.743563080643128,0.452831482900725,0.643913401902033,0.208034759664623,0.195883093998589,0.627870137008694,0.892507657887805
"38",0.975132552274745,0.370475029662609,0.239293916360038,0.120161882070519,0.743562705601568,0.452834313840474,0.643909006821328,0.208039778934255,0.195885405830107,0.627868127446221,0.892510725574358
"39",0.975132012164476,0.370468653981607,0.239291340282918,0.120163990618039,0.743556307657322,0.452833923242268,0.64390945855772,0.208033400905295,0.195878955926724,0.627877387409332,0.892508205945999
"40",0.975131681164376,0.370462211180564,0.239289774035763,0.120165053202765,0.743560723832005,0.452834049448881,0.643910239130118,0.208035455369625,0.195877797292164,0.627883825379546,0.892507075986148
"41",0.975131871735353,0.37046756586048,0.23929049697607,0.120165225896652,0.743559744072121,0.452834820706834,0.643909443219382,0.208032940727721,0.195877739497561,0.627878316683848,0.892508601349005
"42",0.975131933440139,0.370466935161114,0.239290905129646,0.120165046984347,0.743559176269937,0.452835029700545,0.643909926657113,0.208032345974888,0.195877483425666,0.62787853265642,0.89250855579567
"43",0.975132745479118,0.370472555803225,0.239293563583967,0.120162091146801,0.74356212692255,0.452829348420059,0.643908989642486,0.208036500507096,0.195884347329769,0.627869411592987,0.892508418274309
"44",0.975131826893785,0.370466318530534,0.239288990445925,0.120165292711014,0.743560157085476,0.452835195283363,0.643908537544056,0.208033637293622,0.195879282386529,0.627878008843248,0.892507258162612
"45",0.975132371023686,0.370469843562989,0.239292054968363,0.120162366873841,0.74356278993204,0.452831624340566,0.643913419780814,0.208034546042884,0.195883210631718,0.627869827978094,0.892507513433061
"46",0.975132076024821,0.370469120817751,0.239291899660651,0.120164211736967,0.743556926857157,0.452834090242717,0.643909356079591,0.208033304110193,0.19587875608134,0.6278769185737,0.892508403416009
"47",0.97513242241125,0.370469618709287,0.239291344505593,0.120162783373028,0.743562854095224,0.452828884657945,0.643913753812309,0.208036195313941,0.195882564383081,0.627870686547891,0.892508177554066
"48",0.975132429063554,0.37047607338421,0.239293277411155,0.12016235192802,0.743562822146694,0.452834523982277,0.643909721728268,0.208040078757476,0.195885163350535,0.627866519779136,0.892510011196809
"49",0.97513195880081,0.370467327493364,0.239291669110333,0.12016434134118,0.743558080938098,0.452836406091658,0.643909140479894,0.208032630239143,0.195878122753166,0.627879011183971,0.8925082788566
