"","V1","V2","V3","V4","V5","V6"
"1",0.769381084431292,0.536778208897973,0.536016827145914,0.595667261332801,0.53098066639523,0.87065815834245
"2",0.769381263615941,0.536777902064909,0.536017113680014,0.595667656957449,0.530980624922727,0.870657981611932
"3",0.769381113237555,0.536778113712156,0.536016937967588,0.595667446032605,0.530980547415481,0.870658160022043
"4",0.769381357276867,0.536777909693216,0.536017308624299,0.595667770587006,0.530980525162074,0.870658096675072
"5",0.769381411443981,0.536777997962205,0.536017049470878,0.595667725008488,0.530980478138096,0.870657999245684
"6",0.769381418583198,0.536778026304512,0.536017062334111,0.595667767185378,0.53098049508087,0.870658013141349
"7",0.769381140110352,0.536778231812743,0.536016788868861,0.595667347057436,0.530980544025071,0.87065816267816
"8",0.769381303709948,0.536778011369715,0.53601707596724,0.595667771957297,0.530980532862781,0.870658175217745
"9",0.769381114640169,0.536778283106715,0.536016754410765,0.595667255746686,0.530980665428537,0.87065812888046
"10",0.769381041703429,0.536778185450895,0.536016930692123,0.595667235422334,0.530980694132159,0.870658150556213
"11",0.769381364156516,0.536777939271273,0.53601726223103,0.595667806789647,0.530980623347635,0.870658012119405
"12",0.769381096274342,0.536778118066285,0.536016944689936,0.595667490323863,0.53098055872657,0.870658163264039
"13",0.769381422112916,0.536778064541486,0.53601719730261,0.595667807011588,0.530980598545783,0.870658067022123
"14",0.769381050471657,0.536778228534763,0.53601689718448,0.595667173056967,0.53098079543829,0.8706581534187
"15",0.769381032620045,0.536778200768539,0.53601689313523,0.595667397733089,0.530980584155727,0.870658152929554
"16",0.769381475189323,0.536777962325638,0.536017042501245,0.595667772038789,0.530980487926374,0.870658039242221
"17",0.769381292617075,0.536777917212754,0.536017283065446,0.595667964619051,0.530980487078578,0.870657944273362
"18",0.769381352345372,0.53677783254922,0.536017220991197,0.595667922100796,0.530980500569528,0.870657999866894
"19",0.769381283366202,0.53677788344942,0.536017252053643,0.595667968980562,0.530980491444809,0.870657949376947
"20",0.769381374886906,0.536777944898244,0.536017255867354,0.595667747898303,0.530980630448328,0.870658094105827
"21",0.769381054503872,0.536778225952885,0.536016805982837,0.595667384249877,0.530980617504526,0.870658170631136
"22",0.769381349926762,0.536777899153634,0.536017295962966,0.595667834988048,0.530980531292053,0.87065800525119
"23",0.769381057174702,0.536778237389809,0.536016905099222,0.595667176343418,0.53098077375065,0.870658153116427
"24",0.769381291008974,0.536777985342941,0.536017164193928,0.595667710798847,0.530980590881514,0.870657991172119
"25",0.769381123968248,0.536778308180401,0.536016799636565,0.595667271631367,0.530980579229231,0.87065818803281
"26",0.769380989877232,0.536778234809612,0.536016755838236,0.595667427736044,0.530980579338278,0.870658169118498
"27",0.7693812684227,0.536777964553079,0.536016937408291,0.595667676855291,0.530980539474425,0.870658221476591
"28",0.769381295215318,0.536777963962628,0.53601712990941,0.595667611387872,0.530980649277676,0.870657985634244
"29",0.769381093650695,0.536778202187274,0.536016801070975,0.595667228457655,0.530980657610079,0.870658168652853
"30",0.769381312528856,0.536778001736031,0.536017071205683,0.595667771657676,0.530980551662723,0.87065818637249
"31",0.769381061942328,0.536778213500347,0.536016802753075,0.595667399563382,0.530980625254793,0.870658171533151
"32",0.769381354112078,0.536777947754289,0.536017220507459,0.595667793239632,0.53098060461353,0.870658076522622
"33",0.769381286750872,0.536777904008923,0.536017073492123,0.595667651993334,0.530980549432952,0.870658011735538
"34",0.769381140753483,0.536778112948658,0.536016913614022,0.595667517767232,0.530980509891934,0.870658184891846
"35",0.769381382204526,0.536778049942868,0.536017128355304,0.595667721318736,0.530980605551011,0.870658065474872
"36",0.769381066364711,0.536778284620129,0.536016772106427,0.595667257847507,0.530980682618063,0.870658132721699
"37",0.769381339770808,0.536777965051981,0.536016998197927,0.595667674095811,0.530980440020418,0.870658037522975
"38",0.769381030951536,0.536778186706443,0.536016804570979,0.595667401242853,0.530980623380517,0.870658189604894
"39",0.769381074425677,0.536778207944416,0.53601690240578,0.59566717512283,0.530980765467632,0.87065817270288
"40",0.769381075061195,0.536778232759454,0.536016760743143,0.595667399850961,0.53098070820897,0.870658169378864
"41",0.769381100319945,0.536778347958331,0.536016807316985,0.595667256019578,0.530980549493005,0.870658181986531
"42",0.769381300267562,0.536777956865743,0.536017180234308,0.595667761034215,0.530980564015514,0.870658141901681
"43",0.76938126959353,0.536777912573805,0.536017114110237,0.595667667553373,0.530980596774004,0.870657990887809
"44",0.769381050198439,0.536778284980468,0.536016701970779,0.595667268371349,0.530980599630221,0.870658175922787
"45",0.769381372086565,0.536777990292458,0.53601721688421,0.595667856389753,0.5309805627218,0.870658102531714
"46",0.769381140335285,0.53677813889357,0.536016846494117,0.595667615201333,0.530980518353557,0.870658207440216
"47",0.769381054286468,0.536778208216078,0.53601691994732,0.59566736857178,0.530980560554453,0.870658138090045
"48",0.769381069859802,0.536778175336357,0.536016920030414,0.595667110643351,0.530980706488426,0.870658184862925
"49",0.769381126471924,0.536778096079716,0.536016939317987,0.595667441203021,0.530980537122508,0.870658162430584
"50",0.76938105341528,0.53677826050273,0.536016681687434,0.595667393252697,0.530980614348263,0.870658194375894
"51",0.769381168458319,0.536777920503587,0.536017252088654,0.595667941889958,0.530980720484673,0.870657913179407
"52",0.769381220031362,0.536778075092884,0.536016933940457,0.595667634371457,0.530980459154492,0.870658197717716
"53",0.769381074012208,0.536778167336821,0.536016822849747,0.595667286373751,0.530980661290169,0.870658163634532
"54",0.769381140512931,0.53677811231413,0.536016914478099,0.595667518699198,0.530980509538351,0.870658185219875
"55",0.769381375403586,0.536777950492596,0.536016985808328,0.595667683705133,0.530980432116997,0.87065803330719
"56",0.769381092959306,0.536778325063434,0.536016741380215,0.595667304923572,0.530980587538848,0.870658169686492
"57",0.769381306588989,0.536777922981628,0.536017150633648,0.595667646475426,0.530980637124401,0.87065796173378
"58",0.769381139807894,0.536778268937249,0.536016802497463,0.595667338671259,0.530980532244672,0.870658159615611
"59",0.769381113704435,0.536778282408681,0.536016755947349,0.595667250268374,0.530980670150988,0.870658132390772
