"","V1","V2","V3","V4","V5","V6"
"1",0.152528363782448,0.402301865376529,0.821656598074153,0.375194441338716,0.77141868336308,0.586220664320185
"2",0.152528461734254,0.402301899195856,0.821656846017795,0.375194492596913,0.771418697312581,0.586220663977576
"3",0.152528363756566,0.402302070908947,0.821656747574959,0.375194604666468,0.77141864179964,0.586220585161005
"4",0.15252838993227,0.402301936087888,0.821656880794034,0.375194488614516,0.771418685929701,0.586220509662488
"5",0.15252837958187,0.40230192980718,0.82165693971884,0.375194486159451,0.771418638511679,0.586220431333551
"6",0.152528393889121,0.402301923627957,0.821656956482916,0.375194486735717,0.771418637042473,0.586220457621556
"7",0.152528331047303,0.402301938524082,0.821656636063764,0.375194500604803,0.771418694220113,0.58622060564273
"8",0.152528372137822,0.40230192043868,0.821656904243682,0.375194438618032,0.771418730053962,0.586220638536877
"9",0.152528411539497,0.402301882288353,0.821656608113754,0.375194585099722,0.771418716128208,0.586220542943763
"10",0.152528358953912,0.40230185486518,0.821656557703565,0.375194395522757,0.77141874628849,0.586220717406462
"11",0.152528501530127,0.402301933375332,0.821656909597951,0.375194523807988,0.771418664167291,0.586220591700913
"12",0.152528382382176,0.402302076580055,0.821656792831024,0.37519453684973,0.771418636420163,0.586220592097585
"13",0.152528408227345,0.40230188464535,0.821656981864968,0.375194503462789,0.771418736421252,0.586220507449374
"14",0.152528422576219,0.402301882179593,0.821656583776946,0.37519437275709,0.771418727189677,0.586220690199117
"15",0.152528336142876,0.402302015488725,0.821656753706068,0.375194707617154,0.771418655554722,0.58622072038769
"16",0.152528428210444,0.402301880971155,0.821656962754673,0.375194539995233,0.77141864560839,0.586220460398517
"17",0.152528555447582,0.402301841042438,0.821656915384201,0.375194544858311,0.771418603211355,0.586220512317726
"18",0.152528506554379,0.402301947681629,0.821656871840917,0.375194556070354,0.771418584183547,0.586220535490633
"19",0.152528525705361,0.402301868887522,0.821656920456794,0.375194539253919,0.771418603726235,0.586220507574097
"20",0.152528369097763,0.402301890505684,0.82165688695119,0.375194413843712,0.771418662952774,0.586220529288805
"21",0.152528312898398,0.402302026999508,0.821656762328232,0.375194724894086,0.771418640824272,0.586220696180331
"22",0.152528506441321,0.402301937231674,0.821656899456615,0.375194507459502,0.771418671286781,0.586220570768234
"23",0.152528422359526,0.402301873160923,0.821656586893415,0.375194367978895,0.771418730129968,0.586220689928213
"24",0.152528505877732,0.402301917449136,0.821656879437907,0.375194454840805,0.771418658293983,0.586220604624559
"25",0.152528382517041,0.402301886877332,0.821656598008745,0.375194558419438,0.771418716380473,0.586220574642654
"26",0.152528350211893,0.402302057027638,0.82165675403388,0.375194732436481,0.771418633684994,0.586220705152727
"27",0.152528418838065,0.402301933214113,0.821656848513921,0.375194394124399,0.771418712107346,0.586220713163738
"28",0.152528462807257,0.402301896463409,0.821656869816295,0.375194508028188,0.771418689813322,0.586220668177862
"29",0.152528400253933,0.402301841382694,0.821656589322482,0.375194484999385,0.771418663874204,0.586220585079944
"30",0.152528360347768,0.402301955243151,0.821656920637482,0.375194418141057,0.77141877689204,0.586220613907048
"31",0.152528319281628,0.402302040428519,0.821656754538704,0.375194715008191,0.771418632490527,0.5862206693796
"32",0.152528378594466,0.402301922217755,0.82165691411478,0.37519445687344,0.771418664699477,0.586220541683248
"33",0.152528388050357,0.402301835548576,0.821656830374714,0.375194441930565,0.771418719205128,0.58622070066706
"34",0.152528405054368,0.402301984547989,0.821656811543689,0.375194554756713,0.771418644619974,0.586220610696917
"35",0.152528407179038,0.402301887088465,0.821656975178277,0.375194558590201,0.77141864217876,0.586220511916082
"36",0.152528418403985,0.402301885461961,0.821656633508488,0.375194578584231,0.771418709470778,0.586220542479704
"37",0.152528374959451,0.402301883475545,0.821656910983608,0.375194424028734,0.771418717562982,0.586220562516634
"38",0.152528331061758,0.402302029773587,0.821656777973235,0.375194707020738,0.771418642258873,0.586220695294702
