"","draw","date","a","c","b","d","r0","recovery_time"
"1",1,2020-04-01,0.639908306012657,0.818519165663174,0.028525840001337,1.07057434277436e-07,1.04705767859526,1.22171849108724
"2",1,2020-04-06,0.0965146258549355,0.0114966311294371,0.0493560214555167,1.79123281720784e-07,1.04917482522188,86.9820027050797
"3",1,2020-04-11,0.119044168972245,0.00280025233770446,0.103347684279765,4.12649225156695e-07,1.05530819515576,357.110674111521
"4",2,2020-04-01,0.630623160200441,0.867631631760063,0.04597139678153,4.62747680123664e-07,0.726832836789467,1.15256286584598
"5",2,2020-04-06,0.0965224531443847,0.00815521791969693,0.0368725152536619,1.91051788864279e-07,0.741190768517173,122.62088025689
"6",2,2020-04-11,0.0650531588658338,0.00841550149779953,0.113317633761535,2.22064565033417e-07,0.71529219022924,118.828331295702
"7",3,2020-04-01,0.625770650253545,0.844277447633978,0.0294391923822958,4.18557896303518e-07,11.8356681691189,1.18444476137841
"8",3,2020-04-06,0.0640413512506468,0.0171104648744104,0.0487755621372647,1.07521762858209e-07,3.74281772708724,58.4437656919276
"9",3,2020-04-11,0.0217845167613726,0.0197351537802602,0.112266805401332,5.39231767186288e-07,5.14030474114344,50.6710011553209
"10",4,2020-04-01,0.642559610841533,0.898317666009471,0.036543229534125,4.31867672453091e-07,7.73015831354124,1.11319195629562
"11",4,2020-04-06,0.0331839247032523,0.00645563373658478,0.0479358146948408,8.74274779652187e-08,1.10384327398362,154.903459645316
"12",4,2020-04-11,0.0728448513192073,0.00795881886766366,0.0952455623040946,1.42026340517349e-07,9.15272134351151,125.646784608073
"13",5,2020-04-01,0.655305332878778,0.811409535916003,0.0357933702646428,1.59685386610414e-07,3.81515331024137,1.23242327793338
"14",5,2020-04-06,0.139004269386577,0.00898359143978113,0.0456881344461127,2.13873046988163e-07,8.74929449596853,111.314055932219
"15",5,2020-04-11,0.15633996462491,0.00129154924185275,0.091087673803595,1.30504413301724e-07,31.5038963449519,774.263936360242
"16",6,2020-04-01,0.640484373530447,0.794467736483252,0.031452118258561,2.04214883383491e-07,1.20761749882435,1.2587043552285
"17",6,2020-04-06,0.0268120053886519,0.00973827708471075,0.0444806944381652,2.37854655187547e-07,1.04163080642431,102.687568992057
"18",6,2020-04-11,0.203809215677732,0.00117561504199876,0.0996787015762219,2.32341008110367e-07,5.13890804325544,850.618581997568
"19",7,2020-04-01,0.641952622651125,0.783060554153291,0.0324961151101407,1.41324501792901e-07,NA,1.2770404468672
"20",7,2020-04-06,0.0174307645582237,0.0104693660524266,0.0431502727146758,9.01224654300167e-08,NA,95.5167672037046
"21",7,2020-04-11,0.0551851580469932,0.00624719847308797,0.117470717800061,1.25266899805115e-07,NA,160.071751251038
"22",8,2020-04-01,0.637297349953145,0.825240002583238,0.0305183572063533,1.84809485137335e-07,NA,1.21176869379782
"23",8,2020-04-06,0.156193273123235,0.00344384847028712,0.0471591079259436,1.35393593324484e-07,NA,290.372822331706
"24",8,2020-04-11,0.0560584794192738,0.00364683215913373,0.101666558964431,3.30887832790148e-07,NA,274.210590551977
"25",9,2020-04-01,0.602738590135147,0.877273035710364,0.0212121987946985,1.79351660474272e-07,NA,1.13989597228445
"26",9,2020-04-06,0.0337043610982423,0.0116564455841558,0.0497823325100177,2.35299703816727e-07,NA,85.789445228421
"27",9,2020-04-11,0.174407029805338,0.00277128917907714,0.108621873470544,3.71182663378447e-07,NA,360.842891297618
"28",10,2020-04-01,0.663214888553658,0.784561263330323,0.043662949271756,1.64752764572206e-07,NA,1.27459772326151
"29",10,2020-04-06,0.0334463548949811,0.00989568014264663,0.0350323066949324,8.48934566203994e-08,NA,101.054195930442
"30",10,2020-04-11,0.120526611710722,0.00399221509227436,0.108309015431178,4.96855273855828e-07,NA,250.487505529243
"31",11,2020-04-01,0.607081680808977,0.881985205635081,0.0315186675728912,1.76711552049829e-07,NA,1.13380586614255
"32",11,2020-04-06,0.128678283062177,0.0137728117407263,0.0455481907443728,1.18790938902099e-07,NA,72.6068154291976
"33",11,2020-04-11,0.100819553746586,0.012944215085987,0.114929502992554,3.84240606911029e-07,NA,77.2545877333705
"34",12,2020-04-01,0.654738970748956,0.807889245869296,0.0341879946030089,2.37746154449294e-07,NA,1.23779342912777
"35",12,2020-04-06,0.0388470388277927,0.00836601245441876,0.0459904765737836,7.1604352147808e-08,NA,119.531258822334
"36",12,2020-04-11,0.189769804853032,0.00604296480608135,0.105212266144965,1.68255564806533e-07,NA,165.481685247223
"37",13,2020-04-01,0.621983837696687,0.856959982554776,0.0246906629490909,2.06193428922367e-07,NA,1.1669156324182
"38",13,2020-04-06,0.17083513390459,0.00539136662911541,0.0460399146170475,3.73840193028478e-07,NA,185.481728250426
"39",13,2020-04-11,0.303625219803838,0.00347415100225488,0.110683639004372,6.60200166338701e-07,NA,287.840108087114
"40",14,2020-04-01,0.649942146752789,0.781284697390456,0.0319624048018302,4.34272627636388e-07,NA,1.27994315432014
"41",14,2020-04-06,0.147753319831909,0.00672172345138693,0.042019732594972,2.07004663794248e-07,NA,148.771369014544
"42",14,2020-04-11,0.273397328045483,0.00330460627501052,0.107024228486401,3.7496899387416e-07,NA,302.607910528408
"43",15,2020-04-01,0.633630730715331,0.802444841044445,0.0303250642384876,7.29583673002297e-08,NA,1.24619157461144
"44",15,2020-04-06,0.0404930999339534,0.0200936166482427,0.0457162166744384,1.1994112706313e-07,NA,49.7670487849909
"45",15,2020-04-11,0.0742474942229881,0.00781126172275342,0.106046250936763,2.06619393130117e-07,NA,128.020291150545
"46",16,2020-04-01,0.639088151243894,0.777531167321942,0.0334463512379338,4.80246696279573e-07,NA,1.28612207719506
"47",16,2020-04-06,0.0177394886463783,0.0210918329334313,0.0323876168011799,1.31041136574941e-07,NA,47.4117163338122
"48",16,2020-04-11,0.0704483064252455,0.00892773995348028,0.114384548058075,4.22386917285057e-07,NA,112.010430994932
"49",17,2020-04-01,0.661653355503553,0.770171300182647,0.0320558349025126,2.72501146327607e-07,NA,1.29841244378082
"50",17,2020-04-06,0.0897598034055952,0.0135613205866395,0.0448288284428345,1.14555089911978e-07,NA,73.739131348697
"51",17,2020-04-11,0.227834402888663,0.0039244006764905,0.0992733029180279,5.82632733905705e-08,NA,254.81597890618
