"","draw","date","s","e","i","r","d"
"1",1,2020-04-01,10511941.320099,40620.7112313515,75369.1248395513,2007.60177800906,1.24205205505221
"2",1,2020-04-02,10453258.4291976,59068.7815662925,112951.196656858,4660.34057147074,1.2520077797223
"3",1,2020-04-03,10366331.3175085,86971.3346464447,168018.734787455,8617.34619918201,1.26685841584394
"4",1,2020-04-04,10238615.0135461,127819.659674061,249012.300552291,14491.7373225632,1.28890499682392
"5",1,2020-04-05,10052661.1265715,186569.040113426,367526.255674785,23182.2561205128,1.32151979845225
"6",1,2020-04-06,10019308.7124767,217171.672268507,352521.747548528,40936.4817489913,1.3859572578141
"7",1,2020-04-07,9987950.61167838,245866.42376579,338145.025645446,57976.4911113862,1.44779900087875
"8",1,2020-04-08,9957944.49668897,272889.023702422,324772.978167309,74331.9942847696,1.5071565284147
"9",1,2020-04-09,9929191.2010405,298357.180500721,312339.128403196,90050.9258517751,1.56420380500615
"10",1,2020-04-10,9901598.23423893,322380.902921312,300779.578607048,105179.665122432,1.61911028287362
"11",1,2020-04-11,9870097.55608025,352814.757141675,272888.588671343,134137.363606966,1.73449976513452
"12",1,2020-04-12,9841427.59632326,380457.344468802,247071.066731005,160982.15079063,1.84168630451404
"13",1,2020-04-13,9815533.07498107,405251.143033389,223858.334507404,185295.508712851,1.93876528966481
"14",1,2020-04-14,9792121.13182888,427496.572094118,202987.128053714,207333.141265587,2.02675770149822
"15",1,2020-04-15,9769858.3535758,447772.562112089,185700.254200561,226606.714340213,2.11577133604647
"16",2,2020-04-01,10511551.1646866,39476.465695099,75697.4214527777,3213.83719704741,1.11096846114716
"17",2,2020-04-02,10453729.4147492,56312.8297097114,112408.417976334,7488.18357073543,1.15399399456458
"18",2,2020-04-03,10368970.5137452,81846.3129125794,165325.237997387,13796.7178492333,1.21749564573756
"19",2,2020-04-04,10245834.2974276,118873.736607802,242176.539375679,23054.115908341,1.31068053407566
"20",2,2020-04-05,10069208.2260545,171432.493497778,352724.4726115,36573.3613387122,1.44649746765434
"21",2,2020-04-06,10037649.2860943,201562.989825546,341362.114382598,49364.0969761952,1.51272135183655
"22",2,2020-04-07,10007071.7585184,230378.34932888,330735.185071184,61753.1301674568,1.57691406929035
"23",2,2020-04-08,9977522.226008,257935.897416915,320718.563760597,73761.6736791763,1.63913531196353
"24",2,2020-04-09,9948938.43843442,284307.845020736,311280.377938116,85411.6391081131,1.69949861292343
"25",2,2020-04-10,9921312.75462102,309510.768127621,302259.238861173,96855.4802257269,1.75816446752004
"26",2,2020-04-11,9903762.10477886,324393.23681559,272676.346655292,129106.489902025,1.82184823632561
"27",2,2020-04-12,9888069.0652265,337300.81074488,246098.065210548,158470.179426859,1.87939122169919
"28",2,2020-04-13,9873916.14384479,348566.68916726,222463.132251177,184992.103371476,1.9313652994231
"29",2,2020-04-14,9861129.23028238,358377.995985678,201443.894328289,208986.901016604,1.97838705698418
"30",2,2020-04-15,9849540.89336414,366900.779169512,182787.428300791,230708.877857417,2.02130814266238
"31",3,2020-04-01,10512559.2349075,39645.9780313819,75512.8005153813,2220.89458921157,1.09195651243768
"32",3,2020-04-02,10455090.959075,56924.2249643819,112961.529147044,4962.15588255516,1.13093097020338
"33",3,2020-04-03,10370230.1954829,83313.2990275948,167357.592331551,9037.72428177263,1.18887621928717
"34",3,2020-04-04,10246048.236849,121877.630652281,246950.582243284,15062.2757238564,1.27453154382954
"35",3,2020-04-05,10066740.4407132,176961.131751049,362272.17295807,23964.854414245,1.40016346289534
"36",3,2020-04-06,10045396.3051056,195243.473044811,348012.891362924,41285.8922488791,1.43823776262233
"37",3,2020-04-07,10024758.7535551,212392.021334235,334852.036239989,57935.7139296906,1.47494094142646
"38",3,2020-04-08,10004929.3873241,228448.393425633,322594.868241002,73965.8407312567,1.51027805323041
"39",3,2020-04-09,9985851.05003868,243487.783002939,311180.769274248,89418.8533411607,1.54434296369953
"40",3,2020-04-10,9968045.79781125,256972.855622186,299668.677385639,105251.085717683,1.5834632336337
"41",3,2020-04-11,9962320.01089047,257614.583040941,272493.59412357,137510.073183672,1.73876134003674
"42",3,2020-04-12,9957008.98679976,257838.513977037,248368.14090325,166722.479247698,1.87907224751608
"43",3,2020-04-13,9952166.22497444,257594.47960902,226804.416416045,193372.87192301,2.00707747833337
"44",3,2020-04-14,9947741.70383098,256941.152323297,207522.053389855,217732.966373749,2.12408211503377
"45",3,2020-04-15,9942834.68658519,256782.230481825,190864.096348091,239456.755883556,2.23070134019494
"46",4,2020-04-01,10511231.9575236,39405.4450825926,76821.30596081,2480.21870052108,1.07273244129994
"47",4,2020-04-02,10450902.7838254,57052.8113142393,116023.331151002,5959.95985338107,1.11385600184955
"48",4,2020-04-03,10361025.2062488,84269.0943967989,173463.062757539,11181.4610331982,1.17556367218922
"49",4,2020-04-04,10228404.7461164,124322.661000839,258241.890147388,18969.4351334854,1.26760190446081
"50",4,2020-04-05,10034919.363391,181998.540639813,382475.399347061,30545.2925348472,1.4040872440955
"51",4,2020-04-06,10023110.9716908,192527.101775976,365823.548649544,48476.9410311706,1.43685247845523
"52",4,2020-04-07,10011921.2949722,202441.58374702,349946.496836519,65629.1563088195,1.46813545409229
"53",4,2020-04-08,10001227.1438225,211798.352214361,334873.281059118,82039.7248382699,1.49806578129417
"54",4,2020-04-09,9991002.52872092,220626.901316232,320562.85325726,97746.1899936523,1.52671193334197
"55",4,2020-04-10,9980648.8074651,229511.784124295,306264.502448061,113513.350982685,1.5549798614256
"56",4,2020-04-11,9960585.77414375,247673.151412087,280204.171069742,141475.30671757,1.59665684460061
"57",4,2020-04-12,9942292.35887433,263929.51879659,256691.514153081,167024.973420524,1.6347554769723
"58",4,2020-04-13,9925553.79322497,278508.446326896,235431.82533919,190444.265431555,1.66967738053789
"59",4,2020-04-14,9910216.8104548,291575.879077154,216208.33797971,211937.27076145,1.70172688310661
"60",4,2020-04-15,9895260.65552549,304134.570397221,198957.698861903,231585.342139509,1.7330758679895
"61",5,2020-04-01,10511293.8994421,41305.2943659056,74907.9840585836,2431.61241109589,1.20972233185588
"62",5,2020-04-02,10451577.1152527,60345.7157200146,112276.329116978,5739.61542996163,1.22448036489581
"63",5,2020-04-03,10363066.3614203,89015.4378749188,167179.352832059,10677.6013624362,1.24651026000973
"64",5,2020-04-04,10232914.2910166,130972.315460471,248036.269556018,18015.8447184918,1.27924845199023
"65",5,2020-04-05,10043253.4526047,191348.387943125,366455.386007346,28881.4457206776,1.3277241444951
"66",5,2020-04-06,9995570.83664224,236619.317993636,352448.424015557,45300.016775763,1.40457280355307
"67",5,2020-04-07,9950495.92078883,279374.73978129,338976.68585508,61091.1750811999,1.47849359684437
"68",5,2020-04-08,9907306.13448394,319871.206294883,326471.943424682,76289.1661588067,1.5496376848942
"69",5,2020-04-09,9865857.94749966,358271.802529275,314871.894886193,90936.7368797035,1.61820517225238
"70",5,2020-04-10,9825798.66082905,395087.865185774,303343.29157178,105708.499206266,1.68320712257034
"71",5,2020-04-11,9783925.3579106,436449.474166243,277313.148035995,132250.299040423,1.72084673877278
"72",5,2020-04-12,9745817.9555663,473968.567688018,253732.175024388,156419.54624645,1.75547484260787
"73",5,2020-04-13,9711074.59114815,508077.401057786,232248.512251866,178537.708377913,1.78716428698321
"74",5,2020-04-14,9679374.81401438,539100.621367437,212675.339741001,198787.408700464,1.81617672247288
"75",5,2020-04-15,9650129.2792289,567554.028471622,194997.674753268,217257.17211879,1.84542742169268
"76",6,2020-04-01,10511002.1509937,41514.1065880972,74980.9748664825,2441.6890190823,1.07853258670432
"77",6,2020-04-02,10452710.8752675,60019.265214662,111864.133404932,5344.62873191194,1.09738103087115
"78",6,2020-04-03,10366762.3348119,87917.0628712136,165604.885456616,9654.59149520377,1.12536510926794
"79",6,2020-04-04,10241076.31595,128589.140614787,244251.408961246,16021.9677662624,1.16670773019934
"80",6,2020-04-05,10058994.8996014,186822.669749021,358723.310068602,25397.8930100559,1.22757093367812
"81",6,2020-04-06,10049662.683835,194015.234321413,345212.082002793,41048.6885542399,1.31128657049201
"82",6,2020-04-07,10041083.6684677,200672.133526842,332073.458443762,56109.3477402055,1.39182146192799
"83",6,2020-04-08,10032836.3787157,206934.418600592,319567.942505332,70599.7908711455,1.46930719810992
