,date,week,region,tests,confirmed,deaths,recovered
0,2020-03-01,8,CZ010,,2.0,,
1,2020-03-01,8,CZ042,,1.0,,
2,2020-03-03,9,CZ042,,1.0,,
3,2020-03-05,9,CZ042,,3.0,,
4,2020-03-06,9,CZ010,,8.0,,
5,2020-03-06,9,CZ042,,3.0,,
6,2020-03-07,9,CZ010,,4.0,,
7,2020-03-07,9,CZ042,,2.0,,
8,2020-03-07,9,CZ072,,1.0,,
9,2020-03-08,9,CZ020,,2.0,,
10,2020-03-08,9,CZ042,,2.0,,
11,2020-03-08,9,CZ052,,1.0,,
12,2020-03-08,9,CZ071,,1.0,,
13,2020-03-09,10,CZ010,,4.0,,
14,2020-03-09,10,CZ052,,2.0,,
15,2020-03-10,10,CZ010,,12.0,,
16,2020-03-10,10,CZ032,,1.0,,
17,2020-03-10,10,CZ041,,1.0,,
18,2020-03-10,10,CZ042,,4.0,,
19,2020-03-10,10,CZ053,,1.0,,
20,2020-03-10,10,CZ063,,1.0,,
21,2020-03-10,10,CZ071,,3.0,,
22,2020-03-10,10,CZ072,,2.0,,
23,2020-03-11,10,CZ010,,6.0,,
24,2020-03-11,10,CZ020,,14.0,,
25,2020-03-11,10,CZ031,,1.0,,
26,2020-03-11,10,CZ032,,1.0,,
27,2020-03-11,10,CZ051,,1.0,,
28,2020-03-11,10,CZ053,,1.0,,
29,2020-03-11,10,CZ064,,3.0,,
30,2020-03-11,10,CZ071,,1.0,,
31,2020-03-11,10,CZ072,,1.0,,
32,2020-03-11,10,CZ080,,2.0,,
33,2020-03-12,10,CZ010,,12.0,,
34,2020-03-12,10,CZ020,,3.0,,
35,2020-03-12,10,CZ052,,3.0,,
36,2020-03-12,10,CZ063,,1.0,,
37,2020-03-12,10,CZ072,,1.0,,
38,2020-03-12,10,CZ080,,2.0,,
39,2020-03-13,10,CZ010,,7.0,,
40,2020-03-13,10,CZ020,,1.0,,
41,2020-03-13,10,CZ031,,1.0,,
42,2020-03-13,10,CZ042,,1.0,,
43,2020-03-13,10,CZ051,,1.0,,
44,2020-03-13,10,CZ052,,1.0,,
45,2020-03-13,10,CZ064,,1.0,,
46,2020-03-13,10,CZ071,,2.0,,
47,2020-03-13,10,CZ072,,8.0,,
48,2020-03-13,10,CZ080,,2.0,,
49,2020-03-14,10,CZ010,,15.0,,
50,2020-03-14,10,CZ020,,4.0,,1.0
51,2020-03-14,10,CZ041,,7.0,,
52,2020-03-14,10,CZ064,,5.0,,
53,2020-03-14,10,CZ071,,14.0,,
54,2020-03-14,10,CZ080,,2.0,,
55,2020-03-15,10,CZ010,,39.0,,
56,2020-03-15,10,CZ020,,6.0,,
57,2020-03-15,10,CZ031,,4.0,,
58,2020-03-15,10,CZ032,,9.0,,
59,2020-03-15,10,CZ041,,5.0,,
60,2020-03-15,10,CZ042,,3.0,,3.0
61,2020-03-15,10,CZ051,,1.0,,
62,2020-03-15,10,CZ052,,1.0,,
63,2020-03-15,10,CZ053,,2.0,,
64,2020-03-15,10,CZ063,,4.0,,
65,2020-03-15,10,CZ064,,7.0,,
66,2020-03-15,10,CZ071,,11.0,,
67,2020-03-15,10,CZ072,,9.0,,
68,2020-03-15,10,CZ080,,6.0,,
69,2020-03-16,11,CZ010,,19.0,,
70,2020-03-16,11,CZ020,,19.0,,
71,2020-03-16,11,CZ031,,5.0,,
72,2020-03-16,11,CZ042,,3.0,,
73,2020-03-16,11,CZ053,,8.0,,
74,2020-03-16,11,CZ063,,2.0,,
75,2020-03-16,11,CZ064,,6.0,,
76,2020-03-16,11,CZ071,,6.0,,
77,2020-03-16,11,CZ072,,2.0,,
78,2020-03-16,11,CZ080,,11.0,,
79,2020-03-17,11,CZ010,,20.0,,
80,2020-03-17,11,CZ020,,13.0,,
81,2020-03-17,11,CZ031,,3.0,,
82,2020-03-17,11,CZ041,,4.0,,
83,2020-03-17,11,CZ042,,2.0,,
84,2020-03-17,11,CZ051,,1.0,,
85,2020-03-17,11,CZ052,,2.0,,
86,2020-03-17,11,CZ053,,1.0,,
87,2020-03-17,11,CZ064,,11.0,,
88,2020-03-17,11,CZ072,,2.0,,
89,2020-03-17,11,CZ080,,6.0,,
90,2020-03-18,11,CZ010,,31.0,,
91,2020-03-18,11,CZ020,,18.0,,
92,2020-03-18,11,CZ031,,3.0,,
93,2020-03-18,11,CZ032,,3.0,,
94,2020-03-18,11,CZ041,,1.0,,
95,2020-03-18,11,CZ042,,1.0,,
96,2020-03-18,11,CZ051,,1.0,,
97,2020-03-18,11,CZ052,,4.0,,
98,2020-03-18,11,CZ053,,2.0,,
99,2020-03-18,11,CZ063,,1.0,,
100,2020-03-18,11,CZ064,,6.0,,
101,2020-03-18,11,CZ071,,8.0,,
102,2020-03-18,11,CZ072,,12.0,,
103,2020-03-18,11,CZ080,,18.0,,
104,2020-03-19,11,CZ010,,76.0,,
105,2020-03-19,11,CZ020,,32.0,,
106,2020-03-19,11,CZ031,,2.0,,
107,2020-03-19,11,CZ032,,5.0,,1.0
108,2020-03-19,11,CZ041,,10.0,,
109,2020-03-19,11,CZ042,,9.0,,
110,2020-03-19,11,CZ051,,2.0,,
111,2020-03-19,11,CZ053,,3.0,,
112,2020-03-19,11,CZ063,,3.0,,
113,2020-03-19,11,CZ064,,12.0,,
114,2020-03-19,11,CZ071,,14.0,,
115,2020-03-19,11,CZ072,,10.0,,
116,2020-03-19,11,CZ080,,23.0,,
117,2020-03-20,11,CZ010,,32.0,,1.0
118,2020-03-20,11,CZ020,,27.0,,
119,2020-03-20,11,CZ031,,10.0,,
120,2020-03-20,11,CZ041,,9.0,,
121,2020-03-20,11,CZ042,,3.0,,1.0
122,2020-03-20,11,CZ051,,2.0,,
123,2020-03-20,11,CZ052,,1.0,,
124,2020-03-20,11,CZ053,,4.0,,
125,2020-03-20,11,CZ063,,4.0,,
126,2020-03-20,11,CZ064,,8.0,,1.0
127,2020-03-20,11,CZ071,,5.0,,
128,2020-03-20,11,CZ080,,16.0,,
129,2020-03-21,11,CZ010,,63.0,,5.0
130,2020-03-21,11,CZ020,,13.0,,
131,2020-03-21,11,CZ031,,1.0,,
132,2020-03-21,11,CZ032,,1.0,,
133,2020-03-21,11,CZ041,,2.0,,
134,2020-03-21,11,CZ042,,2.0,,
135,2020-03-21,11,CZ051,,3.0,,
136,2020-03-21,11,CZ052,,2.0,,
137,2020-03-21,11,CZ053,,5.0,,
138,2020-03-21,11,CZ063,,7.0,,
139,2020-03-21,11,CZ064,,19.0,,
140,2020-03-21,11,CZ071,,10.0,,
141,2020-03-21,11,CZ072,,9.0,,
142,2020-03-21,11,CZ080,,18.0,,
143,2020-03-22,11,CZ010,,26.0,1.0,
144,2020-03-22,11,CZ020,,22.0,,
145,2020-03-22,11,CZ041,,2.0,,
146,2020-03-22,11,CZ042,,5.0,,
147,2020-03-22,11,CZ051,,2.0,,
148,2020-03-22,11,CZ052,,1.0,,
149,2020-03-22,11,CZ053,,3.0,,
150,2020-03-22,11,CZ064,,7.0,,
151,2020-03-22,11,CZ071,,22.0,,
152,2020-03-22,11,CZ072,,7.0,,
153,2020-03-22,11,CZ080,,18.0,,
154,2020-03-23,12,CZ010,,37.0,,2.0
155,2020-03-23,12,CZ020,,15.0,,1.0
156,2020-03-23,12,CZ031,,3.0,,
157,2020-03-23,12,CZ032,,2.0,,
158,2020-03-23,12,CZ041,,6.0,,
159,2020-03-23,12,CZ042,,3.0,,
160,2020-03-23,12,CZ051,,1.0,,
161,2020-03-23,12,CZ052,,1.0,,
162,2020-03-23,12,CZ053,,11.0,,
163,2020-03-23,12,CZ063,,1.0,,
164,2020-03-23,12,CZ064,,4.0,,
165,2020-03-23,12,CZ071,,13.0,,2.0
166,2020-03-23,12,CZ072,,8.0,,
167,2020-03-23,12,CZ080,,20.0,,
168,2020-03-24,12,CZ010,,59.0,1.0,3.0
169,2020-03-24,12,CZ020,,17.0,,1.0
170,2020-03-24,12,CZ031,,2.0,,
171,2020-03-24,12,CZ032,,11.0,,
172,2020-03-24,12,CZ041,,8.0,,
173,2020-03-24,12,CZ042,,5.0,,
174,2020-03-24,12,CZ051,,7.0,,
175,2020-03-24,12,CZ052,,14.0,,
176,2020-03-24,12,CZ053,,2.0,,
177,2020-03-24,12,CZ063,,5.0,,
178,2020-03-24,12,CZ064,,10.0,,
179,2020-03-24,12,CZ071,,19.0,,
180,2020-03-24,12,CZ072,,7.0,,
181,2020-03-24,12,CZ080,,19.0,1.0,
182,2020-03-25,12,CZ010,,82.0,4.0,3.0
183,2020-03-25,12,CZ020,,27.0,1.0,
184,2020-03-25,12,CZ031,,20.0,,
185,2020-03-25,12,CZ032,,10.0,,
186,2020-03-25,12,CZ041,,10.0,,
187,2020-03-25,12,CZ042,,15.0,,
188,2020-03-25,12,CZ051,,12.0,,
189,2020-03-25,12,CZ052,,9.0,,
190,2020-03-25,12,CZ053,,12.0,1.0,
191,2020-03-25,12,CZ063,,8.0,,
192,2020-03-25,12,CZ064,,10.0,,1.0
193,2020-03-25,12,CZ071,,24.0,1.0,
194,2020-03-25,12,CZ072,,10.0,,
195,2020-03-25,12,CZ080,,38.0,,
196,2020-03-26,12,CZ010,,69.0,,3.0
197,2020-03-26,12,CZ020,,39.0,,4.0
198,2020-03-26,12,CZ031,,12.0,,
199,2020-03-26,12,CZ032,,33.0,,
200,2020-03-26,12,CZ042,,10.0,,
201,2020-03-26,12,CZ051,,11.0,,
202,2020-03-26,12,CZ052,,7.0,,
203,2020-03-26,12,CZ053,,3.0,,
204,2020-03-26,12,CZ063,,8.0,,
205,2020-03-26,12,CZ064,,7.0,,2.0
206,2020-03-26,12,CZ071,,24.0,,
207,2020-03-26,12,CZ072,,5.0,,
208,2020-03-26,12,CZ080,,30.0,,
209,2020-03-27,12,CZ010,,111.0,2.0,6.0
210,2020-03-27,12,CZ020,,63.0,,3.0
211,2020-03-27,12,CZ031,,9.0,,
212,2020-03-27,12,CZ032,,18.0,,
213,2020-03-27,12,CZ041,,12.0,,
214,2020-03-27,12,CZ042,,9.0,,1.0
215,2020-03-27,12,CZ051,,8.0,,
216,2020-03-27,12,CZ052,,10.0,,
217,2020-03-27,12,CZ053,,6.0,,
218,2020-03-27,12,CZ063,,33.0,,
219,2020-03-27,12,CZ064,,21.0,,4.0
220,2020-03-27,12,CZ071,,35.0,,1.0
221,2020-03-27,12,CZ072,,9.0,,
222,2020-03-27,12,CZ080,,30.0,,
223,2020-03-28,12,CZ010,,56.0,3.0,3.0
224,2020-03-28,12,CZ020,,31.0,,
225,2020-03-28,12,CZ031,,7.0,,
226,2020-03-28,12,CZ032,,25.0,,
227,2020-03-28,12,CZ041,,12.0,1.0,1.0
228,2020-03-28,12,CZ042,,9.0,,2.0
229,2020-03-28,12,CZ051,,16.0,,
230,2020-03-28,12,CZ052,,19.0,,1.0
231,2020-03-28,12,CZ053,,8.0,,
232,2020-03-28,12,CZ063,,21.0,,
233,2020-03-28,12,CZ064,,10.0,,
234,2020-03-28,12,CZ071,,28.0,1.0,
235,2020-03-28,12,CZ072,,10.0,,
236,2020-03-28,12,CZ080,,10.0,,
237,2020-03-29,12,CZ010,,33.0,2.0,4.0
238,2020-03-29,12,CZ020,,7.0,1.0,1.0
239,2020-03-29,12,CZ031,,1.0,,1.0
240,2020-03-29,12,CZ032,,2.0,,
241,2020-03-29,12,CZ041,,4.0,,2.0
242,2020-03-29,12,CZ042,,25.0,1.0,1.0
243,2020-03-29,12,CZ051,,17.0,,
244,2020-03-29,12,CZ052,,5.0,,
245,2020-03-29,12,CZ053,,4.0,1.0,
246,2020-03-29,12,CZ063,,1.0,1.0,
247,2020-03-29,12,CZ064,,17.0,,4.0
248,2020-03-29,12,CZ071,,20.0,,
249,2020-03-29,12,CZ072,,14.0,,2.0
250,2020-03-29,12,CZ080,,9.0,,1.0
251,2020-03-30,13,CZ010,,37.0,4.0,8.0
252,2020-03-30,13,CZ020,,14.0,,1.0
253,2020-03-30,13,CZ031,,8.0,,1.0
254,2020-03-30,13,CZ032,,22.0,,2.0
255,2020-03-30,13,CZ041,,6.0,,2.0
256,2020-03-30,13,CZ042,,30.0,,6.0
257,2020-03-30,13,CZ051,,5.0,,
258,2020-03-30,13,CZ052,,7.0,,1.0
259,2020-03-30,13,CZ053,,5.0,,1.0
260,2020-03-30,13,CZ063,,5.0,,
261,2020-03-30,13,CZ064,,11.0,,1.0
262,2020-03-30,13,CZ071,,19.0,,1.0
263,2020-03-30,13,CZ072,,2.0,,1.0
264,2020-03-30,13,CZ080,,13.0,1.0,3.0
265,2020-03-31,13,CZ010,,55.0,3.0,7.0
266,2020-03-31,13,CZ020,,31.0,1.0,
267,2020-03-31,13,CZ031,,8.0,,1.0
268,2020-03-31,13,CZ032,,25.0,,3.0
269,2020-03-31,13,CZ041,,6.0,1.0,3.0
270,2020-03-31,13,CZ042,,55.0,,
271,2020-03-31,13,CZ051,,22.0,,2.0
272,2020-03-31,13,CZ052,,11.0,,
273,2020-03-31,13,CZ053,,25.0,,
274,2020-03-31,13,CZ063,,7.0,,1.0
275,2020-03-31,13,CZ064,,9.0,,3.0
276,2020-03-31,13,CZ071,,19.0,1.0,
277,2020-03-31,13,CZ072,,16.0,,
278,2020-03-31,13,CZ080,,13.0,1.0,1.0
279,2020-04-01,13,CZ010,,78.0,3.0,12.0
280,2020-04-01,13,CZ020,,26.0,1.0,4.0
281,2020-04-01,13,CZ031,,9.0,,1.0
282,2020-04-01,13,CZ032,,11.0,,7.0
283,2020-04-01,13,CZ041,,8.0,1.0,2.0
284,2020-04-01,13,CZ042,,12.0,1.0,1.0
285,2020-04-01,13,CZ051,,17.0,,1.0
286,2020-04-01,13,CZ052,,3.0,,1.0
287,2020-04-01,13,CZ053,,14.0,,6.0
288,2020-04-01,13,CZ063,,9.0,,
289,2020-04-01,13,CZ064,,35.0,1.0,4.0
290,2020-04-01,13,CZ071,,31.0,,1.0
291,2020-04-01,13,CZ072,,10.0,,5.0
292,2020-04-01,13,CZ080,,19.0,1.0,1.0
293,2020-04-02,13,CZ010,,80.0,2.0,12.0
294,2020-04-02,13,CZ020,,22.0,1.0,6.0
295,2020-04-02,13,CZ031,,7.0,,
296,2020-04-02,13,CZ032,,10.0,,4.0
297,2020-04-02,13,CZ041,,10.0,,1.0
298,2020-04-02,13,CZ042,,46.0,,4.0
299,2020-04-02,13,CZ051,,6.0,,
300,2020-04-02,13,CZ052,,10.0,1.0,3.0
301,2020-04-02,13,CZ053,,8.0,,2.0
302,2020-04-02,13,CZ063,,4.0,,1.0
303,2020-04-02,13,CZ064,,19.0,1.0,1.0
304,2020-04-02,13,CZ071,,24.0,1.0,4.0
305,2020-04-02,13,CZ072,,3.0,,1.0
306,2020-04-02,13,CZ080,,15.0,,2.0
307,2020-04-03,13,CZ010,,62.0,4.0,23.0
308,2020-04-03,13,CZ020,,39.0,,9.0
309,2020-04-03,13,CZ031,,2.0,,
310,2020-04-03,13,CZ032,,30.0,2.0,1.0
311,2020-04-03,13,CZ041,,14.0,,2.0
312,2020-04-03,13,CZ042,,26.0,1.0,4.0
313,2020-04-03,13,CZ051,,8.0,,
314,2020-04-03,13,CZ052,,12.0,,1.0
315,2020-04-03,13,CZ053,,31.0,,1.0
316,2020-04-03,13,CZ063,,3.0,,1.0
317,2020-04-03,13,CZ064,,15.0,,4.0
318,2020-04-03,13,CZ071,,28.0,,3.0
319,2020-04-03,13,CZ072,,31.0,,17.0
320,2020-04-03,13,CZ080,,29.0,1.0,2.0
321,2020-04-04,13,CZ010,,25.0,5.0,21.0
322,2020-04-04,13,CZ020,,34.0,2.0,1.0
323,2020-04-04,13,CZ031,,1.0,,
324,2020-04-04,13,CZ032,,36.0,,4.0
325,2020-04-04,13,CZ041,,14.0,,
326,2020-04-04,13,CZ042,,3.0,,3.0
327,2020-04-04,13,CZ051,,5.0,,1.0
328,2020-04-04,13,CZ052,,8.0,,
329,2020-04-04,13,CZ053,,16.0,,
330,2020-04-04,13,CZ063,,3.0,1.0,
331,2020-04-04,13,CZ064,,22.0,1.0,7.0
332,2020-04-04,13,CZ071,,32.0,,2.0
333,2020-04-04,13,CZ072,,4.0,,3.0
334,2020-04-04,13,CZ080,,70.0,,5.0
335,2020-04-05,13,CZ010,,36.0,3.0,8.0
336,2020-04-05,13,CZ020,,15.0,,7.0
337,2020-04-05,13,CZ031,,,,1.0
338,2020-04-05,13,CZ032,,11.0,,
339,2020-04-05,13,CZ041,,3.0,2.0,5.0
340,2020-04-05,13,CZ042,,14.0,,5.0
341,2020-04-05,13,CZ051,,7.0,,
342,2020-04-05,13,CZ052,,4.0,,1.0
343,2020-04-05,13,CZ053,,2.0,,1.0
344,2020-04-05,13,CZ063,,,,2.0
345,2020-04-05,13,CZ064,,9.0,1.0,4.0
346,2020-04-05,13,CZ071,,6.0,2.0,1.0
347,2020-04-05,13,CZ072,,2.0,,4.0
348,2020-04-05,13,CZ080,,7.0,,3.0
349,2020-04-06,14,CZ010,,34.0,3.0,43.0
350,2020-04-06,14,CZ020,,35.0,,13.0
351,2020-04-06,14,CZ031,,3.0,,1.0
352,2020-04-06,14,CZ032,,21.0,,1.0
353,2020-04-06,14,CZ041,,13.0,1.0,1.0
354,2020-04-06,14,CZ042,,24.0,,15.0
355,2020-04-06,14,CZ051,,2.0,,
356,2020-04-06,14,CZ052,,6.0,,1.0
357,2020-04-06,14,CZ053,,2.0,,1.0
358,2020-04-06,14,CZ063,,4.0,1.0,
359,2020-04-06,14,CZ064,,8.0,1.0,7.0
360,2020-04-06,14,CZ071,,28.0,,4.0
361,2020-04-06,14,CZ072,,6.0,,3.0
362,2020-04-06,14,CZ080,,47.0,2.0,9.0
363,2020-04-07,14,CZ010,,33.0,4.0,39.0
364,2020-04-07,14,CZ020,,22.0,2.0,17.0
365,2020-04-07,14,CZ031,,8.0,1.0,1.0
366,2020-04-07,14,CZ032,,30.0,,5.0
367,2020-04-07,14,CZ041,,3.0,1.0,1.0
368,2020-04-07,14,CZ042,,5.0,1.0,11.0
369,2020-04-07,14,CZ051,,8.0,,5.0
370,2020-04-07,14,CZ052,,7.0,,1.0
371,2020-04-07,14,CZ053,,4.0,,3.0
372,2020-04-07,14,CZ063,,5.0,,1.0
373,2020-04-07,14,CZ064,,16.0,,10.0
374,2020-04-07,14,CZ071,,14.0,1.0,14.0
375,2020-04-07,14,CZ072,,3.0,,5.0
376,2020-04-07,14,CZ080,,31.0,,10.0
377,2020-04-08,14,CZ010,,55.0,6.0,35.0
378,2020-04-08,14,CZ020,,35.0,1.0,13.0
379,2020-04-08,14,CZ031,,6.0,,1.0
380,2020-04-08,14,CZ032,,46.0,1.0,9.0
381,2020-04-08,14,CZ041,,4.0,,2.0
382,2020-04-08,14,CZ042,,10.0,,8.0
383,2020-04-08,14,CZ051,,2.0,2.0,
384,2020-04-08,14,CZ052,,4.0,1.0,4.0
385,2020-04-08,14,CZ053,,20.0,,1.0
386,2020-04-08,14,CZ063,,9.0,,2.0
387,2020-04-08,14,CZ064,,9.0,1.0,7.0
388,2020-04-08,14,CZ071,,33.0,,10.0
389,2020-04-08,14,CZ072,,20.0,1.0,5.0
390,2020-04-08,14,CZ080,,34.0,2.0,15.0
391,2020-04-09,14,CZ010,,40.0,1.0,62.0
392,2020-04-09,14,CZ020,,28.0,3.0,25.0
393,2020-04-09,14,CZ031,,2.0,,10.0
394,2020-04-09,14,CZ032,,18.0,2.0,6.0
395,2020-04-09,14,CZ041,,11.0,1.0,11.0
396,2020-04-09,14,CZ042,,11.0,1.0,6.0
397,2020-04-09,14,CZ051,,3.0,,6.0
398,2020-04-09,14,CZ052,,5.0,,3.0
399,2020-04-09,14,CZ053,,1.0,,
400,2020-04-09,14,CZ063,,3.0,,3.0
401,2020-04-09,14,CZ064,,6.0,1.0,12.0
402,2020-04-09,14,CZ071,,57.0,,11.0
403,2020-04-09,14,CZ072,,17.0,,8.0
404,2020-04-09,14,CZ080,,52.0,1.0,19.0
405,2020-04-10,14,CZ010,,35.0,7.0,41.0
406,2020-04-10,14,CZ020,,26.0,2.0,15.0
407,2020-04-10,14,CZ031,,8.0,1.0,1.0
408,2020-04-10,14,CZ032,,22.0,,7.0
409,2020-04-10,14,CZ041,,2.0,,6.0
410,2020-04-10,14,CZ042,,10.0,1.0,16.0
411,2020-04-10,14,CZ051,,1.0,,8.0
412,2020-04-10,14,CZ052,,4.0,,
413,2020-04-10,14,CZ053,,12.0,,2.0
414,2020-04-10,14,CZ063,,4.0,,2.0
415,2020-04-10,14,CZ064,,11.0,,9.0
416,2020-04-10,14,CZ071,,9.0,,16.0
417,2020-04-10,14,CZ072,,1.0,,16.0
418,2020-04-10,14,CZ080,,14.0,,8.0
419,2020-04-11,14,CZ010,,19.0,4.0,39.0
420,2020-04-11,14,CZ020,,17.0,,15.0
421,2020-04-11,14,CZ031,,3.0,1.0,5.0
422,2020-04-11,14,CZ032,,27.0,1.0,10.0
423,2020-04-11,14,CZ041,,7.0,,5.0
424,2020-04-11,14,CZ042,,14.0,,4.0
425,2020-04-11,14,CZ051,,5.0,,5.0
426,2020-04-11,14,CZ052,,2.0,,4.0
427,2020-04-11,14,CZ053,,2.0,1.0,4.0
428,2020-04-11,14,CZ063,,,,4.0
429,2020-04-11,14,CZ064,,8.0,,15.0
430,2020-04-11,14,CZ071,,20.0,1.0,11.0
431,2020-04-11,14,CZ072,,15.0,,5.0
432,2020-04-11,14,CZ080,,30.0,,9.0
433,2020-04-12,14,CZ010,,17.0,3.0,34.0
434,2020-04-12,14,CZ020,,7.0,1.0,13.0
435,2020-04-12,14,CZ031,,5.0,1.0,1.0
436,2020-04-12,14,CZ032,,11.0,1.0,9.0
437,2020-04-12,14,CZ041,,2.0,1.0,6.0
438,2020-04-12,14,CZ042,,2.0,,8.0
439,2020-04-12,14,CZ051,,1.0,,2.0
440,2020-04-12,14,CZ052,,2.0,,
441,2020-04-12,14,CZ053,,6.0,1.0,1.0
442,2020-04-12,14,CZ063,,4.0,,1.0
443,2020-04-12,14,CZ064,,5.0,1.0,3.0
444,2020-04-12,14,CZ071,,3.0,,7.0
445,2020-04-12,14,CZ072,,1.0,,17.0
446,2020-04-12,14,CZ080,,22.0,1.0,8.0
447,2020-04-13,15,CZ010,,10.0,4.0,40.0
448,2020-04-13,15,CZ020,,8.0,1.0,19.0
449,2020-04-13,15,CZ031,,1.0,,5.0
450,2020-04-13,15,CZ032,,25.0,,13.0
451,2020-04-13,15,CZ041,,2.0,2.0,2.0
452,2020-04-13,15,CZ042,,,1.0,2.0
453,2020-04-13,15,CZ051,,1.0,,3.0
454,2020-04-13,15,CZ052,,,1.0,3.0
455,2020-04-13,15,CZ053,,2.0,,4.0
456,2020-04-13,15,CZ063,,2.0,,6.0
457,2020-04-13,15,CZ064,,1.0,1.0,3.0
458,2020-04-13,15,CZ071,,2.0,,15.0
459,2020-04-13,15,CZ072,,2.0,,
460,2020-04-13,15,CZ080,,7.0,1.0,7.0
461,2020-04-14,15,CZ010,,10.0,2.0,73.0
462,2020-04-14,15,CZ020,,6.0,1.0,12.0
463,2020-04-14,15,CZ031,,,,9.0
464,2020-04-14,15,CZ032,,12.0,1.0,6.0
465,2020-04-14,15,CZ041,,13.0,,4.0
466,2020-04-14,15,CZ042,,6.0,1.0,23.0
467,2020-04-14,15,CZ051,,3.0,,4.0
468,2020-04-14,15,CZ052,,2.0,,5.0
469,2020-04-14,15,CZ053,,,,5.0
470,2020-04-14,15,CZ063,,,,4.0
471,2020-04-14,15,CZ064,,2.0,3.0,4.0
472,2020-04-14,15,CZ071,,1.0,1.0,12.0
473,2020-04-14,15,CZ072,,,,6.0
474,2020-04-14,15,CZ080,,24.0,,30.0
475,2020-04-15,15,CZ010,,40.0,,71.0
476,2020-04-15,15,CZ020,,27.0,,22.0
477,2020-04-15,15,CZ031,,1.0,,8.0
478,2020-04-15,15,CZ032,,15.0,,11.0
479,2020-04-15,15,CZ041,,2.0,,1.0
480,2020-04-15,15,CZ042,,8.0,,16.0
481,2020-04-15,15,CZ051,,4.0,,22.0
482,2020-04-15,15,CZ052,,1.0,,4.0
483,2020-04-15,15,CZ053,,10.0,,9.0
484,2020-04-15,15,CZ063,,,,6.0
485,2020-04-15,15,CZ064,,11.0,,8.0
486,2020-04-15,15,CZ071,,9.0,,13.0
487,2020-04-15,15,CZ072,,3.0,,8.0
488,2020-04-15,15,CZ080,,27.0,,12.0
489,2020-04-16,15,CZ010,,21.0,,97.0
490,2020-04-16,15,CZ020,,21.0,,32.0
491,2020-04-16,15,CZ031,,2.0,,11.0
492,2020-04-16,15,CZ032,,9.0,,16.0
493,2020-04-16,15,CZ041,,7.0,,5.0
494,2020-04-16,15,CZ042,,12.0,1.0,12.0
495,2020-04-16,15,CZ051,,,,4.0
496,2020-04-16,15,CZ052,,3.0,,21.0
497,2020-04-16,15,CZ053,,6.0,,10.0
498,2020-04-16,15,CZ063,,,,1.0
499,2020-04-16,15,CZ064,,13.0,,15.0
500,2020-04-16,15,CZ071,,8.0,,33.0
501,2020-04-16,15,CZ072,,2.0,,14.0
502,2020-04-16,15,CZ080,,23.0,1.0,4.0
503,2020-04-17,15,CZ010,,21.0,1.0,88.0
504,2020-04-17,15,CZ020,,10.0,,37.0
505,2020-04-17,15,CZ031,,,1.0,8.0
506,2020-04-17,15,CZ032,,17.0,,11.0
507,2020-04-17,15,CZ041,,2.0,4.0,22.0
508,2020-04-17,15,CZ042,,9.0,,12.0
509,2020-04-17,15,CZ051,,1.0,,15.0
510,2020-04-17,15,CZ052,,1.0,,20.0
511,2020-04-17,15,CZ053,,3.0,,17.0
512,2020-04-17,15,CZ063,,1.0,,6.0
513,2020-04-17,15,CZ064,,6.0,,15.0
514,2020-04-17,15,CZ071,,6.0,,30.0
515,2020-04-17,15,CZ072,,1.0,,12.0
516,2020-04-17,15,CZ080,,33.0,2.0,34.0
517,2020-04-18,15,CZ010,,28.0,2.0,32.0
518,2020-04-18,15,CZ020,,13.0,,34.0
519,2020-04-18,15,CZ032,,4.0,,11.0
520,2020-04-18,15,CZ041,,11.0,,8.0
521,2020-04-18,15,CZ042,,6.0,,6.0
522,2020-04-18,15,CZ051,,2.0,,10.0
523,2020-04-18,15,CZ052,,,,6.0
524,2020-04-18,15,CZ053,,2.0,,9.0
525,2020-04-18,15,CZ063,,,,2.0
526,2020-04-18,15,CZ064,,4.0,1.0,2.0
527,2020-04-18,15,CZ071,,6.0,,28.0
528,2020-04-18,15,CZ072,,9.0,,5.0
529,2020-04-18,15,CZ080,,20.0,1.0,10.0
530,2020-04-19,15,CZ010,,12.0,1.0,42.0
531,2020-04-19,15,CZ020,,5.0,2.0,14.0
532,2020-04-19,15,CZ031,,1.0,,
533,2020-04-19,15,CZ032,,25.0,,8.0
534,2020-04-19,15,CZ041,,14.0,1.0,3.0
535,2020-04-19,15,CZ042,,12.0,,1.0
536,2020-04-19,15,CZ051,,2.0,1.0,1.0
537,2020-04-19,15,CZ052,,,,2.0
538,2020-04-19,15,CZ053,,3.0,1.0,5.0
539,2020-04-19,15,CZ063,,,,2.0
540,2020-04-19,15,CZ064,,2.0,,18.0
541,2020-04-19,15,CZ071,,2.0,,36.0
542,2020-04-19,15,CZ072,,5.0,,8.0
543,2020-04-19,15,CZ080,,9.0,3.0,16.0
544,2020-04-20,16,CZ010,,43.0,3.0,43.0
545,2020-04-20,16,CZ020,,13.0,,41.0
546,2020-04-20,16,CZ031,,2.0,,5.0
547,2020-04-20,16,CZ032,,2.0,,17.0
548,2020-04-20,16,CZ041,,13.0,,13.0
549,2020-04-20,16,CZ042,,17.0,,12.0
550,2020-04-20,16,CZ051,,,,12.0
551,2020-04-20,16,CZ052,,,,9.0
552,2020-04-20,16,CZ053,,1.0,,17.0
553,2020-04-20,16,CZ063,,3.0,,7.0
