,date,week,region,deaths,tests,confirmed
383,2020-03-27,12,PL9,0.0,0.0,27.0
384,2020-03-28,12,PL21,0.0,0.0,19.0
385,2020-03-28,12,PL22,0.0,0.0,24.0
386,2020-03-28,12,PL41,0.0,0.0,9.0
387,2020-03-28,12,PL42,0.0,0.0,11.0
388,2020-03-28,12,PL43,0.0,0.0,2.0
389,2020-03-28,12,PL51,0.0,0.0,21.0
390,2020-03-28,12,PL52,0.0,0.0,3.0
391,2020-03-28,12,PL61,0.0,0.0,4.0
392,2020-03-28,12,PL62,0.0,0.0,2.0
393,2020-03-28,12,PL63,0.0,0.0,4.0
394,2020-03-28,12,PL71,0.0,0.0,14.0
395,2020-03-28,12,PL72,0.0,0.0,5.0
396,2020-03-28,12,PL81,1.0,0.0,9.0
397,2020-03-28,12,PL82,0.0,0.0,10.0
398,2020-03-28,12,PL84,0.0,0.0,9.0
399,2020-03-28,12,PL9,1.0,0.0,103.0
400,2020-03-29,12,PL21,1.0,0.0,38.0
401,2020-03-29,12,PL22,3.0,0.0,30.0
402,2020-03-29,12,PL41,0.0,0.0,9.0
403,2020-03-29,12,PL42,0.0,0.0,6.0
404,2020-03-29,12,PL43,0.0,0.0,0.0
405,2020-03-29,12,PL51,0.0,0.0,20.0
406,2020-03-29,12,PL52,0.0,0.0,12.0
407,2020-03-29,12,PL61,0.0,0.0,10.0
408,2020-03-29,12,PL62,0.0,0.0,10.0
409,2020-03-29,12,PL63,0.0,0.0,9.0
410,2020-03-29,12,PL71,0.0,0.0,8.0
411,2020-03-29,12,PL72,0.0,0.0,7.0
412,2020-03-29,12,PL81,0.0,0.0,18.0
413,2020-03-29,12,PL82,0.0,0.0,5.0
414,2020-03-29,12,PL84,0.0,0.0,2.0
415,2020-03-29,12,PL9,0.0,0.0,40.0
416,2020-03-30,13,PL21,0.0,0.0,24.0
417,2020-03-30,13,PL22,2.0,0.0,14.0
418,2020-03-30,13,PL41,1.0,0.0,24.0
419,2020-03-30,13,PL42,0.0,0.0,2.0
420,2020-03-30,13,PL43,0.0,0.0,3.0
421,2020-03-30,13,PL51,0.0,0.0,24.0
422,2020-03-30,13,PL52,0.0,0.0,11.0
423,2020-03-30,13,PL61,0.0,0.0,25.0
424,2020-03-30,13,PL62,0.0,0.0,1.0
425,2020-03-30,13,PL63,0.0,0.0,3.0
426,2020-03-30,13,PL71,0.0,0.0,12.0
427,2020-03-30,13,PL72,0.0,0.0,3.0
428,2020-03-30,13,PL81,1.0,0.0,9.0
429,2020-03-30,13,PL82,2.0,0.0,4.0
430,2020-03-30,13,PL84,0.0,0.0,8.0
431,2020-03-30,13,PL9,3.0,0.0,26.0
432,2020-03-31,13,PL21,0.0,0.0,18.0
433,2020-03-31,13,PL22,1.0,0.0,55.0
434,2020-03-31,13,PL41,0.0,0.0,16.0
435,2020-03-31,13,PL42,0.0,0.0,10.0
436,2020-03-31,13,PL43,0.0,0.0,6.0
437,2020-03-31,13,PL51,0.0,0.0,16.0
438,2020-03-31,13,PL52,0.0,0.0,16.0
439,2020-03-31,13,PL61,0.0,0.0,4.0
440,2020-03-31,13,PL62,0.0,0.0,1.0
441,2020-03-31,13,PL63,0.0,0.0,6.0
442,2020-03-31,13,PL71,0.0,0.0,6.0
443,2020-03-31,13,PL72,0.0,0.0,12.0
444,2020-03-31,13,PL81,0.0,0.0,18.0
445,2020-03-31,13,PL82,0.0,0.0,15.0
446,2020-03-31,13,PL84,0.0,0.0,0.0
447,2020-03-31,13,PL9,1.0,0.0,57.0
448,2020-04-01,13,PL21,0.0,0.0,17.0
449,2020-04-01,13,PL22,2.0,0.0,8.0
450,2020-04-01,13,PL41,3.0,0.0,21.0
451,2020-04-01,13,PL42,0.0,0.0,10.0
452,2020-04-01,13,PL43,0.0,0.0,5.0
453,2020-04-01,13,PL51,0.0,0.0,52.0
454,2020-04-01,13,PL52,0.0,0.0,5.0
455,2020-04-01,13,PL61,0.0,0.0,8.0
456,2020-04-01,13,PL62,0.0,0.0,3.0
457,2020-04-01,13,PL63,0.0,0.0,6.0
458,2020-04-01,13,PL71,1.0,0.0,13.0
459,2020-04-01,13,PL72,0.0,0.0,6.0
460,2020-04-01,13,PL81,1.0,0.0,1.0
461,2020-04-01,13,PL82,0.0,0.0,9.0
462,2020-04-01,13,PL84,0.0,0.0,11.0
463,2020-04-01,13,PL9,3.0,0.0,68.0
464,2020-04-02,13,PL21,3.0,0.0,21.0
465,2020-04-02,13,PL22,1.0,0.0,29.0
466,2020-04-02,13,PL41,2.0,0.0,26.0
467,2020-04-02,13,PL42,1.0,0.0,10.0
468,2020-04-02,13,PL43,0.0,0.0,1.0
469,2020-04-02,13,PL51,2.0,0.0,12.0
470,2020-04-02,13,PL52,1.0,0.0,3.0
471,2020-04-02,13,PL61,0.0,0.0,73.0
472,2020-04-02,13,PL62,0.0,0.0,6.0
473,2020-04-02,13,PL63,0.0,0.0,10.0
474,2020-04-02,13,PL71,0.0,0.0,15.0
475,2020-04-02,13,PL72,0.0,0.0,7.0
476,2020-04-02,13,PL81,0.0,0.0,18.0
477,2020-04-02,13,PL82,1.0,0.0,7.0
478,2020-04-02,13,PL84,0.0,0.0,12.0
479,2020-04-02,13,PL9,3.0,0.0,142.0
480,2020-04-03,13,PL21,1.0,0.0,32.0
481,2020-04-03,13,PL22,5.0,0.0,130.0
482,2020-04-03,13,PL41,4.0,0.0,18.0
483,2020-04-03,13,PL42,0.0,0.0,0.0
484,2020-04-03,13,PL43,0.0,0.0,2.0
485,2020-04-03,13,PL51,0.0,0.0,62.0
486,2020-04-03,13,PL52,0.0,0.0,12.0
487,2020-04-03,13,PL61,1.0,0.0,42.0
488,2020-04-03,13,PL62,0.0,0.0,8.0
489,2020-04-03,13,PL63,0.0,0.0,12.0
490,2020-04-03,13,PL71,2.0,0.0,12.0
491,2020-04-03,13,PL72,0.0,0.0,17.0
492,2020-04-03,13,PL81,1.0,0.0,7.0
493,2020-04-03,13,PL82,0.0,0.0,14.0
494,2020-04-03,13,PL84,0.0,0.0,15.0
495,2020-04-03,13,PL9,0.0,0.0,54.0
496,2020-04-04,13,PL21,0.0,0.0,46.0
497,2020-04-04,13,PL22,6.0,0.0,65.0
498,2020-04-04,13,PL41,1.0,0.0,20.0
499,2020-04-04,13,PL42,0.0,0.0,11.0
500,2020-04-04,13,PL43,0.0,0.0,6.0
501,2020-04-04,13,PL51,0.0,0.0,7.0
502,2020-04-04,13,PL52,0.0,0.0,0.0
503,2020-04-04,13,PL61,0.0,0.0,25.0
504,2020-04-04,13,PL62,1.0,0.0,3.0
505,2020-04-04,13,PL63,0.0,0.0,22.0
506,2020-04-04,13,PL71,0.0,0.0,11.0
507,2020-04-04,13,PL72,0.0,0.0,2.0
508,2020-04-04,13,PL81,0.0,0.0,7.0
509,2020-04-04,13,PL82,0.0,0.0,11.0
510,2020-04-04,13,PL84,0.0,0.0,8.0
511,2020-04-04,13,PL9,0.0,0.0,0.0
512,2020-04-05,13,PL21,2.0,0.0,19.0
513,2020-04-05,13,PL22,0.0,0.0,41.0
514,2020-04-05,13,PL41,1.0,0.0,40.0
